id,name,image,email,website,facebook,twitter,other_name
212,Janet Finch-Saunders,http://senedd.assembly.wales/UserData/2/1/2/Info00000212/bigpic.jpg,Janet.Finch-Saunders@Assembly.Wales,"","",http://twitter.com/JFinchSaunders,
225,Alun Davies,http://senedd.assembly.wales/UserData/5/2/2/Info00000225/bigpic.jpg,Alun.Davies@assembly.wales,"","",http://twitter.com/AlunDaviesAM,
241,Jenny Rathbone,http://senedd.assembly.wales/UserData/1/4/2/Info00000241/bigpic.jpg,Jenny.Rathbone@assembly.wales,"","",http://twitter.com/JennyRathbone,
245,Julie Morgan,http://senedd.assembly.wales/UserData/5/4/2/Info00000245/bigpic.jpg,Julie.Morgan@assembly.wales,"",http://www.facebook.com/JulieMorganAM,http://twitter.com/JulieMorganLAB,
249,Vaughan Gething,http://senedd.assembly.wales/UserData/9/4/2/Info00000249/bigpic.jpg,Vaughan.Gething@assembly.wales,http://www.vaughangething.co.uk,"",http://twitter.com/vaughangething/,
253,Mark Drakeford,http://senedd.assembly.wales/UserData/3/5/2/Info00000253/bigpic.jpg,Mark.Drakeford@assembly.wales,http://www.markdrakeford.com,"",http://www.twitter.com/MarkDrakeford,
255,Neil McEvoy,http://senedd.assembly.wales/UserData/5/5/2/Info00000255/bigpic.jpg,Neil.McEvoy@assembly.wales,"","","",
255,Neil McEvoy,http://senedd.assembly.wales/UserData/5/5/2/Info00000255/bigpic.jpg,Neil.McEvoy@assembly.wales,"","","",
267,Ken Skates,http://senedd.assembly.wales/UserData/7/6/2/Info00000267/bigpic.jpg,Ken.Skates@assembly.wales,http://www.KenSkates.co.uk,"",http://www.twitter.com/KenSkatesAM,
2717,Rhun ap Iorwerth,http://senedd.assembly.wales/UserData/7/1/7/Info00002717/bigpic.jpg,rhun.apiorwerth@assembly.wales,"","",http://twitter.com/rhunapiorwerth,
289,Steffan Lewis,http://senedd.assembly.wales/UserData/9/8/2/Info00000289/bigpic.jpg,Steffan.Lewis@assembly.wales,"","","",
303,Russell George,http://senedd.assembly.wales/UserData/3/0/3/Info00000303/bigpic.jpg,Russell.George@assembly.wales,http://www.RussellGeorge.com,"",http://www.twitter.com/Russ_george,
321,Mick Antoniw,http://senedd.assembly.wales/UserData/1/2/3/Info00000321/bigpic.jpg,Mick.Antoniw@assembly.wales,http://www.mickantoniw.wales,http://www.facebook.com/Mick.Antoniw,http://twitter.com/mickantoniw1,
332,Mike Hedges,http://senedd.assembly.wales/UserData/2/3/3/Info00000332/bigpic.jpg,Mike.Hedges@assembly.wales,http://www.mikehedges.org.uk,"",http://www.twitter.com/MikeHedgesAM,
375,Rebecca Evans,http://senedd.assembly.wales/UserData/5/7/3/Info00000375/bigpic.jpg,Rebecca.Evans@assembly.wales,http://www.RebeccaEvansAM.com,"",http://www.twitter.com/RebeccaEvansAM,
383,Simon Thomas,http://senedd.assembly.wales/UserData/3/8/3/Info00000383/bigpic.jpg,Simon.Thomas@assembly.wales,"","","",
393,David J Rowlands,http://senedd.assembly.wales/UserData/3/9/3/Info00000393/bigpic.jpg,DavidJ.Rowlands@assembly.wales,"","","",
425,Llyr Gruffydd,http://senedd.assembly.wales/UserData/5/2/4/Info00000425/bigpic.jpg,Llyr.Gruffydd@assembly.wales,"","","",
433,Nathan Gill,http://senedd.assembly.wales/UserData/3/3/4/Info00000433/bigpic.jpg,Nathan.Gill@assembly.wales,http://www.nathangill.wales/,"",http://www.twitter.com/NathanGillMEP,
433,Nathan Gill,http://senedd.assembly.wales/UserData/3/3/4/Info00000433/bigpic.jpg,Nathan.Gill@assembly.wales,http://www.nathangillmep.uk,"",http://www.twitter.com/NathanGillMEP,
4651,Rhianon Passmore,http://senedd.assembly.wales/UserData/1/5/6/Info00004651/bigpic.jpg,Rhianon.Passmore@assembly.wales,"","",http://twitter.com/Rhi4Islwyn,
4970,Eluned Morgan,http://senedd.assembly.wales/UserData/0/7/9/Info00004970/bigpic.jpg,Eluned.Morgan@assembly.wales,"","","",
4975,Michelle Brown,http://senedd.assembly.wales/UserData/5/7/9/Info00004975/bigpic.jpg,Michelle.Brown@assembly.wales,"","","",
4978,Lee Waters,http://senedd.assembly.wales/UserData/8/7/9/Info00004978/bigpic.jpg,Lee.Waters@assembly.wales,http://www.amanwy.blogspot.com,http://www.facebook.com/leeforllanelli,http://www.twitter.com/Amanwy,
4981,Siân Gwenllian,http://senedd.assembly.wales/UserData/1/8/9/Info00004981/bigpic.jpg,Sian.Gwenllian@assembly.wales,"",http://www.facebook.com/SianGwenllianACAM,http://www.twitter.com/siangwenfelin,
4988,Dawn Bowden,http://senedd.assembly.wales/UserData/8/8/9/Info00004988/bigpic.jpg,Dawn.Bowden@assembly.wales,"",http://www.facebook.com/DawnBowdenAM,http://www.twitter.com/Dawn_Bowden,
5021,Jeremy Miles,http://senedd.assembly.wales/UserData/1/2/0/Info00005021/bigpic.jpg,Jeremy.Miles@assembly.wales,"","",http://twitter.com/Jeremy_Miles,
5030,Adam Price,http://senedd.assembly.wales/UserData/0/3/0/Info00005030/bigpic.jpg,Adam.Price@assembly.wales,http://www.carmarthenshiresvoice.org.uk,http://www.facebook.com/AdamPricePlaid,http://twitter.com/_adam_price,
5038,Jayne Bryant,http://senedd.assembly.wales/UserData/8/3/0/Info00005038/bigpic.jpg,Jayne.Bryant@assembly.wales,"","",http://twitter.com/JBryantWales,
5040,Gareth Bennett,http://senedd.assembly.wales/UserData/0/4/0/Info00005040/bigpic.jpg,Gareth.Bennett@assembly.wales,"","","",
5048,Neil Hamilton,http://senedd.assembly.wales/UserData/8/4/0/Info00005048/bigpic.jpg,Neil.Hamilton@assembly.wales,http://www.neilhamiltonukip.com/,"","",
5053,Huw Irranca-Davies,http://senedd.assembly.wales/UserData/3/5/0/Info00005053/bigpic.jpg,Huw.Irranca-Davies@assembly.wales,http://www.huwirranca-davies.org.uk,"","",
5103,Mandy Jones,http://senedd.assembly.wales/UserData/3/0/1/Info00005103/bigpic.jpg,mandy.jones@assembly.wales,"","",http://twitter.com/MandyJonesAM,
5103,Mandy Jones,http://senedd.assembly.wales/UserData/3/0/1/Info00005103/bigpic.jpg,mandy.jones@assembly.wales,"","",http://twitter.com/MandyJonesAM,
5107,Vikki Howells,http://senedd.assembly.wales/UserData/7/0/1/Info00005107/bigpic.jpg,Vikki.Howells@assembly.wales,http://www.vikkihowells.com,"",http://www.twitter.com/VikkiHowells,
5112,Hannah Blythyn,http://senedd.assembly.wales/UserData/2/1/1/Info00005112/bigpic.jpg,Hannah.Blythyn@assembly.wales,http://www.hannahblythyn.wales,"",http://twitter.com/HannahBlythyn,
513,Hefin David,http://senedd.assembly.wales/UserData/3/1/5/Info00000513/bigpic.jpg,Hefin.David@assembly.wales,"","","",
5227,Mark Reckless,http://senedd.assembly.wales/UserData/7/2/2/Info00005227/bigpic.jpg,Mark.Reckless@assembly.wales,http://www.markreckless.com,"",http://twitter.com/MarkReckless,
5227,Mark Reckless,http://senedd.assembly.wales/UserData/7/2/2/Info00005227/bigpic.jpg,Mark.Reckless@assembly.wales,http://www.markreckless.com,"",http://twitter.com/MarkReckless,
5227,Mark Reckless,http://senedd.assembly.wales/UserData/7/2/2/Info00005227/bigpic.jpg,Mark.Reckless@assembly.wales,"","",http://twitter.com/MarkReckless,
5260,Caroline Jones,http://senedd.assembly.wales/UserData/0/6/2/Info00005260/bigpic.jpg,Caroline.Jones@assembly.wales,http://www.carolinejones.wales/,"",http://www.twitter.com/CarolineUKIP,
5260,Caroline Jones,http://senedd.assembly.wales/UserData/0/6/2/Info00005260/bigpic.jpg,Caroline.Jones@assembly.wales,http://www.carolinejones.wales,"",http://www.twitter.com/CarolineUKIP,
541,Suzy Davies,http://senedd.assembly.wales/UserData/1/4/5/Info00000541/bigpic.jpg,Suzy.Davies@assembly.wales,http://www.suzydaviesam.com,http://www.facebook.com/SuzyDaviesWales,http://www.twitter.com/SuzyDaviesAM,
584,Julie James,http://senedd.assembly.wales/UserData/4/8/5/Info00000584/bigpic.jpg,Julie.James@assembly.wales,http://www.JulieJamesAM.co.uk,"",http://www.twitter.com/JulieJamesAM,
6376,Vacant,http://senedd.assembly.wales/UserData/6/7/3/Info00006376/bigpic.jpg,"","","","",
6571,Jack Sargeant,http://senedd.assembly.wales/UserData/1/7/5/Info00006571/bigpic.jpg,Jack.Sargeant@assembly.wales,"","","",
