id,name__pt,name__eo,name__eu,name__ru,name__fr,name__en,name__ast,name__es,name__ca,name__fi,name__it,name__be_tarask,name__gl,name__de,name__cs,name__nl,name__nb,name__da,name__nn,name__sv,name,wikipedia__ast,wikipedia__be_x_old,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__de,wikipedia__en,wikipedia__eo,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__gl,wikipedia__it,wikipedia__pt,wikipedia__ru,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,birth_date,identifier__freebase,given_name,name__pl,name__arz,name__oc,name__uk,wikipedia__arz,wikipedia__nl,wikipedia__oc,wikipedia__pl,wikipedia__sv,wikipedia__uk,identifier__ISNI,identifier__SUDOC,identifier__Munzinger,identifier__BNF,identifier__CANTIC,name__ja,wikipedia__ja,identifier__BNE,name__tr,wikipedia__tr,name__la,name__fa,wikipedia__la,name__zh,wikipedia__zh,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ro,name__ar,name__af,name__et,name__hr,name__hu,name__is,name__lt,name__sk,name__sl,name__sq,name__gsw,wikipedia__ar,wikipedia__eswikiquote,wikipedia__euwikiquote,wikipedia__ro,wikipedia__cawikiquote,identifier__GNC,name__en_ca,name__en_gb,identifier__EuroparlMEP,wikipedia__itwikiquote,name__eml,wikipedia__eml,wikipedia__sq,wikipedia__simple,death_date,identifier__NTA,name__el,name__he,wikipedia__he,name__an,name__br,name__ga,name__lb,name__lmo,name__nds_nl,name__pms,name__wa,wikipedia__no,identifier__parlement,name__ko,wikipedia__fa,wikipedia__ko,wikipedia__el,name__mg,wikipedia__mg,wikipedia__an,wikipedia__hu,wikipedia__sk,family_name,twitter,website,facebook,linkedin,wikipedia__hr,identifier__IMDB,identifier__AlloCine,name__be,name__bg,name__cy,name__ext,name__gd,name__hy,name__id,name__io,name__ka,name__mr,name__ms,name__nah,name__sh,name__sr,name__ta,name__vi,name__war,name__yo,name__lad,name__pt_br,name__gn,name__lv,name__az,name__hak,name__tt,name__ie,name__th,name__yue,name__mk,name__sco,wikipedia__az,wikipedia__bcl,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__cy,wikipedia__da,wikipedia__enwikinews,wikipedia__eowikinews,wikipedia__et,wikipedia__ext,wikipedia__frwikinews,wikipedia__gd,wikipedia__gn,wikipedia__hak,wikipedia__hy,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__ka,wikipedia__lad,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mr,wikipedia__ms,wikipedia__nah,wikipedia__plwikiquote,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sh,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__tt,wikipedia__vi,wikipedia__war,wikipedia__yo,wikipedia__zh_yue,name__bcl,wikipedia__eswikinews,original_wikiname,identifier__allmovie,wikipedia__cswikiquote,identifier__MusicBrainz,name__bar,name__co,name__de_at,name__de_ch,name__frp,name__fur,name__ia,name__kg,name__li,name__lij,name__min,name__nap,name__nds,name__nrm,name__pcd,name__rm,name__sc,name__scn,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wo,name__zu,wikipedia__glwikiquote,identifier__FAST,wikipedia__ga,name__bs,last_seen,electoral_district,identifier__SELIBR,identifier__NUKAT,identifier__NKC,identifier__PTBNP,identifier__dialnet,identifier__google_scholar,identifier__BVMC,second_surname,identifier__SFDb,identifier__PORT,identifier__SCOPE,identifier__kinopoisk,identifier__DNF,identifier__filmportal_de,identifier__elonet,identifier__PACE,identifier__NDL,wikipedia__hsb,name__hsb,wikipedia__sc,identifier__google_knowledge,occupation,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,name__vmf,identifier__quora,identifier__snac,identifier__OLID,wikipedia__cawikinews,wikipedia__dewikinews,wikipedia__ptwikinews,wikipedia__srwikinews,wikipedia__enwikiquote,noble_title,identifier__BNC,identifier__CiNii,identifier__NLI,name__bn,instagram,wikipedia__ml,name__ml,identifier__BIBSYS,identifier__NLP,identifier__Britannica,identifier__youtube,pseudonym,name__hi,wikipedia__lmo,identifier__ORCID,name__nys,wikipedia__is,name__ha,wikipedia__ha,name__kn,weblog,wikipedia__als,identifier__ULAN,wikipedia__nn,wikipedia__uz,name__uz,name__lfn,honorific_prefix,wikipedia__af,wikipedia__bewikiquote,wikipedia__ig,wikipedia__nov,wikipedia__olo,wikipedia__pms,wikipedia__sl,wikipedia__vec,wikipedia__ne,wikipedia__xmf,name__nov,name__ig,name__olo,wikipedia__tl,name__tl,wikipedia__fy,wikipedia__hi,name__fy,wikipedia__wa,wikipedia__zh_min_nan,name__xmf,name__ne,name__ty,name__nan,wikipedia__kw,identifier__GTAA,name__kw,identifier__bigenc_ru,identifier__CONOR,wikipedia__azb,name__azb,wikipedia__wuu,name__wuu,identifier__flickr,wikipedia__ukwikiquote,name__ur,wikipedia__qu,name__qu
Q21001130,,,,,Federico Buyolo García,Federico Buyolo García,Federico Buyolo García,Federico Buyolo García,Federico Buyolo García,,,,,,,Federico Buyolo García,,,,,Federico Buyolo García,,,Federico Buyolo García,,,,,,,,,,,,,,,male,,,,1971-09-12,,Federico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federico Buyolo García,Federico Buyolo García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21001242,,,,,Rogelio Araújo Gil,Rogelio Araújo Gil,Rogelio Araújo Gil,Rogelio Araújo Gil,Rogelio Araújo Gil,,,,,,,Rogelio Araújo Gil,,,,,Rogelio Araújo Gil,,,Rogelio Araújo Gil,,,,,,,,,,,,,,,male,,,,1957-11-13,,Rogelio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rogelio Araújo Gil,Rogelio Araújo Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21001307,,,,,José López Garrido,José López Garrido,José López Garrido,José López Garrido,José López Garrido,,,,José López Garrido,,,José López Garrido,,,,,José López Garrido,,,José López Garrido,,,,,,,,,,,,,,,male,,,,1961-06-09,,José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José López Garrido,José López Garrido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jlopezgarrido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21001339,,,,,Santiago Martínez Rodríguez,Santiago Martínez Rodríguez,Santiago Martínez Rodríguez,Santiago Martínez Rodríguez,Santiago Martínez Rodríguez,,,,,,,Santiago Martínez Rodríguez,,,,,Santiago Martínez Rodríguez,,,Santiago Martínez Rodríguez,,,,,,,,,,,,,,,male,,,,1983-03-29,,Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santiago Martínez Rodríguez,Santiago Martínez Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21001362,Rubén Moreno Palanques,,Rubén Moreno Palanques,,Rubén Moreno Palanques,Rubén Moreno Palanques,Rubén Moreno Palanques,Rubén Moreno Palanques,Rubén Moreno Palanques,,Rubén Moreno Palanques,,Rubén Moreno Palanques,Rubén Moreno Palanques,,Rubén Moreno Palanques,,,Rubén Moreno Palanques,Rubén Moreno Palanques,Rubén Moreno Palanques,,,Rubén Moreno Palanques,,,,Rubén Moreno Palanques,,Rubén Moreno Palanques,,,Rubén Moreno Palanques,,,,,,male,,,,1958-07-23,,Rubén,Rubén Moreno Palanques,,,,,,,Rubén Moreno Palanques,,,,,,,,,,,,,,,,,,,,,,,,Rubén Moreno Palanques,,,,,,,,,Rubén Moreno Palanques,Rubén Moreno Palanques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ռուբեն Մորենո Պալանկես,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ռուբեն Մորենո Պալանկես,,,,,,,,,,,,,,,,,,,,,,,,,,Rubén Moreno Palanques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6909,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21001384,,,,,Baltasar Ortiz Gutiérrez,Baltasar Ortiz Gutiérrez,Baltasar Ortiz Gutiérrez,Baltasar Ortiz Gutiérrez,Baltasar Ortiz Gutiérrez,,,,,,,Baltasar Ortiz Gutiérrez,,,,,Baltasar Ortiz Gutiérrez,,,Baltasar Ortiz Gutiérrez,,,,,,,,,,,,,,,male,,,,1961-04-06,,Baltasar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baltasar Ortiz Gutiérrez,Baltasar Ortiz Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21001451,Talía Roselló Saus,,Talía Roselló Saus,,Talía Roselló Saus,Talía Roselló Saus,Talía Roselló Saus,Talía Roselló Saus,Talía Roselló Saus,,Talía Roselló Saus,,Talía Roselló Saus,Talía Roselló Saus,,Talía Roselló Saus,,,Talía Roselló Saus,Talía Roselló Saus,Talía Roselló Saus,,,Talía Roselló Saus,,,,,,,,,,,,,,,female,,,,1981-01-18,,Talía,Talía Roselló Saus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Talía Roselló Saus,,,,,,,,,Talía Roselló Saus,Talía Roselló Saus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21293215,,,,,Sofía Castañón,Sofía Castañón,Sofía Castañón,Sofía Castañón,Sofía Castañón,,,,Sofía Castañón,,,Sofía Castañón,,,,,Sofía Castañón,Sofía Castañón,,Sofía Castañón,Category:Sofía Castañón,,,Sofía Castañón,,Sofía Castañón,,,Sofía Castañón,Sofía Castañón,,,,https://upload.wikimedia.org/wikipedia/commons/e/e8/Sofía_Castañón.jpg,female,86823294,,no2013090708,1983-11-01,,Sofía,,,,,,,,,,,0000 0000 6027 0177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sofía Castañón,Sofía Castañón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SofCastanon,http://www.sofiacastanon.es/,sofcastanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sofía Castañón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21293418,María Such,,,,María Such Palomares,María Such,,María Such,Maria Such Palomares,,,,,,,María Such,,,,,María Such,,,Maria Such Palomares,,,,,,María Such,,,María Such Palomares,,,María Such,,,female,,,,1990-06-23,,Maria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Such,María Such,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suchmaria,,maria.suchpalomares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Such,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21479962,,,Xavier Eritja i Ciuró,,Xavier Eritja i Ciuró,Xavier Eritja i Ciuró,Francesc Xavier Eritja Ciuró,Francesc Xavier Eritja Ciuró,Xavier Eritja i Ciuró,,,,Xavier Eritja i Ciuró,,,Xavier Eritja i Ciuró,,,,,Francesc Xavier Eritja Ciuró,Francesc Xavier Eritja Ciuró,,Xavier Eritja i Ciuró,,,,Xavier Eritja,,Francesc Xavier Eritja Ciuró,,,Xavier Eritja i Ciuró,,,,,,male,7566363,,,1970-03-26,,Xavier,,,,,,,,,,,0000 0000 0152 5571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francesc Xavier Eritja Ciuró,Xavier Eritja i Ciuró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xavieritja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francesc Xavier Eritja Ciuró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121465,,,,,,,,,,,,,,,,,historian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21480005,,,,,Fran Hervías Chirosa,Fran Hervías,,Fran Hervías,Fran Hervías Chirosa,,,,,,,Fran Hervías,,,,,Fran Hervías,,,Fran Hervías Chirosa,,,,,,Fran Hervías,,,,,,,,,male,,,,1983,,Fran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fran Hervías,,,,Fran Hervías,Fran Hervías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hervías,franhervias,,franhervias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fran Hervías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirosa,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21480157,Jordi Salvador i Duch,,Jordi Salvador i Duch,,Jordi Salvador i Duch,Jordi Salvador i Duch,Jordi Salvador i Duch,Jordi Salvador i Duch,Jordi Salvador i Duch,,Jordi Salvador i Duch,,Jordi Salvador i Duch,Jordi Salvador i Duch,,Jordi Salvador i Duch,,,Jordi Salvador i Duch,Jordi Salvador i Duch,Jordi Salvador i Duch,Jordi Salvador i Duch,,Jordi Salvador i Duch,,,,,,Jordi Salvador i Duch,,,Jordi Salvador i Duch,,,,,,male,,,,1964-07-23,,Jordi,Jordi Salvador i Duch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordi Salvador i Duch,,,,,,,,,Jordi Salvador i Duch,Jordi Salvador i Duch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jsalvadorduch,,jordisalvadorduch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordi Salvador i Duch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anthropologist,,,,,,,,,,,,,,,,,,,,,,,ജോർദി സൽവഡോര് ഐ ഡച്ച്,ജോർദി സൽവഡോര് ഐ ഡച്ച്,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21706297,,,Irene Montero,,Irene Montero,Irene Montero,Irene Montero,Irene Montero,Irene Montero,,Irene Montero,,Irene Montero,,,Irene Montero,,,,,Irene Montero,Irene Montero,,Irene María Montero Gil,Category:Irene Montero,,,Irene Montero,,Irene Montero,Irene Montero,,Irene Montero,Irene Montero,Irene Montero,,,"https://upload.wikimedia.org/wikipedia/commons/d/d6/Irene_Montero,_durante_la_entrevista_con_eldiario.es_(cropped).jpg",female,,,,1988-02-13,,Irene,,,,,,Irene Montero Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irene Montero,,,,Irene Montero,Irene Montero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montero,Irene_Montero_,,irene.montero.5070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irene Montero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gil,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,i_montero_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21816265,David Bruzos,,David Bruzos,,David Bruzos,David Bruzos,David Bruzos,David Bruzos,David Bruzos,,David Bruzos,,David Bruzos,David Bruzos,,David Bruzos,,,David Bruzos,David Bruzos,David Bruzos,,,,,,,,,,,,,David Bruzos,,,,,male,,,,1979-06-09,,David,David Bruzos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Bruzos,,,,,,,,,David Bruzos,David Bruzos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21816272,Antonio Rodríguez Vázquez,,Antonio Rodríguez Vázquez,,Antonio Rodríguez Vázquez,Antonio Rodríguez Vázquez,Antonio Rodríguez Vázquez,Antonio Rodríguez Vázquez,Antonio Rodríguez Vázquez,,Antonio Rodríguez Vázquez,,Antonio Rodríguez Vázquez,Antonio Rodríguez Vázquez,,Antonio Rodríguez Vázquez,,,Antonio Rodríguez Vázquez,Antonio Rodríguez Vázquez,Antonio Rodríguez Vázquez,,,,,,,,,,,,,Antonio Rodríguez Vázquez,,,,,male,,,,1965-12-07,,Antonio,Antonio Rodríguez Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Rodríguez Vázquez,,,,,,,,,Antonio Rodríguez Vázquez,Antonio Rodríguez Vázquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21857951,,,,,Antón Gómez-Reino,Antón Gómez-Reino,Antón Gómez-Reino,Antón Gómez-Reino,Antón Gómez-Reino,,,,Antón Gómez-Reino,,,Antón Gómez-Reino,,,,,Antón Gómez-Reino,,,,Category:Antón Gómez-Reino,,,,,Antón Gómez-Reino,,,Antonio Gómez-Reino,Antón Gómez-Reino,,,,https://upload.wikimedia.org/wikipedia/commons/5/53/Antón_Gómez-Reino_2014_(cropped).jpg,male,,,,1980-03-07,,Antón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antón Gómez-Reino,,,,Antón Gómez-Reino,Antón Gómez-Reino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tone_corunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antón Gómez-Reino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22087667,Alberto Rodríguez Rodríguez,,Alberto Rodríguez Rodríguez,,Alberto Rodríguez Rodríguez,Alberto Rodríguez Rodríguez,Alberto Rodríguez Rodríguez,Alberto Rodríguez Rodríguez,Alberto Rodríguez Rodríguez,,Alberto Rodríguez Rodríguez,,Alberto Rodríguez Rodríguez,Alberto Rodríguez Rodríguez,,Alberto Rodríguez Rodríguez,,,Alberto Rodríguez Rodríguez,Alberto Rodríguez Rodríguez,Alberto Rodríguez Rodríguez,,,Alberto Rodríguez Rodríguez,Category:Alberto Rodríguez Rodríguez,,,,,Alberto Rodríguez Rodríguez,,,Alberto Rodríguez Rodríguez,,,,,"https://upload.wikimedia.org/wikipedia/commons/9/9f/Alberto_Rodríguez,_portavoz_de_Podemos_en_la_comisión_de_Empleo_del_Congreso.jpg",male,169053053,,,1981-12-11,,Alberto,Alberto Rodríguez Rodríguez,,,,,,,,,,0000 0001 1808 9558,,,,,,,,,,,,,,,,,,,,,Alberto Rodríguez Rodríguez,ألبرتو رودريغيز,,,,,,,,Alberto Rodríguez Rodríguez,Alberto Rodríguez Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodríguez,Alber_Canarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alberto Rodríguez Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22227976,Aina Vidal,,Aina Vidal,,Aina Vidal Sáez,Aina Vidal Sáez,Aina Vidal,Aina Vidal,Aina Vidal Sáez,,Aina Vidal,,Aina Vidal,Aina Vidal,,Aina Vidal Sáez,,,Aina Vidal,Aina Vidal,Aina Vidal,,,Aina Vidal Sáez,Category:Aina Vidal Sáez,,,,,Aina Vidal,,,Aina Vidal,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9a/Presentació_de_la_candidatura_(22676591038).jpg,female,,,,1985-03-22,,Aina,Aina Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aina Vidal,,,,,,,,,Aina Vidal,Aina Vidal Sáez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aina Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sáez,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2223470,,,,Хосе Энрике Фернандес де Моя,José Enrique Fernández de Moya,Francisco Javier Vallejo Domingo,,José Enrique Fernández de Moya Romero,José Enrique Fernández de Moya,,José Enrique Fernández de Moya,,José Enrique Fernández de Moya,José Enrique Fernández de Moya,,José Enrique Fernández de Moya,,,,,José Enrique Fernández de Moya Romero,,,José Enrique Fernández de Moya,Category:José Enrique Fernández de Moya,,,,,José Enrique Fernández de Moya,,,José Enrique Fernández de Moya,José Enrique Fernández de Moya,,,,https://upload.wikimedia.org/wikipedia/commons/a/a3/José_Enrique_Fernández_de_Moya_2015_(cropped).jpg,male,,,,1969-04-17,,Enrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Enrique Fernández de Moya,,,,José Enrique Fernández de Moya Romero,Francisco Javier Vallejo Domingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Enrique Fernández de Moya,,,,,,,,,,,,,,,,José Enrique Fernández de Moya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
