id,name,position,start_date,end_date,type
2700a603-9941-4bd9-ae5b-4938fefa6789,Halldór Ásgrímsson,Minister of Justice and Ecclesiastical Affairs,1988-10-10,1989-10-09,cabinet
2700a603-9941-4bd9-ae5b-4938fefa6789,Halldór Ásgrímsson,Prime Minister of Iceland,2004-09-15,2006-06-15,cabinet
2700a603-9941-4bd9-ae5b-4938fefa6789,Halldór Ásgrímsson,Minister of Fisheries,1983-10-10,1991-05-13,cabinet
2700a603-9941-4bd9-ae5b-4938fefa6789,Halldór Ásgrímsson,Foreign Minister of Iceland,1995-05-16,2004-09-15,cabinet
3fc18e95-9adb-454a-8878-d25ae6cacca5,Sigríður Á. Andersen,Minister of Justice and Ecclesiastical Affairs,2017-01-11,"",cabinet
856d2b9c-12bb-455d-9a50-641bc1dfd30a,Lilja Dögg Alfreðsdóttir,"Minister of Education, Science and Culture",2017-11-30,"",cabinet
856d2b9c-12bb-455d-9a50-641bc1dfd30a,Lilja Dögg Alfreðsdóttir,list of ministers for Foreign Affairs,2016-04-07,2017-01-11,cabinet
526cff66-1dd7-4aaf-bf73-3a900948e5fb,Benedikt Jóhannesson,Minister of Finance,2017-01-11,2017-11-30,cabinet
fce4b7f2-5ce4-43cf-8235-e3cac4a95db8,Árni Mathiesen,Minister of Finance,2005-09-27,2009-02-01,cabinet
fce4b7f2-5ce4-43cf-8235-e3cac4a95db8,Árni Mathiesen,Minister of Fisheries,1999-05-28,2005-09-27,cabinet
4a5fde69-82cb-4331-8b31-2bf038081645,Davíð Oddsson,Prime Minister of Iceland,1991-04-30,2004-09-15,cabinet
4a5fde69-82cb-4331-8b31-2bf038081645,Davíð Oddsson,Foreign Minister of Iceland,2004-09-15,2005-09-27,cabinet
8767a655-99bf-4e21-b23a-b1e4be9e1d0f,Þorsteinn Pálsson,Minister of Justice and Ecclesiastical Affairs,1991-05-13,1999-05-11,cabinet
8767a655-99bf-4e21-b23a-b1e4be9e1d0f,Þorsteinn Pálsson,Prime Minister of Iceland,1987-07-08,1988-09-28,cabinet
8767a655-99bf-4e21-b23a-b1e4be9e1d0f,Þorsteinn Pálsson,Minister of Fisheries,1991-05-13,1999-05-11,cabinet
89407384-1105-4030-8a32-515ae3ed9ce4,Ragnar Arnalds,Minister of Education and Culture,1978-10-10,1979-10-15,cabinet
0e5a8f2b-b45f-4496-93e1-d5a16e1fd9e2,Sverrir Hermannsson,Minister of Education and Culture,1985-10-16,1987-10-09,cabinet
fccb522b-cbba-4d00-a371-479d209fd444,Oddný Harðardóttir,Minister of Finance,2012-09-11,2012-10-01,cabinet
c9b84268-ef4f-4e79-932d-dbcbc27927be,Sigmundur Davíð Gunnlaugsson,Minister of Justice and Ecclesiastical Affairs,2014-08-26,2014-12-04,cabinet
c9b84268-ef4f-4e79-932d-dbcbc27927be,Sigmundur Davíð Gunnlaugsson,Prime Minister of Iceland,2013-05-23,2016-04-07,cabinet
a8f35491-71e2-404d-8343-75e8e5dfdd03,Jón Bjarnason,Minister of Fisheries and Agriculture,2009-05-10,2011-12-31,cabinet
cdb8c96e-5b70-44a3-b075-7675db572f85,Katrín Jakobsdóttir,"Minister of Education, Science and Culture",2009-10-01,2013-05-23,cabinet
cdb8c96e-5b70-44a3-b075-7675db572f85,Katrín Jakobsdóttir,Prime Minister of Iceland,2017-11-30,"",cabinet
cdb8c96e-5b70-44a3-b075-7675db572f85,Katrín Jakobsdóttir,Minister of Education and Culture,2009-02-01,2009-09-30,cabinet
2a5886f1-4049-412e-b363-d1703529e7f7,Valgerður Sverrisdóttir,Foreign Minister of Iceland,2006-06-15,2007-05-24,cabinet
aa0a5cc8-1d79-4fda-a6eb-b2587374f0e0,Steingrímur J. Sigfússon,Minister of Fisheries and Agriculture,2009-02-01,2009-05-10,cabinet
aa0a5cc8-1d79-4fda-a6eb-b2587374f0e0,Steingrímur J. Sigfússon,Minister of Fisheries and Agriculture,2011-12-31,2012-08-31,cabinet
5e321d0b-e2c3-4f50-b579-a721c4a9feec,Katrín Júlíusdóttir,Minister of Finance,2012-10-01,2013-05-23,cabinet
80ac14f1-98c3-4efc-aa24-99fe361339ca,Sólveig Pétursdóttir,Minister of Justice and Ecclesiastical Affairs,1999-05-28,2003-05-23,cabinet
7cfe3b70-9f6e-4352-b8fe-cdd793fa7ac4,Gunnar Bragi Sveinsson,Minister of Fisheries and Agriculture,2016-04-07,2017-01-11,cabinet
7cfe3b70-9f6e-4352-b8fe-cdd793fa7ac4,Gunnar Bragi Sveinsson,Foreign Minister of Iceland,2013-05-23,2016-04-07,cabinet
29c3e760-5ee1-4684-ac84-807216d722a5,Jóhanna Sigurðardóttir,Minister of Social Affairs,1987-10-10,1994-06-24,cabinet
29c3e760-5ee1-4684-ac84-807216d722a5,Jóhanna Sigurðardóttir,Minister of Social Affairs,2007-05-24,2007-12-31,cabinet
29c3e760-5ee1-4684-ac84-807216d722a5,Jóhanna Sigurðardóttir,Prime Minister of Iceland,2009-02-01,2013-05-23,cabinet
1ec74dcb-a53d-4d5a-95c6-03c2cf424594,Össur Skarphéðinsson,Foreign Minister of Iceland,2009-02-01,2013-05-23,cabinet
14404cb3-06e9-45a3-817f-d87b001d0bf3,Magnús Stefánsson,Minister of Social Affairs,2006-06-15,2007-05-24,cabinet
5c9f69ad-f124-492c-bce7-047fa11e7406,Rannveig Guðmundsdóttir,Minister of Social Affairs,1994-11-13,1995-04-23,cabinet
47528816-94cb-4779-aeaf-d30adea9c4a0,Bjarni Benediktsson,Minister of Finance,2013-05-23,2017-01-11,cabinet
47528816-94cb-4779-aeaf-d30adea9c4a0,Bjarni Benediktsson,Minister of Finance,2017-11-30,"",cabinet
47528816-94cb-4779-aeaf-d30adea9c4a0,Bjarni Benediktsson,Prime Minister of Iceland,2017-01-11,2017-11-30,cabinet
2c080608-ee4e-4dcf-8fe1-8e67ba4526d1,Björn Bjarnason,Minister of Justice and Ecclesiastical Affairs,2003-05-23,2009-02-01,cabinet
2c080608-ee4e-4dcf-8fe1-8e67ba4526d1,Björn Bjarnason,Minister of Education and Culture,1995-05-16,2002-03-02,cabinet
