id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
267227,Arlette Grosskost,,agrosskost,LES-REP,les-rep,Oise,Assemblée nationale,14,2012-06-20,,,female
1748,Armand Jung,,,SRC,src,Dordogne,Assemblée nationale,14,2012-06-20,,,male
610905,Arnaud Leroy,,ar_leroy,SRC,src,Oise,Assemblée nationale,14,2012-06-20,,,male
345897,Arnaud Richard,,ArnaudRichard_,UDI,udi,Maine-et-Loire,Assemblée nationale,14,2012-06-20,,,male
417099,Arnaud Robinet,,ArnaudRobinet,LES-REP,les-rep,Dordogne,Assemblée nationale,14,2012-06-20,,,male
610615,Ary Chalus,,,RRDP,rrdp,Isère,Assemblée nationale,14,2012-06-20,,,male
607761,Audrey Linkenheld,,,SRC,src,Ain,Assemblée nationale,14,2012-06-20,,,female
333611,Aurélie Filippetti,,,SRC,src,Dordogne,Assemblée nationale,14,2014-09-27,,,female
642682,Avi Assouly,,,SRC,src,Oise,Assemblée nationale,14,2012-07-22,2014-05-02,,male
267886,Axel Poniatowski,,AxelPoniatowski,LES-REP,les-rep,Ain,Assemblée nationale,14,2012-06-20,,,male
610873,Axelle Lemaire,,axellelemaire,SRC,src,Isère,Assemblée nationale,14,2012-06-20,2014-05-09,,female
609520,Barbara Pompili,,barbarapompili,ECOLO,ecolo,Ain,Assemblée nationale,14,2012-06-20,,,female
605952,Barbara Romagnan,,bromagnan,SRC,src,Dordogne,Assemblée nationale,14,2012-06-20,,,female
333224,Benoist Apparu,,benoistapparu,LES-REP,les-rep,Nord,Assemblée nationale,14,2012-06-20,,,male
590032,Benoît Hamon,,,SRC,src,Nord,Assemblée nationale,14,2014-09-27,,,male
608785,Bernadette Laclais,,,SRC,src,Nord,Assemblée nationale,14,2012-06-20,,,female
230,Bernard Accoyer,,BernardAccoyer,LES-REP,les-rep,Dordogne,Assemblée nationale,14,2012-06-20,,,male
223837,Bernard Brochand,,,LES-REP,les-rep,Essonne,Assemblée nationale,14,2012-06-20,,,male
785,Bernard Cazeneuve,,,SRC,src,Nord,Assemblée nationale,14,2012-06-20,2012-07-21,,male
1020,Bernard Debré,,Bernard_Debre,LES-REP,les-rep,Nord,Assemblée nationale,14,2012-06-20,,,male
1029,Bernard Deflesselles,,,LES-REP,les-rep,Bouches-du-Rhône,Assemblée nationale,14,2012-06-20,,,male
1459,Bernard Gérard,,bgerard59,LES-REP,les-rep,Bouches-du-Rhône,Assemblée nationale,14,2012-06-20,,,male
330130,Bernard Lesterlin,,BLesterlin,SRC,src,Ain,Assemblée nationale,14,2012-06-20,,,male
2377,Bernard Perrut,,B_Perrut,LES-REP,les-rep,Bouches-du-Rhône,Assemblée nationale,14,2012-06-20,,,male
330788,Bernard Reynès,,bernardreynes,LES-REP,les-rep,Bouches-du-Rhône,Assemblée nationale,14,2012-06-20,,,male
2611,Bernard Roman,,bernardroman59,SRC,src,Dordogne,Assemblée nationale,14,2012-06-20,,,male
333421,Bertrand Pancher,,BertrandPancher,UDI,udi,Dordogne,Assemblée nationale,14,2012-06-20,,,male
610752,Boinali Said,,,SRC,src,Dordogne,Assemblée nationale,14,2012-06-20,,,male
605922,Brigitte Allain,,BrigitteAllain,ECOLO,ecolo,Ain,Assemblée nationale,14,2012-06-20,,,female
608083,Brigitte Bourguignon,,BourguignonBrig,SRC,src,Essonne,Assemblée nationale,14,2012-06-20,,,female
331481,Bruno Le Maire,,Bruno_LeMaire,LES-REP,les-rep,Dordogne,Assemblée nationale,14,2012-06-20,,,male
1886,Bruno Le Roux,,BrunoLeRoux,SRC,src,Dordogne,Assemblée nationale,14,2012-06-20,,,male
610634,Bruno Nestor Azerot,,BNAzerot,GDR,gdr,Ain,Assemblée nationale,14,2012-06-20,,,male
608778,Béatrice Santais,,,SRC,src,Isère,Assemblée nationale,14,2012-06-20,,,female
267260,Bérengère Poletti,,,LES-REP,les-rep,Dordogne,Assemblée nationale,14,2012-06-20,,,female
267689,Camille de Rocca Serra,,CdeRoccaSerra,LES-REP,les-rep,Ain,Assemblée nationale,14,2012-06-20,,,male
267623,Carlos Da Silva,,DaSilvaCarlos91,SRC,src,Dordogne,Assemblée nationale,14,2012-07-22,,,male
606351,Carole Delga,,CaroleDelga,SRC,src,Essonne,Assemblée nationale,14,2012-06-20,2014-07-03,,female
609845,Catherine Beaubatie,,,SRC,src,Isère,Assemblée nationale,14,2012-06-20,,,female
336421,Catherine Coutelle,,,SRC,src,Ain,Assemblée nationale,14,2012-06-20,,,female
331753,Catherine Lemorton,,CathLEMORTON,SRC,src,Dordogne,Assemblée nationale,14,2012-06-20,,,female
347627,Catherine Pen,,,NI,ni,Dordogne,Assemblée nationale,14,2014-05-10,2014-05-10,,female
331014,Catherine Quéré,,,SRC,src,Isère,Assemblée nationale,14,2012-06-20,,,female
609205,Catherine Troallic,,CaTroallic,SRC,src,Essonne,Assemblée nationale,14,2012-06-20,,,female
267797,Catherine Vautrin,,CaVautrin,LES-REP,les-rep,Ain,Assemblée nationale,14,2012-06-20,,,female
337504,Chantal Berthelot,,,SRC,src,Ain,Assemblée nationale,14,2012-06-20,,,female
606161,Chantal Guittet,,chantalguittet,SRC,src,Oise,Assemblée nationale,14,2012-06-20,,,female
942,Charles de Courson,,C_deCourson,UDI,udi,Oise,Assemblée nationale,14,2012-06-20,,,male
1012,Charles de La Verpillière,,delaverpilliere,LES-REP,les-rep,Ain,Assemblée nationale,14,2012-06-20,,,male
267680,Charles-Ange Ginesy,,ca_ginesy,LES-REP,les-rep,Ain,Assemblée nationale,14,2012-06-20,,,male
607509,Chaynesse Khirouni,,,SRC,src,Dordogne,Assemblée nationale,14,2012-06-20,,,female
606631,Christian Assaf,,assaf2012,SRC,src,Essonne,Assemblée nationale,14,2012-06-20,,,male
394,Christian Bataille,,,SRC,src,Paris,Assemblée nationale,14,2012-06-20,,,male
1243,Christian Eckert,,CECKERT56,SRC,src,Isère,Assemblée nationale,14,2012-06-20,2014-05-09,,male
1263,Christian Estrosi,,cestrosi,LES-REP,les-rep,Oise,Assemblée nationale,14,2012-06-20,,,male
1362,Christian Franqueville,,,SRC,src,Nord,Assemblée nationale,14,2012-06-20,,,male
333818,Christian Hutin,,,SRC,src,Hauts-de-Seine,Assemblée nationale,14,2012-06-20,,,male
1695,Christian Jacob,,,LES-REP,les-rep,Nord,Assemblée nationale,14,2012-06-20,,,male
1761,Christian Kert,,christian_kert,LES-REP,les-rep,Nord,Assemblée nationale,14,2012-06-20,,,male
2338,Christian Paul,,christianpaul58,SRC,src,Ain,Assemblée nationale,14,2012-06-20,,,male
608172,Christine Pires Beaune,,cpiresbeaune,SRC,src,Ain,Assemblée nationale,14,2012-06-20,,,female
606363,Christophe Borgel,,chborgel,SRC,src,Bouches-du-Rhône,Assemblée nationale,14,2012-06-20,,,male
267233,Christophe Bouillon,,Chris_Bouillon,SRC,src,Oise,Assemblée nationale,14,2012-06-20,,,male
735,Christophe Caresche,,CCaresche,SRC,src,Nord,Assemblée nationale,14,2012-06-20,,,male
605131,Christophe Castaner,,CCastaner,SRC,src,Ain,Assemblée nationale,14,2012-06-20,,,male
606258,Christophe Cavard,,ccavard,ECOLO,ecolo,Essonne,Assemblée nationale,14,2012-06-20,,,male
267499,Christophe Guilloteau,,,LES-REP,les-rep,Pas-de-Calais,Assemblée nationale,14,2012-06-20,,,male
605278,Christophe Léonard,,Ch_Leonard,SRC,src,Ain,Assemblée nationale,14,2012-06-20,,,male
643069,Christophe Premat,,,SRC,src,Isère,Assemblée nationale,14,2014-05-10,,,male
267728,Christophe Priou,,,LES-REP,les-rep,Maine-et-Loire,Assemblée nationale,14,2012-06-20,,,male
335017,Christophe Sirugue,,,SRC,src,Oise,Assemblée nationale,14,2012-06-20,,,male
381,Claude Bartolone,,claudebartolone,SRC,src,Bouches-du-Rhône,Assemblée nationale,14,2012-06-20,,,male
1498,Claude Goasguen,,ClaudeGoasguen,LES-REP,les-rep,Paris,Assemblée nationale,14,2012-06-20,,,male
267459,Claude Greff,,ClaudeGreff,LES-REP,les-rep,Ain,Assemblée nationale,14,2012-06-20,,,female
608434,Claude Sturni,,,LES-REP,les-rep,Bouches-du-Rhône,Assemblée nationale,14,2012-06-20,,,male
267735,Claude de Ganay,,Cdganay,LES-REP,les-rep,Isère,Assemblée nationale,14,2012-06-20,,,male
610924,Claudine Schmid,,Claudine_Schmid,LES-REP,les-rep,Essonne,Assemblée nationale,14,2012-06-20,,,female
605606,Clotilde Valter,,ClotildeVALTER,SRC,src,Isère,Assemblée nationale,14,2012-06-20,,,female
608264,Colette Capdevielle,,c_capdevielle,SRC,src,Oise,Assemblée nationale,14,2012-06-20,,,female
341339,Colette Langlade,,langladecolette,SRC,src,Isère,Assemblée nationale,14,2012-06-20,,,female
1789,Conchita Lacuey,,ConchitaLacuey,SRC,src,Nord,Assemblée nationale,14,2012-06-20,,,female
331282,Corinne Erhel,,c_erhel_deputee,SRC,src,Oise,Assemblée nationale,14,2012-06-20,,,female
610850,Corinne Narassiguin,,,SRC,src,Dordogne,Assemblée nationale,14,2012-06-20,2013-02-15,,female
588872,Cécile Duflot,,,ECOLO,ecolo,Essonne,Assemblée nationale,14,2014-05-03,,,female
608695,Cécile Untermaier,,,SRC,src,Nord,Assemblée nationale,14,2012-06-20,,,female
267057,Céleste Lett,,,LES-REP,les-rep,Oise,Assemblée nationale,14,2012-06-20,,,male
605036,Damien Abad,,damienabad,LES-REP,les-rep,Oise,Assemblée nationale,14,2012-06-20,,,male
267327,Damien Meslot,,,LES-REP,les-rep,Dordogne,Assemblée nationale,14,2012-06-20,,,male
560,Daniel Boisserie,,,SRC,src,Ain,Assemblée nationale,14,2012-06-20,,,male
334149,Daniel Fasquelle,,DFasquelle,LES-REP,les-rep,Nord,Assemblée nationale,14,2012-06-20,,,male
610830,Daniel Gibbes,,GIBBS_SXM,LES-REP,les-rep,Dordogne,Assemblée nationale,14,2012-06-20,,,male
336971,Daniel Goldberg,,GoldbergDaniel,SRC,src,Pas-de-Calais,Assemblée nationale,14,2012-06-20,,,male
2859,Daniel Vaillant,,danielvaillant,SRC,src,Nord,Assemblée nationale,14,2012-06-20,,,male
608186,Danielle Auroi,,,ECOLO,ecolo,Isère,Assemblée nationale,14,2012-06-20,,,female
267954,Danièle Hoffman-Rispal,,Dhoffmanrispal,SRC,src,Essonne,Assemblée nationale,14,2012-07-22,2014-05-02,,female
610954,Daphna Poznanski-Benhamou,,,SRC,src,Essonne,Assemblée nationale,14,2012-06-20,2013-02-15,,female
422119,David Douillet,,DDouillet,LES-REP,les-rep,Paris,Assemblée nationale,14,2012-06-20,,,male
1592,David Habib,,,SRC,src,Isère,Assemblée nationale,14,2012-06-20,,,male
610824,David Vergé,,,SRC,src,Dordogne,Assemblée nationale,14,2012-06-20,2013-01-25,,male
335999,Delphine Batho,,,SRC,src,Ain,Assemblée nationale,14,2013-08-03,,,female
609016,Denis Baupin,,Denis_Baupin,ECOLO,ecolo,Pas-de-Calais,Assemblée nationale,14,2012-06-20,,,male
1699,Denis Jacquat,,,LES-REP,les-rep,Ain,Assemblée nationale,14,2012-06-20,,,male
606991,Denys Robiliard,,,SRC,src,Dordogne,Assemblée nationale,14,2012-06-20,,,male
2492,Didier Quentin,,,LES-REP,les-rep,Oise,Assemblée nationale,14,2012-06-20,,,male
267429,Dino Cinieri,,,LES-REP,les-rep,Nord,Assemblée nationale,14,2012-06-20,,,male
606606,Dolores Roqué,,,SRC,src,Essonne,Assemblée nationale,14,2012-06-20,2012-10-24,,female
339,Dominique Baert,,,SRC,src,Essonne,Assemblée nationale,14,2012-06-20,,,male
696,Dominique Bussereau,,Dbussereau,LES-REP,les-rep,Nord,Assemblée nationale,14,2012-06-20,,,male
609222,Dominique Chauvel,,deputeeChauvel,SRC,src,Pas-de-Calais,Assemblée nationale,14,2012-06-20,,,female
1152,Dominique Dord,,DominiqueDord,LES-REP,les-rep,Dordogne,Assemblée nationale,14,2012-06-20,,,male
267317,Dominique Le Mèner,,lemenerdom,LES-REP,les-rep,Oise,Assemblée nationale,14,2012-06-20,,,male
610594,Dominique Lefebvre,,FLefebvre_RF,SRC,src,Pas-de-Calais,Assemblée nationale,14,2012-06-20,,,male
344776,Dominique Nachury,,,LES-REP,les-rep,Nord,Assemblée nationale,14,2012-06-20,,,female
332950,Dominique Orliac,,,RRDP,rrdp,Dordogne,Assemblée nationale,14,2012-06-20,,,female
607553,Dominique Potier,,PotierDominique,SRC,src,Oise,Assemblée nationale,14,2012-06-20,,,male
2503,Dominique Raimbourg,,Raimbourg2012,SRC,src,Nord,Assemblée nationale,14,2012-06-20,,,male
2815,Dominique Tian,,Dominique_TIAN,LES-REP,les-rep,Ain,Assemblée nationale,14,2012-06-20,,,male
608684,Edith Gueugneau,,,SRC,src,Ain,Assemblée nationale,14,2012-06-20,,,female
345619,Edouard Philippe,,EPhilippe_LH,LES-REP,les-rep,Maine-et-Loire,Assemblée nationale,14,2012-06-20,,,male
609292,Eduardo Rihan Cypel,,Rihan_Cypel,SRC,src,Essonne,Assemblée nationale,14,2012-06-20,,,male
610313,Elisabeth Pochon,,ElisabethPochon,SRC,src,Essonne,Assemblée nationale,14,2012-06-20,,,female
609314,Emeric Bréhier,,,SRC,src,Pas-de-Calais,Assemblée nationale,14,2012-06-20,,,male
610681,Ericka Bareigts,,ebareigts,SRC,src,Dordogne,Assemblée nationale,14,2012-06-20,,,female
606899,Erwann Binet,,erwannbinet,SRC,src,Essonne,Assemblée nationale,14,2012-06-20,,,male
609218,Estelle Grelier,,estellegrelier,SRC,src,Bouches-du-Rhône,Assemblée nationale,14,2012-06-20,,,female
610002,Eva Sas,,EvaSasAN,ECOLO,ecolo,Maine-et-Loire,Assemblée nationale,14,2012-06-20,,,female
606230,Fabrice Verdier,,F_Verdier,SRC,src,Nord,Assemblée nationale,14,2012-06-20,,,male
606573,Fanny Dombre Coste,,fdc3403,SRC,src,Isère,Assemblée nationale,14,2012-06-20,,,female
642940,Fanélie Carrey-Conte,,FCarreyConte,SRC,src,Bouches-du-Rhône,Assemblée nationale,14,2012-07-22,,,female
344492,Fernand Siré,,,LES-REP,les-rep,Ain,Assemblée nationale,14,2012-06-20,,,male
342539,Florence Delaunay,,,SRC,src,Dordogne,Assemblée nationale,14,2014-09-27,,,female
606507,Florent Boudié,,florent_boudie,SRC,src,Pas-de-Calais,Assemblée nationale,14,2012-06-20,,,male
216574,Francis Hillmeyer,,,UDI,udi,Essonne,Assemblée nationale,14,2012-06-20,,,male
267585,Francis Vercamer,,,UDI,udi,Maine-et-Loire,Assemblée nationale,14,2012-06-20,,,male
267148,Franck Gilard,,,LES-REP,les-rep,Oise,Assemblée nationale,14,2012-06-20,,,male
2086,Franck Marlin,,franckmarlin,LES-REP,les-rep,Ain,Assemblée nationale,14,2012-06-20,,,male
643211,Franck Montaugé,,,SRC,src,Dordogne,Assemblée nationale,14,2013-08-03,2014-05-02,,male
331442,Franck Reynier,,FranckReynier,UDI,udi,Ain,Assemblée nationale,14,2012-06-20,,,male
335758,Franck Riester,,franckriester,LES-REP,les-rep,Oise,Assemblée nationale,14,2012-06-20,,,male
606675,François André,,FrancoisAndre35,SRC,src,Isère,Assemblée nationale,14,2012-06-20,,,male
295,François Asensi,,,GDR,gdr,Nord,Assemblée nationale,14,2012-06-20,,,male
369,François Baroin,,,UMP,ump,Isère,Assemblée nationale,14,2012-06-20,2014-09-30,,male
680,François Brottes,,,SRC,src,Oise,Assemblée nationale,14,2012-06-20,,,male
923,François Cornut-Gentille,,,LES-REP,les-rep,Ain,Assemblée nationale,14,2012-06-20,,,male
1310,François Fillon,,FrancoisFillon,LES-REP,les-rep,Ain,Assemblée nationale,14,2012-06-20,,,male
1816,François Lamy,,,SRC,src,Essonne,Assemblée nationale,14,2014-05-03,,,male
1991,François Loncle,,,SRC,src,Nord,Assemblée nationale,14,2012-06-20,,,male
405480,François Pupponi,,fpupponi,SRC,src,Essonne,Assemblée nationale,14,2012-06-20,,,male
2597,François Rochebloine,,,UDI,udi,Isère,Assemblée nationale,14,2012-06-20,,,male
2690,François Sauvadet,,sauvadet,UDI,udi,Nord,Assemblée nationale,14,2012-06-20,,,male
2700,François Scellier,,,LES-REP,les-rep,Essonne,Assemblée nationale,14,2012-06-20,,,male
2876,François Vannson,,fvannson,LES-REP,les-rep,Isère,Assemblée nationale,14,2012-06-20,,,male
609345,François de Mazières,,,LES-REP,les-rep,Dordogne,Assemblée nationale,14,2012-06-20,,,male
332747,François de Rugy,,FdeRugy,ECOLO,ecolo,Dordogne,Assemblée nationale,14,2012-06-20,,,male
605518,François-Michel Lambert,,fm_lambert,ECOLO,ecolo,Pas-de-Calais,Assemblée nationale,14,2012-06-20,,,male
267765,François-Xavier Villain,,fxvillain,UDI,udi,Nord,Assemblée nationale,14,2012-06-20,,,male
609435,Françoise Descamps-Crosnier,,,SRC,src,Essonne,Assemblée nationale,14,2012-06-20,,,female
608718,Françoise Dubois,,fdubois2012,SRC,src,Dordogne,Assemblée nationale,14,2012-06-20,,,female
606202,Françoise Dumas,,fdumasdeputee,SRC,src,Dordogne,Assemblée nationale,14,2012-06-20,,,female
335567,Françoise Guégot,,fguegot,LES-REP,les-rep,Ain,Assemblée nationale,14,2012-06-20,,,female
1689,Françoise Imbert,,,SRC,src,Oise,Assemblée nationale,14,2012-06-20,,,female
642724,Frédéric Barbier,,Fred_Barbier,SRC,src,Nord,Assemblée nationale,14,2015-02-09,,,male
334160,Frédéric Cuvillier,,,SRC,src,Oise,Assemblée nationale,14,2014-09-27,,,male
346886,Frédéric Lefebvre,,,LES-REP,les-rep,Dordogne,Assemblée nationale,14,2013-06-10,,,male
266776,Frédéric Reiss,,,LES-REP,les-rep,Essonne,Assemblée nationale,14,2012-06-20,,,male
606586,Frédéric Roig,,,SRC,src,Nord,Assemblée nationale,14,2012-06-20,,,male
267091,Frédérique Massat,,Fmassat09,SRC,src,Dordogne,Assemblée nationale,14,2012-06-20,,,female
610667,Gabriel Serville,,,GDR,gdr,Dordogne,Assemblée nationale,14,2012-06-20,,,male
268042,Gabrielle Louis-Carabin,,,SRC,src,Ain,Assemblée nationale,14,2012-06-20,,,female
340755,Gaby Charroux,,,GDR,gdr,Hauts-de-Seine,Assemblée nationale,14,2012-06-20,,,male
332364,Geneviève Fioraso,,,SRC,src,Dordogne,Assemblée nationale,14,2015-04-06,,,female
2374,Geneviève Gaillard,,gaillard_2014,SRC,src,Dordogne,Assemblée nationale,14,2012-06-20,,,female
642836,Geneviève Gosselin-Fleury,,,SRC,src,Nord,Assemblée nationale,14,2012-07-22,,,female
267378,Geneviève Levy,,,LES-REP,les-rep,Dordogne,Assemblée nationale,14,2012-06-20,,,female
335532,George Pau-Langevin,,,SRC,src,Bouches-du-Rhône,Assemblée nationale,14,2012-06-20,2012-07-21,,female
267591,Georges Fenech,,GeorgesFENECH,LES-REP,les-rep,Nord,Assemblée nationale,14,2012-06-20,,,male
1477,Georges Ginesta,,,LES-REP,les-rep,Oise,Assemblée nationale,14,2012-06-20,,,male
2343,Germinal Peiro,,germinalpeiro,SRC,src,Nord,Assemblée nationale,14,2012-06-20,,,male
606212,Gilbert Collard,,GilbertCollard,NI,ni,Ain,Assemblée nationale,14,2012-06-20,,,male
1866,Gilbert Le Bris,,gilbertlebris,SRC,src,Essonne,Assemblée nationale,14,2012-06-20,,,male
2693,Gilbert Sauvan,,,SRC,src,Dordogne,Assemblée nationale,14,2012-06-20,,,male
642910,Gilda Hobert,,,RRDP,rrdp,Dordogne,Assemblée nationale,14,2014-05-10,,,female
267433,Gilles Bourdouleix,,GBOURDOULEIX,NI,ni,Oise,Assemblée nationale,14,2012-06-20,,,male
746,Gilles Carrez,,GillesCarrez,LES-REP,les-rep,Oise,Assemblée nationale,14,2012-06-20,,,male
606712,Gilles Lurton,,gilleslurton,LES-REP,les-rep,Maine-et-Loire,Assemblée nationale,14,2012-06-20,,,male
606495,Gilles Savary,,,SRC,src,Bouches-du-Rhône,Assemblée nationale,14,2012-06-20,,,male
508,Gisèle Biémouret,,GiseleBiemouret,SRC,src,Ain,Assemblée nationale,14,2012-06-20,,,female
642987,Guillaume Bachelay,,GBachelay,SRC,src,Nord,Assemblée nationale,14,2012-07-22,,,male
607489,Guillaume Chevrollier,,gchevrollier,LES-REP,les-rep,Ain,Assemblée nationale,14,2012-06-20,,,male
333285,Guillaume Garot,,,SRC,src,Dordogne,Assemblée nationale,14,2014-05-03,,,male
267785,Guillaume Larrivé,,GLarrive,LES-REP,les-rep,Dordogne,Assemblée nationale,14,2012-06-20,,,male
330118,Guy Chambefort,,guychambefort,SRC,src,Dordogne,Assemblée nationale,14,2012-06-20,,,male
267923,Guy Delcourt,,Guy_Delcourt,SRC,src,Isère,Assemblée nationale,14,2012-06-20,,,male
267813,Guy Geoffroy,,,LES-REP,les-rep,Bouches-du-Rhône,Assemblée nationale,14,2012-06-20,,,male
2796,Guy Teissier,,guyteissier,LES-REP,les-rep,Essonne,Assemblée nationale,14,2012-06-20,,,male
840,Guy-Michel Chauveau,,GMChauveau,SRC,src,Isère,Assemblée nationale,14,2012-06-20,,,male
333134,Guénhaël Huet,,,LES-REP,les-rep,Ain,Assemblée nationale,14,2012-06-20,,,male
343493,Gwendal Rouillard,,G_ROUILLARD,SRC,src,Oise,Assemblée nationale,14,2012-06-20,,,male
642739,Gwenegan Bui,,,SRC,src,Nord,Assemblée nationale,14,2012-07-22,,,male
607846,Gérald Darmanin,,GDarmanin,LES-REP,les-rep,Pas-de-Calais,Assemblée nationale,14,2012-06-20,,,male
356,Gérard Bapt,,,SRC,src,Ain,Assemblée nationale,14,2012-06-20,,,male
815,Gérard Charasse,,,RRDP,rrdp,Isère,Assemblée nationale,14,2012-06-20,,,male
856,Gérard Cherpion,,GerardCherpion,LES-REP,les-rep,Ain,Assemblée nationale,14,2012-06-20,,,male
2155,Gérard Menuel,,,LES-REP,les-rep,Isère,Assemblée nationale,14,2014-12-15,,,male
610529,Gérard Sebaoun,,gerardsebaoun,SRC,src,Nord,Assemblée nationale,14,2012-06-20,,,male
2800,Gérard Terrier,,,SRC,src,Dordogne,Assemblée nationale,14,2012-07-22,2014-09-26,,male
1252,Henri Emmanuelli,,,SRC,src,Isère,Assemblée nationale,14,2012-06-20,,,male
609365,Henri Guaino,,,LES-REP,les-rep,Isère,Assemblée nationale,14,2012-06-20,,,male
330613,Henri Jibrayel,,henrijibrayel,SRC,src,Maine-et-Loire,Assemblée nationale,14,2012-06-20,,,male
2424,Henri Plagnol,,,UDI,udi,Dordogne,Assemblée nationale,14,2012-06-20,2012-10-18,,male
333335,Hervé Féron,,,SRC,src,Ain,Assemblée nationale,14,2012-06-20,,,male
1445,Hervé Gaymard,,HGaymard,LES-REP,les-rep,Ain,Assemblée nationale,14,2012-06-20,,,male
2083,Hervé Mariton,,HerveMariton,LES-REP,les-rep,Isère,Assemblée nationale,14,2012-06-20,,,male
2236,Hervé Morin,,Herve_Morin,UDI,udi,Isère,Assemblée nationale,14,2012-06-20,,,male
607595,Hervé Pellois,,HervePellois,SRC,src,Dordogne,Assemblée nationale,14,2012-06-20,,,male
609775,Hugues Fourage,,HuguesFourage,SRC,src,Oise,Assemblée nationale,14,2012-06-20,,,male
441,Huguette Bello,,,GDR,gdr,Ain,Assemblée nationale,14,2012-06-20,,,female
608574,Hélène Geoffroy,,,SRC,src,Maine-et-Loire,Assemblée nationale,14,2012-06-20,,,female
643145,Hélène Vainqueur-Christophe,,,SRC,src,Nord,Assemblée nationale,14,2012-07-22,2014-05-02,,female
610758,Ibrahim Aboubacar,,,SRC,src,Ain,Assemblée nationale,14,2012-06-20,,,male
605625,Isabelle Attard,,,ECOLO,ecolo,Oise,Assemblée nationale,14,2012-06-20,,,female
606745,Isabelle Bruneau,,IsabelleBrunea1,SRC,src,Ain,Assemblée nationale,14,2012-06-20,,,female
606693,Isabelle Le Callennec,,lecallennec,LES-REP,les-rep,Oise,Assemblée nationale,14,2012-06-20,,,female
1364,Jacqueline Fraysse,,,GDR,gdr,Nord,Assemblée nationale,14,2012-06-20,,,female
334116,Jacqueline Maquet,,,SRC,src,Ain,Assemblée nationale,14,2012-06-20,,,female
