id,name__de,name__fr,name__nl,name__en,name__en_gb,name__ro,name,wikipedia__de,wikipedia__en,gender,birth_date,given_name,original_wikiname,name__it,name__es,name__nb,name__da,name__nn,name__sv,name__fi,wikipedia__fi,name__pl,wikipedia__pl,wikipedia__fr,wikipedia__sv,identifier__VIAF,identifier__LCAuth,identifier__freebase,identifier__SUDOC,identifier__ISNI,identifier__GND,identifier__BNF,wikipedia__es,name__nds,name__en_ca,name__ca,name__oc,name__ru,wikipedia__ru,name__af,name__el,name__pt,name__et,name__tr,wikipedia__af,wikipedia__el,wikipedia__et,wikipedia__pt,wikipedia__tr,image,wikipedia__it,wikipedia__zh,name__zh,wikipedia__ar,name__ar,name__cy,death_date,name__id,name__sr,name__qu,name__fa,name__ka,name__xmf,name__la,wikipedia__ca,wikipedia__commons,wikipedia__fa,wikipedia__id,wikipedia__ka,wikipedia__la,wikipedia__nl,wikipedia__oc,wikipedia__qu,wikipedia__sr,wikipedia__xmf,identifier__NTA,facebook,name__ko,name__yo,name__gl,name__ja,name__io,wikipedia__da,wikipedia__gl,wikipedia__io,wikipedia__ja,wikipedia__ko,wikipedia__no,wikipedia__yo,wikipedia__simple,family_name,name__de_ch,name__be,name__br,name__cs,name__bg,name__hr,name__uk,name__he,name__mr,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__cs,wikipedia__he,wikipedia__hr,wikipedia__mr,wikipedia__uk,name__mg,wikipedia__mg,name__fy,wikipedia__ro,identifier__NKC,website,identifier__FAST,name__hu,identifier__GTAA,last_seen,wikipedia__ckb,name__ckb,identifier__Britannica,occupation,identifier__ne_se,identifier__NLI,identifier__BIBSYS
Q404678,Calle Schlettwein,Calle Schlettwein,Calle Schlettwein,Calle Schlettwein,,,Calle Schlettwein,Calle Schlettwein,Calle Schlettwein,male,1954-06-13,Calle,Calle Schlettwein,,Calle Schlettwein,Calle Schlettwein,Calle Schlettwein,Calle Schlettwein,Calle Schlettwein,,,,,,,66297996,no2008172023,/m/0h3mwcy,,0000 0000 4728 8591,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/89/Ministerial_Conference_2013_(11221067275).jpg,,,,,,,,,,,,,,,,Category:Calle Schlettwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle Schlettwein,,,,,,politician,,,
Q4098431,Abraham Iyambo,Abraham Iyambo,Abraham Iyambo,Abraham Iyambo,,,Abraham Iyambo,Abraham Iyambo,Abraham Iyambo,male,1961-02-02,Abraham,Abraham Iyambo,,Abraham Iyambo,,,,,,,Abraham Iyambo,Abraham Iyambo,,,,,/m/05fbm0j,,,,,,,,,,"Иямбо, Абрахам","Иямбо, Абрахам",,,,,,,,,,,,,,,,,Abraham Iyambo,2013-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abraham Iyambo,,,,,,politician,,,
Q4394773,Kuaima Riruako,Kuaima Riruako,Kuaima Riruako,Kuaima Riruako,,,Kuaima Riruako,Kuaima Riruako,Kuaima Riruako,male,1935-04-24,,Kuaima Riruako,,Kuaima Riruako,,,,,,,,,,,36477979,,,,,,,,,,,,"Рируако, Куаима","Рируако, Куаима",,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1f/Kuaima_Riruako_20060827.jpg,,,,,,Kuaima Riruako,2014-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuaima Riruako,,,,,,,,,,,,,,,,,,,,,,,,,,Kuaima Riruako,,,,,,politician,,,
Q4693075,Agnes Limbo,Agnes Limbo,Agnes Limbo,Agnes Limbo,,,Agnes Limbo,,Agnes Limbo,female,1957-05-12,Agnes,Agnes Limbo,Agnes Limbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q4710618,Albert Kawana,Albert Kawana,Albert Kawana,Albert Kawana,,,Albert Kawana,,Albert Kawana,male,1956-03-26,Albert,Albert Kawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q4735308,Alpheus Muheua,Alpheus Muheua,Alpheus Muheua,Alpheus Muheua,,,Alpheus Muheua,,Alpheus Muheua,male,,,Alpheus Muheua,Alpheus Muheua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q4735315,Alpheus ǃNaruseb,Alpheus ǃNaruseb,,Alpheus ǃNaruseb,,,Alpheus ǃNaruseb,Alpheus ǃNaruseb,Alpheus ǃNaruseb,male,1954-03-20,,Alpheus !Naruseb,,,,,,,,,,,,,36446417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4757909,Andrew Matjila,Andrew Matjila,Andrew Matjila,Andrew Matjila,,,Andrew Matjila,,Andrew Matjila,male,1932,Andrew,Andrew Matjila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q4762709,Angelika Muharukua,Angelika Muharukua,Angelika Muharukua,Angelika Muharukua,,,Angelika Muharukua,,Angelika Muharukua,female,1958-01-12,Angelika,Angelika Muharukwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q4795274,Arnold Tjihuiko,Arnold Tjihuiko,Arnold Tjihuiko,Arnold Tjihuiko,,,Arnold Tjihuiko,,Arnold Tjihuiko,male,1952-01-01,Arnold,Arnold Tjihuiko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q4808741,Asser Mbai,Asser Mbai,Asser Mbai,Asser Mbai,,,Asser Mbai,,Asser Mbai,male,1950,,Asser Mbai,Asser Mbai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q4885218,Ben Amathila,Ben Amathila,Ben Amathila,Ben Amathila,,,Ben Amathila,Ben Amathila,Ben Amathila,male,1938-10-01,Ben,Ben Amathila,Ben Amathila,Ben Amathila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ben Amathila,,,,,,politician,,,
Q4913083,Billy Mwaningange,Billy Mwaningange,Billy Mwaningange,Billy Mwaningange,,,Billy Mwaningange,,Billy Mwaningange,male,1945-11-25,Billy,Billy Mwaningange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q5125949,Clara Bohitile,Clara Bohitile,Clara Bohitile,Clara Bohitile,,,Clara Bohitile,,Clara Bohitile,female,1955-11-19,Clara,Clara Bohitile,Clara Bohitile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q5125990,Clara Gowases,Clara Gowases,Clara Gowases,Clara Gowases,,,Clara Gowases,,Clara Gowases,female,1960,Clara,Clara Gowases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q5163553,Constance Kgosiemang,Constance Kgosiemang,Constance Kgosiemang,Constance Kgosiemang,,,Constance Kgosiemang,,Constance Kgosiemang,male,1946-08-05,Constance,Constance Kgosiemang,Constance Kgosiemang,Constance Kgosiemang,,,,,,,,,,,,,,,,,,,,,,,,,,,Constance Kgosiemang,,,,,,,,,,,,,,,2012-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q521436,Libertina Amathila,Libertina Amathila,Libertina Amathila,Libertine Amathila,,,Libertine Amathila,Libertina Amathila,Libertina Amathila,female,1940-12-10,,Libertine Amathila,,Libertine Amathila,,,,Libertine Amathila,,,,,Libertine Amathila,Libertine Amathila,269516048,n2012205254,/m/027ft28,,0000 0003 8342 5225,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/90/Libertine_Appolus_Amathila.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,353980080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,004441553,
Q5224023,Mburumba Kerina,Mburumba Kerina,Mburumba Kerina,Mburumba Kerina,,,Mburumba Kerina,,Mburumba Kerina,male,1932-06-06,,Mburumba Kerina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mburumba Kerina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q5237915,David Namwandi,David Namwandi,David Namwandi,David Namwandi,,,David Namwandi,,David Namwandi,male,1954-02-24,David,David Namwandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q527020,Netumbo Nandi-Ndaitwah,Netumbo Nandi-Ndaitwah,Netumbo Nandi-Ndaitwah,Netumbo Nandi-Ndaitwah,,,Netumbo Nandi-Ndaitwah,Netumbo Nandi-Ndaitwah,Netumbo Nandi-Ndaitwah,female,1952-10-29,,Netumbo Nandi-Ndaitwah,,Netumbo Nandi-Ndaitwah,,,,Netumbo Nandi-Ndaitwah,,,,,Netumbo Nandi-Ndaitwah,Netumbo Nandi-Ndaitwah,,,/m/05p1rcl,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b2/Netumbo_Nandi-Ndaitwah(cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ネトゥンボ・ナンディ＝ンダイトワ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q5297682,Doreen Sioka,Doreen Sioka,,Doreen Sioka,,,Doreen Sioka,,Doreen Sioka,female,1960-09-18,Doreen,Doreen Sioka,,Doreen Sioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5360364,Elia Kaiyamo,Elia Kaiyamo,Elia Kaiyamo,Elia Kaiyamo,,,Elia Kaiyamo,,Elia Kaiyamo,male,1951-01-10,Elia,Elia Kaiyamo,,Elia Kaiyamo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elia Kaiyamo,,,,,,politician,,,
Q5366365,Elma Dienda,Elma Dienda,Elma Dienda,Elma Dienda,,,Elma Dienda,,Elma Dienda,female,1964-11-16,Elma,Elma Dienda,Elma Dienda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q5385018,Erastus Uutoni,Erastus Uutoni,Erastus Uutoni,Erastus Uutoni,,,Erastus Uutoni,,Erastus Uutoni,male,1961-09-29,Erastus,Erastus Uutoni,Erastus Uutoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q5386143,Eric Biwa,Eric Biwa,Eric Biwa,Eric Biwa,,,Eric Biwa,,Eric Biwa,male,1953-05-08,Eric,Eric Biwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q5434414,Fanuel Kozonguizi,Fanuel Kozonguizi,Fanuel Kozonguizi,Fanuel Kozonguizi,,,Fanuel Kozonguizi,,Fanuel Kozonguizi,male,1932-01-26,,Fanuel Kozonguizi,,,,,,,,,,,,,,,,,,,,,,,,,Фануэль Козонгизи,,,,,,,,,,,,,,,,,,,1995-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barrister,,,
Q5445886,Festus Ueitele,Festus Ueitele,Festus Ueitele,Festus Ueitele,,,Festus Ueitele,,Festus Ueitele,male,,Festus,Festus Ueitele,Festus Ueitele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q5515383,Gabes Shihepo,Gabes Shihepo,Gabes Shihepo,Gabes Shihepo,,,Gabes Shihepo,,Gabes Shihepo,male,1945-03-26,,Gabriel Shihepo,Gabes Shihepo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q557014,Hidipo Hamutenya,Hidipo Hamutenya,Hidipo Hamutenya,Hidipo Hamutenya,,,Hidipo Hamutenya,Hidipo Hamutenya,Hidipo Hamutenya,male,1939-06-17,,Hidipo Hamutenya,,Hidipo Hamutenya,,,,Hidipo Hamutenya,,,Hidipo Hamutenya,Hidipo Hamutenya,Hidipo Hamutenya,Hidipo Hamutenya,76076645,no2006094835,/m/03vgcj,,,,,,,,,,,,,,,,,,,,,,,,,希迪波·哈穆滕尼亞,,,,2016-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidipo Hamutenya,,,,,,politician,,,
Q5621032,Gustaphine Tjombe,Gustaphine Tjombe,Gustaphine Tjombe,Gustaphine Tjombe,,,Gustaphine Tjombe,,Gustaphine Tjombe,female,,,Gustaphine Tjombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q5637879,Hadino Hishongwa,Hadino Hishongwa,Hadino Hishongwa,Hadino Hishongwa,,,Hadino Hishongwa,,Hadino Hishongwa,male,,,Hadino Hishongwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q5649840,Hans Booys,Hans Booys,Hans Booys,Hans Booys,,,Hans Booys,,Hans Booys,male,1951-12-04,Hans,Hans Booys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q5651135,Hansina Christiaan,Hansina Christiaan,Hansina Christiaan,Hansina Christiaan,,,Hansina Christiaan,,Hansina Christiaan,female,,,Hansina Christiaan,Hansina Christiaan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q5699383,Heiko Lucks,Heiko Lucks,Heiko Lucks,Heiko Lucks,,,Heiko Lucks,,Heiko Lucks,male,,Heiko,Heiko Lucks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q5714476,Henk Mudge,Henk Mudge,Henk Mudge,Henk Mudge,,,Henk Mudge,Henk Mudge,Henk Mudge,male,1952-02-18,Henk,Henk Mudge,,,,,,,,,Henk Mudge,Henk Mudge,,,,,,,,,,,,,,,"Мадж, Хенк","Мадж, Хенк",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q57469,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,,,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,male,1935-08-18,,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,34419121,nr2006015287,/m/04ggs_,,0000 0000 5302 076X,106783382X,,Hifikepunye Pohamba,Hifikepunye Pohamba,,Hifikepunye Pohamba,Hifikepunye Pohamba,Хификепунье Похамба,"Похамба, Хификепунье",Hifikepunye Pohamba,Χιφικεπούνιε Ποχάμπα,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,Χιφικεπούνιε Ποχάμπα,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,https://upload.wikimedia.org/wikipedia/commons/e/eb/Hifikepunye_Pohamba.jpg,Hifikepunye Pohamba,希菲凯普涅·波汉巴,希菲凯普涅·波汉巴,هيفيكيبنيي بوهامبا,هيفيكيبنيي بوهامبا,,,Hifikepunye Pohamba,Хификепуње Похамба,Hifikepunye Pohamba,هیفیک پونی پوهامیا,ჰიფიკეპუნიე პოჰამბა,ჰიფიკეპუნიე პოჰამბა,,Hifikepunye Pohamba,,هیفیکه‌پونیه پوهامبا,Hifikepunye Pohamba,ჰიფიკეპუნიე პოჰამბა,,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,Хификепуње Похамба,ჰიფიკეპუნიე პოჰამბა,,,히피케푸니에 포함바,Hifikepunye Pohamba,Hifikepunye Pohamba,ヒフィケプニェ・ポハンバ,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,Hifikepunye Pohamba,ヒフィケプニェ・ポハンバ,히피케푸니에 포함바,Hifikepunye Pohamba,Hifikepunye Pohamba,,,,Хіфікепунье Пахамба,Hifikepunye Pohamba,Hifikepunye Pohamba,Хификепуне Похамба,Hifikepunye Pohamba,Хіфікепуньє Похамба,היפיקפוניה פוהאמבה,हिफिकेपुन्ये पोहांबा,Хіфікепунье Пахамба,Хификепуне Похамба,Hifikepunye Pohamba,Hifikepunye Pohamba,היפיקפוניה פוהאמבה,Hifikepunye Pohamba,हिफिकेपुन्ये पोहांबा,Хіфікепуньє Похамба,,,,,,,,Hifikepunye Pohamba,,,ھیفیکەپوونیە پوھامبا,ھیفیکەپوونیە پوھامبا,biography/Hifikepunye-Pohamba,politician,hifikepunye-pohamba,,
Q57834,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,,,Nahas Angula,Nahas Angula,Nahas Angula,male,1943-08-22,,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,276866531,n89130943,/m/05j6n0,,,170971333,,Nahas Angula,,,Nahas Angula,Nahas Angula,Нахас Ангула,"Ангула, Нахас",Nahas Angula,Ναχάς Άνγκουλα,,Nahas Angula,Nahas Angula,Nahas Angula,Ναχάς Άνγκουλα,Nahas Angula,,Nahas Angula,https://upload.wikimedia.org/wikipedia/commons/8/81/Nahas_Angula.jpg,Nahas Angula,纳哈斯·安古拉,纳哈斯·安古拉,,,,,Nahas Angula,,,ناهاس آنگولا,,,,,Category:Nahas Angula,ناهاس آنگولا,Nahas Angula,,,Nahas Angula,,,,,,,나하스 앙굴라,Nahas Angula,Nahas Angula,ナハス・アングラ,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,ナハス・アングラ,나하스 앙굴라,Nahas Angula,Nahas Angula,,,,,,,,,,,,,,,,,,,,,,,,,,,Nahas Angula,,,,,,politician,,,
Q58304,Utoni Nujoma,Utoni Nujoma,Utoni Nujoma,Utoni Nujoma,,,Utoni Nujoma,Utoni Nujoma,Utoni Nujoma,male,1952-09-08,,Utoni Nujoma,,Utoni Nujoma,,,,,,,,,,,,,/m/03hgyz8,,,,,,,,Utoni Nujoma,Utoni Nujoma,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/38/Utoni_Nujoma_(cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utoni Nujoma,,,,,,politician,,,
Q596524,Anton von Wietersheim,Anton von Wietersheim,Anton von Wietersheim,Anton von Wietersheim,,,Anton von Wietersheim,Anton von Wietersheim,Anton von Wietersheim,male,1951-06-10,Anton,Anton Von Wietersheim,,Anton von Wietersheim,,,,,,,,,,,,,/m/080gplh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anton von Wietersheim,,,,,,politician,,,
Q5987039,Ida Hoffmann,Ida Hoffmann,Ida Hoffmann,Ida Hoffmann,,,Ida Hoffmann,,Ida Hoffmann,female,1947-09-16,Ida,Ida Hoffmann,Ida Hoffmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q5992796,Ignatius Shixwameni,Ignatius Shixwameni,Ignatius Shixwameni,Ignatius Shixwameni,,,Ignatius Shixwameni,Ignatius Shixwameni,Ignatius Shixwameni,male,1966-09-04,Ignatius,Ignatius Shixwameni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q6004709,Immanuel Ngatjizeko,Immanuel Ngatjizeko,Immanuel Ngatjizeko,Immanuel Ngatjizeko,,,Immanuel Ngatjizeko,Immanuel Ngatjizeko,Immanuel Ngatjizeko,male,1952-05-30,Immanuel,Immanuel Ngatjizeko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q6180695,Jeremia Nambinga,Jeremia Nambinga,Jeremia Nambinga,Jeremia Nambinga,,,Jeremia Nambinga,,Jeremia Nambinga,male,1946-12-13,,Jeremiah Nambinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q6183543,Jerry Ekandjo,Jerry Ekandjo,Jerry Ekandjo,Jerry Ekandjo,,,Jerry Ekandjo,Jerry Ekandjo,Jerry Ekandjo,male,1947-03-17,Jerry,Jerry Ekandjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q6213626,Joel Kaapanda,Joel Kaapanda,Joel Kaapanda,Joel Kaapanda,,,Joel Kaapanda,Joel Kaapanda,Joel Kaapanda,male,1945-06-12,Joel,Joel Kaapanda,,,,,,,,,,,,,315535037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q6215487,Johan de Waal,Johan de Waal,Johan de Waal,Johan de Waal,,,Johan de Waal,,Johan de Waal,male,1949-09-17,Johan,Johan De Waal,,Johan de Waal,,,,,,,Johan de Waal,Johan de Waal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johan de Waal,,,,,,politician,,,
Q6250020,John Mutorwa,John Mutorwa,John Mutorwa,John Mutorwa,,,John Mutorwa,Johannes Mutorwa,John Mutorwa,male,1957-08-17,John,Johannes Mutorwa,,,,,,,,,John Mutorwa,John Mutorwa,,,4586670,no2001087329,,176959963,,1018819118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q6251837,John Pandeni,John Pandeni,John Pandeni,John Pandeni,,,John Pandeni,,John Pandeni,male,1950-07-30,John,John Pandeni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q6315133,Jurie Viljoen,Jurie Viljoen,Jurie Viljoen,Jurie Viljoen,,,Jurie Viljoen,,Jurie Viljoen,male,1942-05-14,,Jurie Viljoen,,,,,,,,,Jurie Viljoen,Jurie Viljoen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
Q6353463,Kalla Gertze,Kalla Gertze,Kalla Gertze,Kalla Gertze,,,Kalla Gertze,,Kalla Gertze,male,1960,Kalla,Kalla Gertze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,
