id,name__de,name__fr,name__en,name__nl,name__es,name__ca,name__oc,name__nb,name__da,name__nn,name__sv,name__it,name__rm,name__hu,name,wikipedia__de,wikipedia__en,wikipedia__fr,image,gender,birth_date,given_name,identifier__parlamentDOTch,original_wikiname,identifier__VIAF,identifier__GND,identifier__HDS,name__la,wikipedia__la,name__en_ca,name__en_gb,wikipedia__it,wikipedia__frwikiquote,identifier__LCAuth,name__lmo,wikipedia__lmo,wikipedia__rm,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__gsw,name__pl,name__he,name__yo,name__ms,name__gl,name__et,name__id,name__ja,name__el,name__sh,name__pt,name__eo,name__ru,name__sr_el,name__sr_ec,name__tr,name__ro,name__fi,name__cs,name__ka,name__be,name__sr,name__zh,name__uk,name__is,name__lb,name__sk,name__tl,name__ko,name__sco,name__ar,wikipedia__als,wikipedia__ar,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__id,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__sco,wikipedia__sh,wikipedia__sr,wikipedia__sv,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__yo,wikipedia__zh,identifier__freebase,family_name,name__cy,death_date,identifier__SUDOC,website,identifier__ISNI,identifier__CERL,name__vi,wikipedia__simple,wikipedia__vi,identifier__BNF,identifier__Munzinger,name__de_ch,identifier__NTA,name__af,name__an,name__ast,name__bar,name__br,name__co,name__de_at,name__eu,name__frp,name__fur,name__ga,name__gd,name__hr,name__ia,name__ie,name__io,name__kg,name__li,name__lij,name__mg,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pcd,name__pms,name__pt_br,name__sc,name__scn,name__sl,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__ULAN,wikipedia__cswikiquote,identifier__PACE,name__vmf,wikipedia__plwikiquote,name__kk,name__fa,wikipedia__be,wikipedia__fa,wikipedia__kk,wikipedia__br,linkedin,wikipedia__hr,identifier__FAST,name__bs,name__ceb,name__dsb,name__eml,name__fo,name__frr,name__fy,name__hsb,name__lt,name__lv,name__mt,name__sq,wikipedia__hu,wikipedia__dewikiquote,identifier__IMDB,identifier__rotten_tomatoes,identifier__AlloCine,identifier__kinopoisk,name__bg,wikipedia__bg,wikipedia__eowikiquote,wikipedia__eswikiquote,wikipedia__eu,wikipedia__euwikiquote,wikipedia__scn,identifier__NDL,identifier__BNE,identifier__CANTIC,identifier__ADS,name__hy,wikipedia__hy,wikipedia__ruwikinews,identifier__NUKAT,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,wikipedia__ie,identifier__NKC,identifier__PTBNP,twitter,identifier__MusicBrainz,pseudonym,identifier__SELIBR,identifier__discogs,identifier__filmportal_de,wikipedia__frp,wikipedia__lt,wikipedia__nds,identifier__CTHS,name__nan,wikipedia__zh_min_nan,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,identifier__Britannica,wikipedia__sq,identifier__DBNL,wikipedia__is,identifier__senate_nl,identifier__allmovie,identifier__PORT,identifier__SCOPE,identifier__CSFD,identifier__OLID,identifier__google_knowledge,occupation,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,wikipedia__frwikinews,wikipedia__az,name__az,name__or,identifier__persee,name__jv,wikipedia__jv,wikipedia__sk,identifier__GNC,name__stq,wikipedia__stq,name__kl,name__pfl,wikipedia__enwikisource,wikipedia__species,identifier__snac,name__fit,wikipedia__ruwikisource,identifier__NLAtrove,identifier__treccani,wikipedia__skwikiquote,identifier__NLI,identifier__BAV,identifier__NLP,identifier__GTAA,identifier__AGORHA,identifier__moviemeter,identifier__SFDb,identifier__NSK,wikipedia__azb,name__azb
Q116906,Josef Zisyadis,Josef Zisyadis,Josef Zisyadis,Josef Zisyadis,Josef Zisyadis,Josef Zisyadis,Josef Zisyadis,Josef Zisyadis,Josef Zisyadis,Josef Zisyadis,Josef Zisyadis,Josef Zisyadis,Josef Zisyadis,Josef Zisyadis,Josef Zisyadis,Josef Zisyadis,Josef Zisyadis,Josef Zisyadis,https://upload.wikimedia.org/wikipedia/commons/2/24/Josef_Zisyadis_(2007).jpg,male,1956-04-17,Josef,241,Josef Zisyadis,1063909,128409827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Josef Zisyadis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/0cy5j4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q116923,Pierre-Yves Maillard,Pierre-Yves Maillard,Pierre-Yves Maillard,Pierre-Yves Maillard,Pierre-Yves Maillard,Pierre-Yves Maillard,Pierre-Yves Maillard,Pierre-Yves Maillard,Pierre-Yves Maillard,Pierre-Yves Maillard,Pierre-Yves Maillard,Pierre-Yves Maillard,Pierre-Yves Maillard,Pierre-Yves Maillard,Pierre-Yves Maillard,Pierre-Yves Maillard,Pierre-Yves Maillard,Pierre-Yves Maillard,https://upload.wikimedia.org/wikipedia/commons/4/44/Pierre-Yves_Maillard.jpg,male,1968-03-16,Pierre-Yves,491,Pierre-Yves Maillard,2684742,132507358,,,,,,,,n2011017195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/0cgksw5,,,,,,0000 0001 1803 8099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117058,Lilian Uchtenhagen,Lilian Uchtenhagen,Lilian Uchtenhagen,Lilian Uchtenhagen,Lilian Uchtenhagen,Lilian Uchtenhagen,Lilian Uchtenhagen,Lilian Uchtenhagen,Lilian Uchtenhagen,Lilian Uchtenhagen,Lilian Uchtenhagen,Lilian Uchtenhagen,Lilian Uchtenhagen,Lilian Uchtenhagen,Lilian Uchtenhagen,Lilian Uchtenhagen,Lilian Uchtenhagen,Lilian Uchtenhagen,https://upload.wikimedia.org/wikipedia/commons/1/10/Lilian_Uchtehagen_by_Erling_Mandelmann.jpg,female,1928-09-07,Lilian,771,,22031680,1028247168,3318,,,,,,,nr95014819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,莉莉安·烏赫騰哈根,,,,,,,,,,,,Category:Lilian Uchtenhagen,,,,,Lilian Uchtenhagen,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/04qbpr0,,,2016-09-06,,,0000 0000 7986 5701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117064,Christian Waber,Christian Waber,Christian Waber,Christian Waber,Christian Waber,Christian Waber,Christian Waber,Christian Waber,Christian Waber,Christian Waber,Christian Waber,Christian Waber,Christian Waber,Christian Waber,Christian Waber,Christian Waber,Christian Waber,Christian Waber,https://upload.wikimedia.org/wikipedia/commons/1/15/Christian_Waber.jpg,male,1948-05-07,Christian,396,Christian Waber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/09g81s6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117095,Christine Goll,Christine Goll,Christine Goll,Christine Goll,Christine Goll,,,Christine Goll,Christine Goll,Christine Goll,Christine Goll,Christine Goll,Christine Goll,Christine Goll,Christine Goll,Christine Goll,,Christine Goll,https://upload.wikimedia.org/wikipedia/commons/7/77/Christine_Goll_(2007).jpg,female,1956-12-10,Christine,94,Christine Goll,,,,Christina Goll,Christina Goll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1170976,Ernst Schmid,Ernst Schmid,Ernst Schmid,Ernst Schmid,Ernst Schmid,,,Ernst Schmid,Ernst Schmid,Ernst Schmid,Ernst Schmid,Ernst Schmid,Ernst Schmid,Ernst Schmid,Ernst Schmid,"Ernst Schmid (Politiker, 1899)",,,,male,1899-06-01,Ernst,3165,,309587680,1052445772,33598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,إرنست شميد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schmid,,1991-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117099,Felix Gutzwiller,Felix Gutzwiller,Felix Gutzwiller,Felix Gutzwiller,Felix Gutzwiller,,,Felix Gutzwiller,Felix Gutzwiller,Felix Gutzwiller,Felix Gutzwiller,Felix Gutzwiller,Felix Gutzwiller,Felix Gutzwiller,Felix Gutzwiller,Felix Gutzwiller,,Felix Gutzwiller,https://upload.wikimedia.org/wikipedia/commons/a/ae/Felix_gutzwiller.jpg,male,1948-02-22,Felix,471,Felix Gutzwiller,84857619,170403378,,Felix Gutzwiller,Felix Gutzwiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,052514668,,,,,,,13560075k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,201207,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117102,Robert Cramer,Robert Cramer,Robert Cramer,Robert Cramer,Robert Cramer,Robert Cramer,Robert Cramer,,,,,Robert Cramer,Robert Cramer,Robert Cramer,Robert Cramer,Robert Cramer (Politiker),Robert Cramer (Swiss politician),Robert Cramer,https://upload.wikimedia.org/wikipedia/commons/c/cd/Robert_Cramer_suisse.jpg,male,1954-02-07,Robert,3914,Robert Cramer (Politiker),306251229,,,Robertus Cramer,Robertus Cramer (Helvetia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/03cl9h_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117105,Nadja Pieren,Nadja Pieren,Nadja Pieren,Nadja Pieren,Nadja Pieren,,,Nadja Pieren,Nadja Pieren,Nadja Pieren,Nadja Pieren,Nadja Pieren,Nadja Pieren,Nadja Pieren,Nadja Pieren,Nadja Pieren,,Nadja Pieren,https://upload.wikimedia.org/wikipedia/commons/3/33/Nadja_Pieren.jpg,female,1980-02-14,Nadia,4065,Nadja Pieren,,,,Nadia Pieren,Nadia Pieren,,,,Nadja Pieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117109,Susanne Leutenegger Oberholzer,Susanne Leutenegger Oberholzer,Susanne Leutenegger Oberholzer,Susanne Leutenegger Oberholzer,Susanne Leutenegger Oberholzer,Susanne Leutenegger Oberholzer,Susanne Leutenegger Oberholzer,Susanne Leutenegger Oberholzer,Susanne Leutenegger Oberholzer,Susanne Leutenegger Oberholzer,Susanne Leutenegger Oberholzer,Susanne Leutenegger Oberholzer,Susanne Leutenegger Oberholzer,Susanne Leutenegger Oberholzer,Susanne Leutenegger Oberholzer,Susanne Leutenegger Oberholzer,,Susanne Leutenegger Oberholzer,https://upload.wikimedia.org/wikipedia/commons/4/42/Susanne_Leutenegger_Oberholzer_(2007).jpg,female,1948-03-06,Susanne,487,Susanne Leutenegger Oberholzer,,,,Susanna Leutenegger Oberholzer,Susanna Leutenegger Oberholzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117113,Andreas Gross,Andreas Gross,Andreas Gross,Andreas Gross,Andreas Gross,,,Andreas Gross,Andreas Gross,Andreas Gross,Andreas Gross,Andreas Gross,Andreas Gross,Andreas Gross,Andreas Gross,Andreas Gross,,Andreas Gross,https://upload.wikimedia.org/wikipedia/commons/3/39/Andreas_Gross.jpg,male,1952-08-21,Andreas,97,Andreas Gross,1072697,128750936,,Andreas Gross,Andreas Gross,,,,,n86055504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175659249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117117,Maximilian Reimann,Maximilian Reimann,Maximilian Reimann,Maximilian Reimann,Maximilian Reimann,,,Maximilian Reimann,Maximilian Reimann,Maximilian Reimann,Maximilian Reimann,Maximilian Reimann,Maximilian Reimann,Maximilian Reimann,Maximilian Reimann,Maximilian Reimann,,Maximilian Reimann,https://upload.wikimedia.org/wikipedia/commons/0/04/Maximilian_reimann.jpg,male,1942-05-07,Maximilian,173,Maximilian Reimann,47287763,1076145280,,Maximilianus Reimann,Maximilianus Reimann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Maximilian Reimann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://maximilian-reimann.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117131,Hans Rutschmann,Hans Rutschmann,Hans Rutschmann,Hans Rutschmann,Hans Rutschmann,,,Hans Rutschmann,Hans Rutschmann,Hans Rutschmann,Hans Rutschmann,Hans Rutschmann,Hans Rutschmann,Hans Rutschmann,Hans Rutschmann,Hans Rutschmann,,Hans Rutschmann,https://upload.wikimedia.org/wikipedia/commons/9/97/Hans_Rutschmann_(2007).jpg,male,1947-07-04,Hans,1233,Hans Rutschmann,,,,Ioannes Rutschmann,Ioannes Rutschmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117136,Hans Fehr,Hans Fehr,Hans Fehr,Hans Fehr,Hans Fehr,,,Hans Fehr,Hans Fehr,Hans Fehr,Hans Fehr,Hans Fehr,Hans Fehr,Hans Fehr,Hans Fehr,Hans Fehr (Politiker),,Hans Fehr,https://upload.wikimedia.org/wikipedia/commons/2/2b/Hans_Fehr.jpg,male,1947-01-14,Hans,319,Hans Fehr (Politiker),305973295,,,Ioannes Fehr,Ioannes Fehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Hans Fehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117149,Alfred Heer,Alfred Heer,Alfred Heer,Alfred Heer,Alfred Heer,,,Alfred Heer,Alfred Heer,Alfred Heer,Alfred Heer,Alfred Heer,Alfred Heer,Alfred Heer,Alfred Heer,Alfred Heer,,Alfred Heer,"https://upload.wikimedia.org/wikipedia/commons/9/91/Alfred_Heer_(Nationalrat,_2008).jpg",male,1961-10-12,Alfred,3887,Alfred Heer,,,,Alfredus Heer,Alfredus Heer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117151,Hermann Bürgi,Hermann Bürgi,Hermann Bürgi,Hermann Bürgi,Hermann Bürgi,,,Hermann Bürgi,Hermann Bürgi,Hermann Bürgi,Hermann Bürgi,Hermann Bürgi,Hermann Bürgi,Hermann Bürgi,Hermann Bürgi,Hermann Bürgi,,Hermann Bürgi,https://upload.wikimedia.org/wikipedia/commons/4/4c/Hermann_Bürgi_(2007).jpg,male,1946-02-18,Hermann,538,Hermann Bürgi,,,,Arminius Bürgi,Arminius Bürgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117154,Christoph Mörgeli,Christoph Mörgeli,Christoph Mörgeli,Christoph Mörgeli,Christoph Mörgeli,,,Christoph Mörgeli,Christoph Mörgeli,Christoph Mörgeli,Christoph Mörgeli,Christoph Mörgeli,Christoph Mörgeli,Christoph Mörgeli,Christoph Mörgeli,Christoph Mörgeli,,Christoph Mörgeli,https://upload.wikimedia.org/wikipedia/commons/d/d2/Christoph_Mörgeli_(2007).jpg,male,1960-07-16,Christoph,542,Christoph Mörgeli,46783978,121609006,,Christophorus Mörgeli,Christophorus Mörgeli,,,,Christoph Mörgeli,n86009977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Christoph Mörgeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,029012031,,0000 0001 1634 3225,,,,,120727698,,,167014498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medical historian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117158,Silvia Schenker,Silvia Schenker,Silvia Schenker,Silvia Schenker,Silvia Schenker,Silvia Schenker,Silvia Schenker,Silvia Schenker,Silvia Schenker,Silvia Schenker,Silvia Schenker,Silvia Schenker,Silvia Schenker,Silvia Schenker,Silvia Schenker,Silvia Schenker,Silvia Schenker,Silvia Schenker,https://upload.wikimedia.org/wikipedia/commons/3/39/Silvia_Schenker_(2007).jpg,female,1954-01-17,Silvia,1129,Silvia Schenker,,,,Silvia Schenker,Silvia Schenker,Silvia Schenker,Silvia Schenker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/065ydpv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvia Schenker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117165,Natalie Rickli,Natalie Rickli,Natalie Rickli,Natalie Rickli,Natalie Rickli,Natalie Rickli,Natalie Rickli,Natalie Rickli,Natalie Rickli,Natalie Rickli,Natalie Rickli,Natalie Rickli,Natalie Rickli,Natalie Rickli,Natalie Rickli,Natalie Rickli,Natalie Rickli,Natalie Rickli,https://upload.wikimedia.org/wikipedia/commons/3/3d/Natalie_Rickli.jpg,female,1976-11-19,Natalie,3902,Natalie Rickli,,,,Natalie Rickli,Natalie Rickli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Natalie Rickli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/09g6nhx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117169,Ernst Schibli,Ernst Schibli,Ernst Schibli,Ernst Schibli,Ernst Schibli,,,Ernst Schibli,Ernst Schibli,Ernst Schibli,Ernst Schibli,Ernst Schibli,Ernst Schibli,Ernst Schibli,Ernst Schibli,Ernst Schibli,,Ernst Schibli,https://upload.wikimedia.org/wikipedia/commons/c/c4/Ernst_Schibli_(2007).jpg,male,1952-08-16,Ernst,820,Ernst Schibli,,,,Ernestus Schibli,Ernestus Schibli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117171,Filippo Leutenegger,Filippo Leutenegger,Filippo Leutenegger,Filippo Leutenegger,Filippo Leutenegger,,,Filippo Leutenegger,Filippo Leutenegger,Filippo Leutenegger,Filippo Leutenegger,Filippo Leutenegger,Filippo Leutenegger,Filippo Leutenegger,Filippo Leutenegger,Filippo Leutenegger,,Filippo Leutenegger,https://upload.wikimedia.org/wikipedia/commons/f/f6/Filippo_Leutenegger_(2007).jpg,male,1952-11-25,Filippo,1113,Filippo Leutenegger,305349698,,,Philippus Leutenegger,Philippus Leutenegger,,,,,nb2014000568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q117173,Didier Berberat,Didier Berberat,Didier Berberat,Didier Berberat,Didier Berberat,,,Didier Berberat,Didier Berberat,Didier Berberat,Didier Berberat,Didier Berberat,Didier Berberat,Didier Berberat,Didier Berberat,Didier Berberat,,Didier Berberat,https://upload.wikimedia.org/wikipedia/commons/a/a2/Didier_Berberat_(2007).jpg,male,1956-12-01,Didier,305,Didier Berberat,122371759,,,Desiderius Berberat,Desiderius Berberat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
