id,name,photo,constituency,party,party_id,source,email,birth_date,term
260,Stephen Kampyongo,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/kampyongo%252C_stephen.jpg?itok=6Eqd2bI1,Shiwa Ng'andu,Patriotic Front,PF,http://www.parliament.gov.zm/node/260,skampyongo@parliament.gov.zm,1972-06-12,2016
264,Micheal Zondani Jay Katambo,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Michael%20Katambo.JPG?itok=bOUaAxfr,Masaiti,Patriotic Front,PF,http://www.parliament.gov.zm/node/264,mzjkatambo@parliament.gov.zm,1969-09-16,2016
290,Howard Kunda,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/kunda%252C_howard.jpg?itok=FH1f9Tol,Muchinga,Movement for Multi-Party Democracy,MMD,http://www.parliament.gov.zm/node/290,"",1975-02-24,2016
292,Derick Livune,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/livune%252C_derick.jpg?itok=m49WstFU,Katombola,United Party for National Development,UPND,http://www.parliament.gov.zm/node/292,dlivune@parliament.gov.zm,1971-11-28,2016
293,Given Lubinda,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/lubinda%252C_given.jpg?itok=BLsbSodM,Kabwata,Patriotic Front,PF,http://www.parliament.gov.zm/node/293,glubinda@parliament.gov.zm,1963-05-15,2016
294,Moono Lubezhi,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/lubezhi%252C_moono.jpg?itok=SgRY7hAt,Namwala,United Party for National Development,UPND,http://www.parliament.gov.zm/node/294,mlubezhi@parliament.gov.zm,1968-06-06,2016
295,Ambrose Lwiji Lufuma,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/lufuma%252C_ambrose_l.jpg?itok=Cg0_V92f,Kabompo,United Party for National Development,UPND,http://www.parliament.gov.zm/node/295,lalufuma@parliament.gov.zm,1957-10-26,2016
296,Geoffrey Lungwangwa Lungwangwa,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/lungwangwa%2Clungwangwa%2Cupnd.jpg?itok=0wTJ3-q5,Nalikwanda,United Party for National Development,UPND,http://www.parliament.gov.zm/node/296,glungwangwa@parliament.gov.zm,1953-07-15,2016
300,Nkandu Luo,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Nkandu%20Luo.JPG?itok=9tKggt6j,Munali,Patriotic Front,PF,http://www.parliament.gov.zm/node/300,nkandu@parliament.gov.zm,1951-12-21,2016
301,David Mabumba,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mabumba%252C_david.jpg?itok=x5xJdEeq,Mwense,Patriotic Front,PF,http://www.parliament.gov.zm/node/301,dmabumba@parliament.gov.zm,1971-04-23,2016
304,Mwimba Henry Malama,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/DS2a.jpg?itok=mmDOJD45,Mfuwe,Patriotic Front,PF,http://www.parliament.gov.zm/node/304,mhmalama@parliament.gov.zm,1976-04-28,2016
310,Mutinta C Mazoka,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20M%20Mazoka.JPG?itok=-pCEbbJj,Pemba,United Party for National Development,UPND,http://www.parliament.gov.zm/node/310,mcmazoka@parliament.gov.zm,1949-04-20,2016
314,Mwansa A Mbulakulima,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mbulakulima%252C_mwansa_a.jpg?itok=qcLtPQo2,Milenge,Patriotic Front,PF,http://www.parliament.gov.zm/node/314,mambulakulima@parliament.gov.zm,1962-08-10,2016
321,Clive Darius Miyanda,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Clive%20Miyanda.JPG?itok=j_YnrHca,Mapatizya,United Party for National Development,UPND,http://www.parliament.gov.zm/node/321,cmiyanda@parliament.gov.zm,1960-01-01,2016
3226,Misheck Mutelo,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mutelo%25252C_misheck.jpg?itok=dIgS_DUv,Mitete,United Party for National Development,UPND,http://www.parliament.gov.zm/node/3226,mutelom@parliament.gov.zm,1975-07-11,2016
323,Chinga Miyutu,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/miyutu%252C_chinga.jpg?itok=KwX2uFev,Kalabo Central,United Party for National Development,UPND,http://www.parliament.gov.zm/node/323,cmiyutu@parliament.gov.zm,1962-08-06,2016
3335,Peter Phiri,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20P%20Phiri.JPG?itok=wQLlKE-g,Mkaika,Movement for Multi-Party Democracy,MMD,http://www.parliament.gov.zm/node/3335,"",1973-05-04,2016
3340,Chitalu Chilufya,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/chitalu%252C_chilufya.jpg?itok=OoWtWV3y,Mansa Central,Patriotic Front,PF,http://www.parliament.gov.zm/node/3340,"",1972-07-15,2016
335,Nathaniel Mubukwanu,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Nathaniel%20Mubukwanu.JPG?itok=tF7vvcwp,Nominated,Patriotic Front,PF,http://www.parliament.gov.zm/node/335,nmubukwanu@parliament.gov.zm,1969-09-26,2016
3372,Margaret Miti,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Miti.jpg?itok=lDdUNhGH,Vubwi,Patriotic Front,PF,http://www.parliament.gov.zm/node/3372,"",1966-01-28,2016
3384,Davies Chisopa,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Davies%20Chisopa.JPG?itok=8KV9Y8co,Mkushi South,Patriotic Front,PF,http://www.parliament.gov.zm/node/3384,"",1973-06-21,2016
340,Keith Akekelwa Mukata,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mukata%252C_keith_a.jpg?itok=Sk_tlz3B,Chilanga,United Party for National Development,UPND,http://www.parliament.gov.zm/node/340,kmukata@parliament.gov.zm,1971-09-05,2016
345,Sydney Mushanga,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mushanga%25252C_sydney_0.jpg?itok=SxDZrgFa,Bwacha,Patriotic Front,PF,http://www.parliament.gov.zm/node/345,smushanga@parliament.gov.zm,1977-04-26,2016
347,Situmbeko Musokotwane,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/musokotwane%25252C_situmbeko.jpg?itok=9W_hcbH1,Liuwa,United Party for National Development,UPND,http://www.parliament.gov.zm/node/347,smusokotwane@parliament.gov.zm,1956-05-25,2016
348,Richard Musukwa,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/musukwa%25252C_richard.jpg?itok=cBNOgYqB,Chililabombwe,Patriotic Front,PF,http://www.parliament.gov.zm/node/348,rmusukwa@parliament.gov.zm,1970-11-28,2016
353,Felix C Mutati,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20F%20Mutati.JPG?itok=68Yj2rJG,Nominated,Patriotic Front,PF,http://www.parliament.gov.zm/node/353,fmutati@parliament.gov.zm,1959-01-29,2016
358,Vincent Mwale,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Vincent%20Mwale.JPG?itok=dMBEYBSl,Chipangali,Patriotic Front,PF,http://www.parliament.gov.zm/node/358,vmwale@parliament.gov.zm,1978-12-05,2016
363,Cornelius Mweetwa,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mweetwa%25252C_cornelius.jpg?itok=Zj_4mKxN,Choma,United Party for National Development,UPND,http://www.parliament.gov.zm/node/363,"",1976-02-26,2016
366,Rodgers Mwewa,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mwewa%25252C_rodgers.jpg?itok=80N7TF49,Mwansabombwe,Patriotic Front,PF,http://www.parliament.gov.zm/node/366,"",1971-11-08,2016
368,Jacob Jack Mwiimbu,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mwiimbu%25252C_jacob.jpg?itok=wCofpe_d,Monze,United Party for National Development,UPND,http://www.parliament.gov.zm/node/368,jjmwimbu@parliament.gov.zm,1959-07-23,2016
370,Catherine Namugala,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/DS1e.jpg?itok=tzyR59NA,Nominated,Movement for Multi-Party Democracy,MMD,http://www.parliament.gov.zm/node/370,cnamugala@parliament.gov.zm,1966-01-02,2016
374,Mundia Ndalamei,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/ndalamei%25252C_mundia.jpg?itok=PaT92xiQ,Sikongo,United Party for National Development,UPND,http://www.parliament.gov.zm/node/374,mndalamei@parliament.gov.zm,1964-01-01,2016
3754,Margaret Mhango Mwanakatwe,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mwanakatwe%25252C_margaret_d.jpg?itok=2wZuvIOg,Lusaka Central,Patriotic Front,PF,http://www.parliament.gov.zm/node/3754,"",1961-11-01,2016
379,Maxas Joel Bweupe Ng’onga,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Maxas%20Ng%27onga%20Joel%20Bweupe.jpg?itok=WkI3y37m,Kaputa,Patriotic Front,PF,http://www.parliament.gov.zm/node/379,"",1962-08-25,2016
402,Sichone Malozo,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20M%20Sichone.JPG?itok=Ne50V-aC,Isoka,Patriotic Front,PF,http://www.parliament.gov.zm/node/402,msichone@parliament.gov.zm,1978-08-13,2016
404,Chomba Freedom Sikazwe,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Freedom%20Sikazwe.JPG?itok=hUsLf6QM,Mpulungu,Patriotic Front,PF,http://www.parliament.gov.zm/node/404,fsikazwe@parliament.gov.zm,1961-01-01,2016
4043,Peter Marvin William Daka,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/daka%252C_peter.jpg?itok=oBw4We-Z,Msanzala,Patriotic Front,PF,http://www.parliament.gov.zm/node/4043,pmwdaka@parliament.gov.zm,1960-11-03,2016
406,Dora Siliya,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/siliya%25252C_dora.jpg?itok=Fo5_xgNx,Petauke Central,Patriotic Front,PF,http://www.parliament.gov.zm/node/406,dsiliya@parliament.gov.zm,1970-10-08,2016
4066,Richard Masaiti Kapita,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20R%20Kapita.JPG?itok=678BqLuI,Nominated,Patriotic Front,PF,http://www.parliament.gov.zm/node/4066,rmkapita@parliament.gov.zm,1955-10-21,2016
407,Kapembwa Simbao,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20K%20Simbao.JPG?itok=2TgBmoQ0,Senga Hill,Patriotic Front,PF,http://www.parliament.gov.zm/node/407,ksimbao@parliament.gov.zm,1959-11-10,2016
409,Mwalimu Simfukwe,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/simfukwe%25252C_mwalimu.jpg?itok=Rabj5D2K,Mbala,Patriotic Front,PF,http://www.parliament.gov.zm/node/409,msimfukwe@parliament.gov.zm,1964-10-24,2016
411,Edgar Sing’ombe,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/sing%252527ombe%25252C_edgar.jpg?itok=3XADkgKH,Dundumwenzi,United Party for National Development,UPND,http://www.parliament.gov.zm/node/411,emsingombe@parliament.gov.zm,1970-04-04,2016
4164,Mubika Mubika,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mubika%252C_mubika.jpg?itok=T71iwbBN,Shang’ombo,United Party for National Development,UPND,http://www.parliament.gov.zm/node/4164,mmubika@parliament.gov.zm,1973-08-20,2016
4166,Elija Julaki Muchima,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/muchima%252C_elijah.jpg?itok=oNbKGSNr,Ikeleng'i,United Party for National Development,UPND,http://www.parliament.gov.zm/node/4166,emuchima@parliament.gov.zm,1957-06-26,2016
4233,Douglas Syakalima,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/syakalima%25252C_douglas_m.jpg?itok=qKs77Q1r,Chirundu,United Party for National Development,UPND,http://www.parliament.gov.zm/node/4233,dmsyakalima@parliament.gov.zm,1967-03-25,2016
427,Inonge Mutukwa Wina,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon.%20Inonge%20Wina.jpg?itok=2VlgSwOs,Not Applicable,Patriotic Front,PF,http://www.parliament.gov.zm/node/427,iwina@parliament.gov.zm,1941-04-02,2016
429,Christopher Bwalya Yaluma,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/yaluma%25252C_christopher_b.jpg?itok=JkrK6K5l,Malole,Patriotic Front,PF,http://www.parliament.gov.zm/node/429,"",1952-05-31,2016
432,Charles Zulu,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/zulu%25252C_charles_m.jpg?itok=WrOhGGRc,Luangeni,Patriotic Front,PF,http://www.parliament.gov.zm/node/432,"",1964-07-24,2016
4504,Anthony Kasandwe,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/campaign%201%20001.jpg?itok=xAoQwpYc,Bangweulu,Patriotic Front,PF,http://www.parliament.gov.zm/node/4504,"",1969-09-02,2016
4514,Lawrence John Sichalwe,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20L%20Sichalwe.JPG?itok=YXMIZtTg,Chawama,Patriotic Front,PF,http://www.parliament.gov.zm/node/4514,lsichalwe@parliament.gov.zm,1961-12-24,2016
4564,Teddy Jessman Kasonso,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/kasonso%252C_teddy_j.jpg?itok=zHBa7J54,Solwezi West,United Party for National Development,UPND,http://www.parliament.gov.zm/node/4564,"",1949-12-25,2016
4689,Darious Mumba,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mumba%252C_darious.jpg?itok=avblhTRv,Chama North,Patriotic Front,PF,http://www.parliament.gov.zm/node/4689,dmumba@parliament.gov.zm,1977-06-12,2016
5311,Patricia C Mwashingwele,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mwashingwele%25252C_patricia_c.jpg?itok=CBC9MX4F,Katuba,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5311,"",1968-09-30,2016
5314,Princess Kasune,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon.%20Kasune%2Bportrait.jpg?itok=9n9_7oXM,Keembe,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5314,pkasune@parliament.gov.zm,1975-11-12,2016
5317,Chushi C Kasanda,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/kasanda%252C_chushi_c.jpg?itok=azNYYwXD,Chisamba,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5317,"",1978-02-15,2016
5320,Remember Chanda Mutale,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mutale%25252C_remember_c.jpg?itok=CM_O3IM2,Chitambo,Patriotic Front,PF,http://www.parliament.gov.zm/node/5320,"",1976-11-28,2016
5323,Herbert Shabula,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/shabula%25252C_herbert.jpg?itok=WPtE5j4B,Itezhi-Tezhi,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5323,"",1955-03-02,2016
5328,Tutwa Sandani Ngulube,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/ngulube%25252C_tutwa_s.jpg?itok=datUv4b2,Kabwe Central,Patriotic Front,PF,http://www.parliament.gov.zm/node/5328,"",1979-04-12,2016
5331,Stanley Kasongo Kakubo,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/kakubo%252C_stanley_k.jpg?itok=Gn4476Hg,Kapiri Mposhi,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5331,"",1980-04-24,2016
5336,Doreen Mwape,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mwape%25252C_doreen.jpg?itok=HFMcinUD,Mkushi North,Patriotic Front,PF,http://www.parliament.gov.zm/node/5336,"",1962-01-15,2016
5339,Credo Nanjuwa,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/nanjuwa%25252C_credo.jpg?itok=YAwaLjR3,Mumbwa,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5339,"",1969-09-11,2016
5344,Gift Chiyalika,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/chiyalika%2Cgift%2Cpf.jpg?itok=X6e4AvpP,Lufubu,Patriotic Front,PF,http://www.parliament.gov.zm/node/5344,"",1975-12-10,2016
5349,Maxwell Muma Kabanda,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/kabanda%252C_maxwell_m.jpg?itok=mafDt6f2,Serenje,Movement for Multi-Party Democracy,MMD,http://www.parliament.gov.zm/node/5349,"",1956-01-20,2016
5354,Mathew Nkhuwa,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/nkhuwa%25252C_matthew.jpg?itok=FYXW3nQ2,Chingola,Patriotic Front,PF,http://www.parliament.gov.zm/node/5354,"",1954-01-24,2016
5357,Chilombo Chali,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Chilombo%20Chali_0.JPG?itok=KY5jouBh,Nchanga,Patriotic Front,PF,http://www.parliament.gov.zm/node/5357,"",1959-11-15,2016
5360,Kampamba Mulenga Chilumba,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/chilumba%252C_kampamba_m.jpg?itok=ISBEAbq-,Kalulushi,Patriotic Front,PF,http://www.parliament.gov.zm/node/5360,"",1976-03-03,2016
5363,Elias Mutale Mwila,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mwila%25252C_elias_m.jpg?itok=E5EvuDjx,Chimwemwe,Independent,Independent,http://www.parliament.gov.zm/node/5363,"",1975-12-06,2016
5366,Elalio Musonda,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Elalio%20Musonda.JPG?itok=ad2gLvDV,Kamfinsa,Patriotic Front,PF,http://www.parliament.gov.zm/node/5366,"",1961-09-13,2016
5369,Joseph Malanji,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/malanji%252C_joseph.jpg?itok=BweQ5TLD,Kwacha,Patriotic Front,PF,http://www.parliament.gov.zm/node/5369,"",1965-08-28,2016
5372,Alexander Chiteme,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20A%20Chiteme.JPG?itok=fXuhGI2d,Nkana,Patriotic Front,PF,http://www.parliament.gov.zm/node/5372,"",1979-10-10,2016
5375,Pavyuma Kalobo,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/_MG_2210.jpg?itok=pznCrx1U,Wusakile,Independent,Independent,http://www.parliament.gov.zm/node/5375,"",1976-10-24,2016
5382,Leonard Kasandwe Fungulwe,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/fungulwe%252C_leonard_k.jpg?itok=YmMcVlZD,Lufwanyama,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5382,"",1975-03-25,2016
5385,Joseph Kabamba,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Joseph%20Kabamba.JPG?itok=qdBiyoWM,Kafulafuta,Patriotic Front,PF,http://www.parliament.gov.zm/node/5385,"",1969-08-18,2016
5390,Rasfold Bulaya,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/bulaya%252C_rasfold.jpg?itok=yXvaL_h6,Mpongwe,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5390,"",1963-08-12,2016
5391,Brian Mushimba,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Brian%20Mushimba.jpeg?itok=weKal40A,Kankoyo,Patriotic Front,PF,http://www.parliament.gov.zm/node/5391,bmushimba@parliament.gov.zm,1974-11-07,2016
5392,Anthony Chanda Mumba,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20A%20Chanda%20Mumba%20%281%29.JPG?itok=oDCcHGQq,Kantanshi,Independent,Independent,http://www.parliament.gov.zm/node/5392,"",1978-02-21,2016
5393,Evans I Chibanda,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/chibanda%252C_evans_i.jpg?itok=j3tjViU-,Mufulira,Patriotic Front,PF,http://www.parliament.gov.zm/node/5393,"",1969-02-15,2016
5394,Jonas Kamima Chanda,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/chanda%252C_jonas_k.jpg?itok=h-ZoJhxr,Bwana Mkubwa,Patriotic Front,PF,http://www.parliament.gov.zm/node/5394,"",1972-12-22,2016
5395,Frank Ng'ambi,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/ngambi%25252C_frank.jpg?itok=L37CPzG3,Chifubu,Patriotic Front,PF,http://www.parliament.gov.zm/node/5395,"",1961-08-11,2016
5396,Bowman Lusambo,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Bowman%20Lusambo.JPG?itok=N1RMUKkA,Kabushi,Patriotic Front,PF,http://www.parliament.gov.zm/node/5396,"",1976-12-09,2016
5397,Emmanuel Mulenga,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mulenga%252C_emmanuel.jpg?itok=40EU0ost,Ndola Central,Patriotic Front,PF,http://www.parliament.gov.zm/node/5397,"",1979-11-26,2016
5398,Salatiel Tembo,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/tembo%25252C_salatiel.jpg?itok=ymUwcvma,Chadiza,Patriotic Front,PF,http://www.parliament.gov.zm/node/5398,"",1957-09-29,2016
5418,Moses Mawere,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mawere%252C_moses.jpg?itok=A6Y_qWhI,Chipata Central,Patriotic Front,PF,http://www.parliament.gov.zm/node/5418,"",1980-03-14,2016
5423,Gerald Greenford Zimba,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/zimba%25252C_gerald_g.jpg?itok=whKd3Brt,Chasefu,Patriotic Front,PF,http://www.parliament.gov.zm/node/5423,"",1973-09-03,2016
5424,Pilila Mwanza Getrude Jere,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/jere%252C_pilila_g.m..jpg?itok=ZDASkY7-,Lumezi,Independent,Independent,http://www.parliament.gov.zm/node/5424,"",1957-07-27,2016
5425,Lawrence Nyirenda,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/nyirenda%25252C_lawrence.jpg?itok=m3XxHeNh,Lundazi,Independent,Independent,http://www.parliament.gov.zm/node/5425,"",1970-08-24,2016
5426,Makebi Zulu,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/zulu%25252C_makebi.jpg?itok=QajtABni,Malambo,Patriotic Front,PF,http://www.parliament.gov.zm/node/5426,"",1981-12-25,2016
5427,Olipa Mwansa Phiri,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/phiri%25252C_olipa_m.jpg?itok=NyHkiLpL,Nyimba,Patriotic Front,PF,http://www.parliament.gov.zm/node/5427,"",1967-11-10,2016
5428,Listed Nyalungale Tembo,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Listed%20Tembo.jpg?itok=IwoP1yHJ,Kaumbwe,Patriotic Front,PF,http://www.parliament.gov.zm/node/5428,"",1988-04-11,2016
