id,name,party,faction,term,image,area,birth_date,phone,email,source
151,Mirza Judith Arreaga Meza de Cardona,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/3C2D4A9C-5499-7A20-DD1B-07474A4E4EF3.jpg,Huehuetenango,1962-05-23,2244-7878 y 22301865 Ext .,marreaga@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=151
152,Edgar Aníbal Ávila García,PP,PP,7,http://www.congreso.gob.gt/manager/images/030B5DEB-ED68-AA21-3939-9D8D2D3912FA.jpg,Chimaltenango,1961-10-06,Ext 1211/1209,eavila@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=152
153,Delia Emilda Back Alvarado de Monte,UNE,LIDER,7,http://www.congreso.gob.gt/manager/images/5D7D62BE-8303-1F28-905C-0747797A8E65.jpg,Listado Nacional,1959-10-13,2244-7878 y 2220-4794 Ext 1274,dmonteback@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=153
153,Delia Emilda Bac Alvarado,UNE,AC,8,http://www.congreso.gob.gt/manager/images/5D7D62BE-8303-1F28-905C-0747797A8E65.jpg,Listado Nacional,1959-10-13,,dmonteback@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=153
154,Salvador Francisco Baldizón Méndez,UNE,LIDER,7,http://www.congreso.gob.gt/manager/images/CA00703F-E120-1F63-25FF-074811D2FE0F.jpg,Listado Nacional,1971-10-04,2244-7878 / 2244-7159 / 22203957 Ext 2459,sbaldizon@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=154
154,Salvador Francisco Baldizón Méndez,UNE,IND,8,http://www.congreso.gob.gt/manager/images/CA00703F-E120-1F63-25FF-074811D2FE0F.jpg,Distrito Guatemala,1971-10-04,,sbaldizon@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=154
156,Ricardo Antonio Saravia Torrebiarte,FRG,CREO,7,http://www.congreso.gob.gt/manager/images/203D1EFA-49BC-822A-028F-0748E7C0E851.jpg,Listado Nacional,1949-04-15,22205919/2220437 Ext 1230,rsaravia@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=156
157,Reynabel Estrada Roca,GANA,IND,7,http://www.congreso.gob.gt/manager/images/6B1A8FBC-67A4-77D0-14B9-074962573A64.jpg,Quiché,1964-01-31,22204525 Ext,restrada@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=157
158,Luis Alberto Contreras Colindres,GANA,PP,7,http://www.congreso.gob.gt/manager/images/06988526-F941-9C4F-2790-9D8F44DD9FA1.jpg,San Marcos,1950-02-07,Ext 2184/2185,lcontreras@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=158
158,Luis Alberto Contreras Colindres,GANA,Reformador,8,http://www.congreso.gob.gt/manager/images/06988526-F941-9C4F-2790-9D8F44DD9FA1.jpg,San Marcos,1950-01-10,,lcontreras@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=158
159,Carlos Santiago Nájera Sagastume,UNE,UNE,7,http://www.congreso.gob.gt/manager/images/1F656F9B-0C6A-29A4-5E75-E2841741E533.jpg,Jutiapa,1957-08-19,Ext 2414,cnajera@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=159
159,Carlos Santiago Nájera Sagastume,UNE,UNE,8,http://www.congreso.gob.gt/manager/images/1F656F9B-0C6A-29A4-5E75-E2841741E533.jpg,Jutiapa,1957-08-19,,cnajera@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=159
162,José Alfredo Cojtí Chiroy,PP,PP,7,http://www.congreso.gob.gt/manager/images/0BCB40A1-ABDB-1173-7744-9D8E7E6A2417.jpg,Chimaltenango,1958-10-23,Ext 1308/1309,jcojti@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=162
164,Mario Taracena Díaz-Sol,UNE,UNE,7,http://www.congreso.gob.gt/manager/images/ADFB7D80-3539-FC2C-78C7-0749F9834B50.jpg,Listado Nacional,1957-05-06,Ext 1425 / 1426 / 1169,mtaracena@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=164
164,Mario Taracena Díaz-Sol,UNE,UNE,8,http://www.congreso.gob.gt/manager/images/3D9EEC72-7621-052E-807F-D2F4632F78C7.png,Listado Nacional,1957-05-06,,mtaracena@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=164
168,Manuel Marcelino García Chutá,PU,PP,7,http://www.congreso.gob.gt/manager/images/432D493F-AF0D-7AE1-B0CF-074ACD1B600F.jpg,Sololá,1976-07-08,2244-7250 Ext 2565,mchuta@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=168
168,Manuel Marcelino García Chutá,PU,Reformador,8,http://www.congreso.gob.gt/manager/images/432D493F-AF0D-7AE1-B0CF-074ACD1B600F.jpg,Sololá,1976-07-08,,mchuta@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=168
172,Edwin Armando Martínez Herrera,"",IND,7,http://www.congreso.gob.gt/manager/images/0B459E53-BD99-8C36-B294-9D16517BA142.jpg,Huehuetenango,1960-01-29,22391045 Ext,emartinez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=172
173,Gudy Rivera Estrada,PP,PP,7,http://www.congreso.gob.gt/manager/images/13AD5821-170E-0C04-1B01-9DAA5E67A4E7.jpg,Distrito Guatemala,1967-07-10,Ext 2452/453,grivera@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=173
176,Juan Ramón Ponce Guay,GANA,LIDER,7,http://www.congreso.gob.gt/manager/images/3F3670C3-AC7A-3A7E-9FE8-9DEAF8C33F64.jpg,Alta Verapaz,1955-08-31,Ext 2369/2370/2388/2371,jponce@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=176
177,Oliverio García Rodas,PP,PP,7,http://www.congreso.gob.gt/manager/images/78F27DA7-AAC3-45DE-B8D2-074B76D36329.jpg,Listado Nacional,1947-05-13,2244-7878 Ext .,ogarcia@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=177
177,Oliverio García Rodas,PP,Reformador,8,http://www.congreso.gob.gt/manager/images/78F27DA7-AAC3-45DE-B8D2-074B76D36329.jpg,Listado Nacional,1947-05-13,,ogarcia@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=177
178,Roberto Kestler Velásquez,UNE,IND,7,http://www.congreso.gob.gt/manager/images/2F6B6B3B-DAF9-33AA-4713-074C074B9347.jpg,Chimaltenango,1954-05-23,22447016 Ext 2316,rkestler@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=178
178,Roberto Kestler Velásquez,UNE,TODOS,8,http://www.congreso.gob.gt/manager/images/2F6B6B3B-DAF9-33AA-4713-074C074B9347.jpg,Chimaltenango,1954-05-23,,rkestler@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=178
180,Leonardo Camey Curup,UNE,LIDER,7,http://www.congreso.gob.gt/manager/images/9663186A-34AF-62E8-A635-074C7B2D310D.jpg,Distrito Guatemala,1965-11-06,2244-7167 /22447162 Ext 2467/ 2462,lcamey@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=180
180,Leonardo Camey Curup,UNE,AC,8,http://www.congreso.gob.gt/manager/images/9663186A-34AF-62E8-A635-074C7B2D310D.jpg,Distrito Guatemala,1965-11-06,,lcamey@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=180
184,Ferdy Ramón Elías Velásquez,UNE,FCN,8,http://www.congreso.gob.gt/manager/images/356535CD-9268-4593-CDBD-1A74D9FAE606.jpg,Quiché,1976-07-07,,frelias@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=184
186,Manuel de Jesús Barquín Durán,GANA,LIDER,7,http://www.congreso.gob.gt/manager/images/D2173993-BE24-7138-1D7A-074CBB70C2BB.jpg,Listado Nacional,1953-08-30,2244-7878 Ext 1164,manuelbarquin1802@gmail.com,http://www.congreso.gob.gt/perfiles.php?id=186
187,Joel Rubén Martínez Herrera,PAN,LIDER,7,http://www.congreso.gob.gt/manager/images/1EA635B3-991E-BE7E-9315-9D18F6364170.jpg,Huehuetenango,1967-07-08,2244-7878 Ext 1128,jmartinezh@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=187
187,Joel Rubén Martínez Herrera,PAN,FCN,8,http://www.congreso.gob.gt/manager/images/1EA635B3-991E-BE7E-9315-9D18F6364170.jpg,Huehuetenango,1967-07-08,,jmartinezh@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=187
192,Pedro Muadi Menéndez,PP,IND,7,http://www.congreso.gob.gt/manager/images/9CB173B3-0E1F-2C4E-C947-074D3AD84B49.jpg,Listado Nacional,1961-08-29,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Pmuadi@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=192
193,Edgar Ajcip Tepeu,LIDER,IND,7,http://www.congreso.gob.gt/manager/images/28FD7EE5-107C-AD32-95EE-074DD15DAC39.jpg,Listado Nacional,1967-11-06,22447878 Ext,eajcip@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=193
194,Felipe Alejos Lorenzana,TODOS,IND,7,http://www.congreso.gob.gt/manager/images/E8750845-62FA-256C-7B96-55ABD2267634.png,Listado Nacional,1984-10-03,22447878 Ext 2406,falejos@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=194
194,Felipe Alejos Lorenzana,TODOS,TODOS,8,http://www.congreso.gob.gt/manager/images/E8750845-62FA-256C-7B96-55ABD2267634.png,Listado Nacional,1984-10-03,,falejos@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=194
195,Luis Pedro Álvarez Morales,EG,EG,7,http://www.congreso.gob.gt/manager/images/A73BA067-CE52-26C7-4A26-0769180C2145.jpg,Distrito Central,1974-12-21,2244-7120 2220-5618 Ext 2420,lalvarezm@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=195
195,Luis Pedro Álvarez Morales,EG,EG,8,http://www.congreso.gob.gt/manager/images/A73BA067-CE52-26C7-4A26-0769180C2145.jpg,Distrito Central,1974-12-21,,lalvarezm@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=195
196,Emilennee Mazariegos,PP,PP,7,http://www.congreso.gob.gt/manager/images/54F103EE-316D-268D-8280-07B84A019F8A.jpg,Huehuetenango,1980-01-03,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,gaquino@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=196
197,Ronald Estuardo Arango Ordóñez,UNE,IND,7,http://www.congreso.gob.gt/manager/images/751A8A42-8C14-EB38-62E0-07B8A002A416.jpg,Distrito Central,1972-08-21,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,rarango@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=197
197,Ronald Estuardo Arango Ordóñez,UNE,TODOS,8,http://www.congreso.gob.gt/manager/images/751A8A42-8C14-EB38-62E0-07B8A002A416.jpg,Distrito Central,1972-08-21,,rarango@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=197
199,Luis Adolfo Balcarcel Cuellar,PP,LIDER,7,http://www.congreso.gob.gt/manager/images/A0CE7954-4FED-24F6-E37B-07B8F8B01CCE.jpg,Distrito Guatemala,1961-05-30,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Lbalcarcel@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=199
2,José Roberto Alejos Cámbara,UNE,IND,7,http://www.congreso.gob.gt/manager/images/2D0CE5CF-4AA6-7B3D-88A5-52180B8BAFA0.jpg,Listado Nacional,1960-10-08,22447878 Ext 2407,jalejos@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=2
200,Carlos Alberto Barreda Taracena,UNE,UNE,7,http://www.congreso.gob.gt/manager/images/8B6398E0-BFFA-324F-E7BC-07B9D7886F1B.jpg,Escuintla,1971-08-08,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Cbarreda@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=200
200,Carlos Alberto Barreda Taracena,UNE,UNE,8,http://www.congreso.gob.gt/manager/images/8B6398E0-BFFA-324F-E7BC-07B9D7886F1B.jpg,Listado Nacional,1971-08-08,,Cbarreda@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=200
201,Carlos Arturo Batres Rivera,PP,IND,7,http://www.congreso.gob.gt/manager/images/36D25D29-EE2A-AF12-7DF4-07BA49DB814A.jpg,Quiché,1951-01-20,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Cbatres@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=201
202,Juan Carlos Bautista Mejía,CREO,CREO,7,http://www.congreso.gob.gt/manager/images/604BBD27-3614-B39C-C794-07BA8B7B4999.jpg,Distrito Guatemala,1966-08-19,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jbautista@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=202
202,Juan Carlos Bautista Mejía,CREO,CREO,8,http://www.congreso.gob.gt/manager/images/604BBD27-3614-B39C-C794-07BA8B7B4999.jpg,Distrito Guatemala,1966-08-19,,Jbautista@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=202
203,Dalio José Berreondo Zavala,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/70B97E62-5349-2D99-3421-07BAE2657870.jpg,Quiché,1976-02-12,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Dberreondo@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=203
203,Dalio José Berreondo Zavala,LIDER,UNE,8,http://www.congreso.gob.gt/manager/images/70B97E62-5349-2D99-3421-07BAE2657870.jpg,Quiché,1976-02-12,,Dberreondo@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=203
204,Orlando Joaquín Blanco Lapola,UNE,UNE,7,http://www.congreso.gob.gt/manager/images/02F5E6B2-99C4-1952-31C8-07BB153EB958.jpg,Distrito Guatemala,1968-06-10,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Oblanco@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=204
204,Orlando Joaquín Blanco Lapola,UNE,UNE,8,http://www.congreso.gob.gt/manager/images/02F5E6B2-99C4-1952-31C8-07BB153EB958.jpg,Listado Nacional,1968-06-10,,Oblanco@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=204
205,Jean Paul Briere Samayoa,CREO,IND,7,http://www.congreso.gob.gt/manager/images/818C940B-CDE9-8297-201D-07BB550B915A.jpg,Distrito Central,1974-10-25,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jbriere@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=205
205,Jean Paul Briere Samayoa,CREO,TODOS,8,http://www.congreso.gob.gt/manager/images/818C940B-CDE9-8297-201D-07BB550B915A.jpg,Listado Nacional,1974-10-25,,Jbriere@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=205
207,Aracely Chavarría Cabrera de Recinos,PP,PP,7,http://www.congreso.gob.gt/manager/images/B23043F5-B5B5-73DC-8D8B-07BB94B7966E.jpg,Santa Rosa,1962-01-01,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,a@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=207
207,Aracely Chavarría Cabrera de Recinos,PP,Reformador,8,http://www.congreso.gob.gt/manager/images/B23043F5-B5B5-73DC-8D8B-07BB94B7966E.jpg,Santa Rosa,1962-01-01,,Achavarra@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=207
208,César Arnulfo Duarte Soto,LIDER,UNE,7,http://www.congreso.gob.gt/manager/images/C5E78491-9DF1-D8FE-BBDA-07BC1005330A.jpg,Escuintla,1961-12-12,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Cduarte@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=208
209,José David Echevarría Díaz,TODOS,LIDER,7,http://www.congreso.gob.gt/manager/images/191C19AF-6296-BE9F-6C8A-07BC528FC0C4.jpg,Suchitepéquez,1976-03-01,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jecheverria@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=209
210,Felipe Jesús Cal Lem,PP,UNE,7,http://www.congreso.gob.gt/manager/images/17A2BC00-8DD7-3311-15DD-07BD8EB435A8.jpg,Alta Verapaz,1961-02-05,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Fcal@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=210
210,Felipe Jesús Cal Lem,PP,UNE,8,http://www.congreso.gob.gt/manager/images/17A2BC00-8DD7-3311-15DD-07BD8EB435A8.jpg,Alta Verapaz,1961-02-05,,Fcal@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=210
211,Mynor Enrique Cappa Rosales,PP,IND,7,http://www.congreso.gob.gt/manager/images/31A4F6DA-8797-15AE-785D-07BDCC5B44CF.jpg,Izabal,1964-03-02,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Mcappa@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=211
211,Mynor Enrique Cappa Rosales,PP,IND,8,http://www.congreso.gob.gt/manager/images/31A4F6DA-8797-15AE-785D-07BDCC5B44CF.jpg,Izabal,1964-03-02,,Mcappa@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=211
212,Edín Leonel Casasola Martínez,UNE,LIDER,7,http://www.congreso.gob.gt/manager/images/9C3BDDAF-AED7-6B07-48F0-07BE0233BF9E.jpg,Baja Verapaz,1960-08-09,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Ecasasola@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=212
212,Edin Leonel Casasola Martínez,UNE,FCN,8,http://www.congreso.gob.gt/manager/images/9C3BDDAF-AED7-6B07-48F0-07BE0233BF9E.jpg,Baja Verapaz,1960-08-09,,Ecasasola@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=212
213,Boris Roberto España Cáceres,PP,PP,7,http://www.congreso.gob.gt/manager/images/08CBFC8C-A4DB-02D2-29E3-07BE38C13486.jpg,Chiquimula,1973-01-20,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,a@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=213
213,Boris Roberto España Cáceres,PP,Reformador,8,http://www.congreso.gob.gt/manager/images/08CBFC8C-A4DB-02D2-29E3-07BE38C13486.jpg,Chiquimula,1973-01-20,,bcaceres@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=213
214,Mario Alejandro Estrada Ruano,UCN,UCN,7,http://www.congreso.gob.gt/manager/images/38CD46A3-B4C5-3F6B-2FDF-C2FD8F450014.jpg,Listado Nacional,1989-03-24,22447878 Ext 1123 y 1297,Mestradar@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=214
215,Estuardo Ernesto Galdámez Juárez,PP,PP,7,http://www.congreso.gob.gt/manager/images/C4C96D2C-425D-0958-779C-07BEEB997708.jpg,Quiché,1966-02-09,. Ext .,egaldamez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=215
215,Estuardo Ernesto Galdámez Juárez,PP,FCN,8,http://www.congreso.gob.gt/manager/images/C4C96D2C-425D-0958-779C-07BEEB997708.jpg,Quiché,1966-02-09,,egaldamez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=215
216,Oscar Stuardo Chinchilla Guzmán,CREO,CREO,7,http://www.congreso.gob.gt/manager/images/FE188AB1-9B5E-F60B-274A-07BF2D9DD394.jpg,Distrito Guatemala,1969-10-21,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,ochinchilla@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=216
216,Oscar Stuardo Chinchilla Guzmán,CREO,CREO,8,http://www.congreso.gob.gt/manager/images/F5A93C6B-6D5F-C313-B292-4A1B2FDFF578.jpg,Distrito Guatemala,1969-10-21,,ochinchilla@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=216
217,Gustavo Adolfo Echeverría Mayorga,PP,UNE,7,http://www.congreso.gob.gt/manager/images/AF5847AA-5E7C-4DBD-C5EB-07C26CEDA7CE.jpg,Zacapa,2012-01-14,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Gecheverria@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=217
