id,name__bg,name__pt,name__en,name__de,name__nb,name__da,name__nn,name__sv,name,wikipedia__bg,wikipedia__pt,gender,given_name,original_wikiname,name__es,name__nl,name__fr,wikipedia__commons,wikipedia__en,wikipedia__es,birth_date,identifier__freebase,image,name__it,name__pt_br,wikipedia__de,wikipedia__fr,name__tw,name__la,name__war,wikipedia__it,wikipedia__la,wikipedia__tw,wikipedia__war,identifier__VIAF,name__he,name__yue,wikipedia__he,wikipedia__zh_yue,website,family_name,identifier__BNF,identifier__SUDOC,identifier__FAST,name__eo,wikipedia__eo,name__pl,wikipedia__pl,wikipedia__sv,wikipedia__ptwikiquote,identifier__LCAuth,name__ru,name__yo,wikipedia__ru,wikipedia__yo,name__fa,wikipedia__fa,name__ca,name__gl,name__ja,name__fi,name__cs,wikipedia__cs,wikipedia__fi,wikipedia__ja,wikipedia__no,name__eml,name__lmo,wikipedia__eml,wikipedia__gl,wikipedia__lmo,identifier__IMDB,identifier__MusicBrainz,name__sw,wikipedia__nl,wikipedia__simple,wikipedia__sw,identifier__ISNI,identifier__GND,identifier__allmovie,name__el,name__hu,last_seen,name__ko,twitter,instagram,name__sco,wikipedia__sco,wikipedia__eowikiquote,second_surname,name__zh,name__ro,name__id,name__lt,name__ar,wikipedia__ar,wikipedia__ca,wikipedia__id,wikipedia__lt,wikipedia__ro,name__cy,death_date,name__mwl,wikipedia__mwl,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__qu,name__be,name__lv,name__bn,name__vi,name__sk,name__mn,name__sr_el,name__sr_ec,name__tr,name__th,name__uk,name__sl,name__sgs,name__ka,name__az,name__hr,name__sr,name__br,name__mg,name__sh,name__io,name__de_ch,name__en_ca,name__en_gb,name__hy,name__ms,wikipedia__az,wikipedia__bat_smg,wikipedia__be,wikipedia__bn,wikipedia__br,wikipedia__cswikiquote,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__eswikiquote,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__io,wikipedia__itwikiquote,wikipedia__ka,wikipedia__ko,wikipedia__lv,wikipedia__mg,wikipedia__mn,wikipedia__ms,wikipedia__nn,wikipedia__plwikiquote,wikipedia__qu,wikipedia__sh,wikipedia__sk,wikipedia__sl,wikipedia__slwikiquote,wikipedia__sr,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,facebook,name__af,name__an,name__ast,name__bar,name__bm,name__co,name__de_at,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__BNE,identifier__filmportal_de,identifier__OLID,identifier__AlloCine,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__DNF,identifier__NNDB,wikipedia__hywikiquote,occupation,wikipedia__et,name__is,identifier__quora,identifier__google_knowledge,identifier__songkick,wikipedia__mk,name__mk
Q10265823,,Devanir Ribeiro,Devanir Ribeiro,,,,,,Devanir Ribeiro,,Devanir Ribeiro,male,,Devanir Ribeiro,,,,Category:Devanir Ribeiro,,,1944-02-02,,,Devanir Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10266194,,Diego Andrade,Diego Andrade,Diego Andrade,Diego Andrade,Diego Andrade,Diego Andrade,Diego Andrade,Diego Andrade,,Diego Andrade,male,Diego,Diego Andrade,,,Diego Andrade,,,,1977-08-07,,,Diego Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q10266351,,Dimas Fabiano Toledo Junior,Dimas Fabiano Toledo Junior,Dimas Fabiano Toledo Junior,Dimas Fabiano Toledo Junior,Dimas Fabiano Toledo Junior,Dimas Fabiano Toledo Junior,Dimas Fabiano Toledo Junior,Dimas Fabiano Toledo Junior,,Dimas Fabiano Toledo Junior,male,Dyzma,Dimas Fabiano Toledo Junior,,,Dimas Fabiano Toledo Junior,,,,1973-05-23,,https://upload.wikimedia.org/wikipedia/commons/6/69/Bandeira_de_Varginha_(Minas_Gerais).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q10266357,,Dimas Ramalho,Dimas Ramalho,Dimas Ramalho,Dimas Ramalho,Dimas Ramalho,Dimas Ramalho,Dimas Ramalho,Dimas Ramalho,,Dimas Ramalho,male,Dyzma,Dimas Eduardo Ramalho,,,Dimas Ramalho,,,,1954-08-13,,,Dimas Ramalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q10268047,,Domingos Dutra,Domingos Dutra,Domingos Dutra,Domingos Dutra,Domingos Dutra,Domingos Dutra,Domingos Dutra,Domingos Dutra,,Domingos Dutra,male,Domingos,Domingos Dutra,,Domingos Dutra,Domingos Dutra,,Domingos Dutra,,1956-03-20,,https://upload.wikimedia.org/wikipedia/commons/d/d0/Domingos_dutra.jpg,Domingos Dutra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,
Q10268117,,Domingos Savio,Domingos Savio,Domingos Savio,,,,,Domingos Savio,,Domingos Savio (político),male,Domingos,Domingos Savio (político),,,Domingos Savio,,,,1957-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q10268559,,Dr. Rosinha,Dr. Rosinha,,Dr. Rosinha,Dr. Rosinha,Dr. Rosinha,Dr. Rosinha,Dr. Rosinha,,Dr. Rosinha,male,,Florisvaldo Fier,,,Dr. Rosinha,Category:Dr. Rosinha,,,1950-11-12,,https://upload.wikimedia.org/wikipedia/commons/5/55/Dr_rosinha.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q10268879,,Duarte Nogueira,Duarte Nogueira,Duarte Nogueira,Duarte Nogueira,Duarte Nogueira,Duarte Nogueira,Duarte Nogueira,Duarte Nogueira,,Duarte Nogueira,male,Duarte,Antônio Duarte Nogueira Júnior,,,Duarte Nogueira,,,,1964-05-16,,https://upload.wikimedia.org/wikipedia/commons/4/44/Duarte_nogueira.jpg,Duarte Nogueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q10269285,,Décio Nery de Lima,Décio Nery de Lima,Décio Nery de Lima,,,,,Décio Nery de Lima,,Décio Nery de Lima,male,Décio,Décio Nery de Lima,,,Décio Nery de Lima,,,,1960-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q10270438,,Edmar Arruda,Edmar Arruda,Edmar Arruda,Edmar Arruda,Edmar Arruda,Edmar Arruda,Edmar Arruda,Edmar Arruda,,Edmar Arruda,male,Edmar,Edmar Arruda,,,Edmar Arruda,,,,1959-09-26,,https://upload.wikimedia.org/wikipedia/commons/2/26/Edmar_Arruda.PNG,Edmar Arruda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q10270516,,Edson Bez de Oliveira,Edson Bez de Oliveira,Edson Bez de Oliveira,,,,,Edson Bez de Oliveira,,Edson Bez de Oliveira,male,Edson,Edson Bez de Oliveira,,,Edson Bez de Oliveira,,,,1950-03-06,,,Edson Bez de Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q10270522,,Edson Coelho Araújo,Edson Coelho Araújo,Edson Coelho Araújo,,,,,Edson Coelho Araújo,,Edson Coelho Araújo,male,Edson,Edinho Araújo,,,,Category:Edinho Araújo,,,1949-07-30,,https://upload.wikimedia.org/wikipedia/commons/f/f8/Edinho_Araújo-2015_02_24.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10270531,,Edson Ezequiel de Matos,Edson Ezequiel de Matos,Edson Ezequiel de Matos,,,,,Edson Ezequiel de Matos,,Edson Ezequiel de Matos,male,Edson,Edson Ezequiel de Matos,,,Edson Ezequiel de Matos,,,,1945-07-13,,,Edson Ezequiel de Matos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q10270536,,Edson Giroto,Edson Giroto,Edson Giroto,Edson Giroto,Edson Giroto,Edson Giroto,Edson Giroto,Edson Giroto,,Edson Giroto,male,Edson,Edson Giroto,,,Edson Giroto,,,,1959-09-23,,https://upload.wikimedia.org/wikipedia/commons/0/08/Giroto.jpg,Edson Giroto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q10270551,,Edson Pimenta,Edson Pimenta,Edson Pimenta,Edson Pimenta,Edson Pimenta,Edson Pimenta,Edson Pimenta,Edson Pimenta,,Edson Pimenta,male,Edson,Edson Pimenta,,,Edson Pimenta,,,,1963-12-11,,https://upload.wikimedia.org/wikipedia/commons/8/84/Deputado_Edson_Pimenta.jpg,Edson Pimenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q10270649,,Eduardo Cury,Eduardo Cury,Eduardo Cury,Eduardo Cury,Eduardo Cury,Eduardo Cury,Eduardo Cury,Eduardo Cury,,Eduardo Cury,male,Eduardo,Eduardo Cury,,Eduardo Cury,Eduardo Cury,,,,1963-09-19,,https://upload.wikimedia.org/wikipedia/commons/3/35/Deputado_Federal_Eduardo_Cury.jpg,,,,,,,,,,,,,,,,,,,,,,,,Eduardo Cury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,
Q10270650,Едуардо Куня,Eduardo Cunha,Eduardo Cunha,Eduardo Cunha,Eduardo Cunha,Eduardo Cunha,Eduardo Cunha,Eduardo Cunha,Eduardo Cunha,Едуардо Куня,Eduardo Cunha,male,Eduardo,Eduardo Cosentino da Cunha,Eduardo Cunha,Eduardo Cunha,Eduardo Cunha,Category:Eduardo Cunha,Eduardo Cunha,Eduardo Cunha,1958-09-20,,https://upload.wikimedia.org/wikipedia/commons/6/61/Eduardo_Cunha.jpg,,Eduardo Cunha,Eduardo Cunha,Eduardo Cunha,,,,,,,,,,,,,,,,,,,,Eduardo Cunha,,,Eduardo Cunha,,,,,,ادواردو کانها,ادواردو کانها,,,カルロス・エドゥアルド・クーニャ・ダ・ヴェイラ,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduardo Cunha,,,,愛德華多·阿爾維斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduardo Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,Eduardo Cunha,,Eduardo-Cunha-5,,,,
