id,party_id,party,constituency,birth_date,gender,name,family_name,given_name,sort_name,website,email,facebook,twitter,linkedin,image,source,start_date,end_date,term,substitute,death_date,identifier__riksdagen
0905637653912,S,Socialdemokraterna,Skåne läns södra,1956,female,Kerstin Nilsson,Nilsson,Kerstin,Kerstin,http://www.socialdemokraterna.se/kerstinnilsson,kerstin.nilsson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0905637653912_max.jpg,http://data.riksdagen.se/person/0905637653912,2014-09-29,2018-09-24,2014,,,0905637653912
0905637653912,S,Socialdemokraterna,Skåne läns södra,1956,female,Kerstin Nilsson,Nilsson,Kerstin,Kerstin,http://www.socialdemokraterna.se/kerstinnilsson,kerstin.nilsson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0905637653912_max.jpg,http://data.riksdagen.se/person/0905637653912,2010-10-04,2014-09-29,2010,,,0905637653912
0638497389621,SD,Sverigedemokraterna,Stockholms län,1980,female,Julia Kronlid,Kronlid,Julia,Julia,"",julia.kronlid@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0638497389621_max.jpg,http://data.riksdagen.se/person/0638497389621,2014-09-29,2018-09-24,2014,,,0638497389621
0638497389621,SD,Sverigedemokraterna,Stockholms län,1980,female,Julia Kronlid,Kronlid,Julia,Julia,"",julia.kronlid@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0638497389621_max.jpg,http://data.riksdagen.se/person/0638497389621,2013-09-25,2014-09-29,2010,,,0638497389621
0638497389621,SD,Sverigedemokraterna,Stockholms län,1980,female,Julia Kronlid,Kronlid,Julia,Julia,"",julia.kronlid@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0638497389621_max.jpg,http://data.riksdagen.se/person/0638497389621,2011-04-18,2013-03-10,2010,,,0638497389621
0638497389621,SD,Sverigedemokraterna,Stockholms län,1980,female,Julia Kronlid,Kronlid,Julia,Julia,"",julia.kronlid@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0638497389621_max.jpg,http://data.riksdagen.se/person/0638497389621,2010-10-04,2010-10-11,2010,,,0638497389621
0232670694320,M,Moderata samlingspartiet,Skåne läns södra,1987,male,Gustav Schyllert,Schyllert,Gustav,Gustav,"",gustav.schyllert@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0232670694320_max.jpg,http://data.riksdagen.se/person/0232670694320,2014-03-31,2014-05-23,2010,Linda Wemmert,,0232670694320
0232670694320,M,Moderata samlingspartiet,Skåne läns södra,1987,male,Gustav Schyllert,Schyllert,Gustav,Gustav,"",gustav.schyllert@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0232670694320_max.jpg,http://data.riksdagen.se/person/0232670694320,2013-10-14,2014-03-23,2010,Linda Wemmert,,0232670694320
0783865993627,M,Moderata samlingspartiet,Skåne läns södra,1974,male,Tomas Avenborg,Avenborg,Tomas,Tomas,"",tomas.avenborg@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0783865993627_max.jpg,http://data.riksdagen.se/person/0783865993627,2012-03-12,2012-06-22,2010,Linda Wemmert,,0783865993627
0783865993627,M,Moderata samlingspartiet,Skåne läns södra,1974,male,Tomas Avenborg,Avenborg,Tomas,Tomas,"",tomas.avenborg@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0783865993627_max.jpg,http://data.riksdagen.se/person/0783865993627,2011-10-10,2011-12-23,2010,Linda Wemmert,,0783865993627
0783865993627,M,Moderata samlingspartiet,Skåne läns södra,1974,male,Tomas Avenborg,Avenborg,Tomas,Tomas,"",tomas.avenborg@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0783865993627_max.jpg,http://data.riksdagen.se/person/0783865993627,2011-01-11,2011-03-04,2010,Anders Hansson,,0783865993627
0655418111118,S,Socialdemokraterna,Skåne läns södra,1957,female,Laila Olsen,Olsen,Laila,Laila,"",laila.olsen@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0655418111118_max.jpg,http://data.riksdagen.se/person/0655418111118,2011-03-01,2011-06-17,2010,Morgan Johansson,,0655418111118
03856618629,M,Moderata samlingspartiet,Skåne läns södra,1977,female,Linda Wemmert,Wemmert,Linda,Linda,"",linda.wemmert@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/03856618629_max.jpg,http://data.riksdagen.se/person/03856618629,2014-05-24,2014-09-29,2010,,,03856618629
03856618629,M,Moderata samlingspartiet,Skåne läns södra,1977,female,Linda Wemmert,Wemmert,Linda,Linda,"",linda.wemmert@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/03856618629_max.jpg,http://data.riksdagen.se/person/03856618629,2014-03-24,2014-03-30,2010,,,03856618629
03856618629,M,Moderata samlingspartiet,Skåne läns södra,1977,female,Linda Wemmert,Wemmert,Linda,Linda,"",linda.wemmert@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/03856618629_max.jpg,http://data.riksdagen.se/person/03856618629,2012-06-23,2013-10-13,2010,,,03856618629
03856618629,M,Moderata samlingspartiet,Skåne läns södra,1977,female,Linda Wemmert,Wemmert,Linda,Linda,"",linda.wemmert@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/03856618629_max.jpg,http://data.riksdagen.se/person/03856618629,2011-12-24,2012-03-11,2010,,,03856618629
03856618629,M,Moderata samlingspartiet,Skåne läns södra,1977,female,Linda Wemmert,Wemmert,Linda,Linda,"",linda.wemmert@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/03856618629_max.jpg,http://data.riksdagen.se/person/03856618629,2011-01-11,2011-10-09,2010,,,03856618629
03856618629,M,Moderata samlingspartiet,Skåne läns södra,1977,female,Linda Wemmert,Wemmert,Linda,Linda,"",linda.wemmert@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/03856618629_max.jpg,http://data.riksdagen.se/person/03856618629,2011-01-10,2011-01-10,2010,Anders Hansson,,03856618629
0341628241813,S,Socialdemokraterna,Skåne läns södra,1958,female,Marianne Pettersson,Pettersson,Marianne,Marianne,"",marianne.pettersson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0341628241813_max.jpg,http://data.riksdagen.se/person/0341628241813,2014-10-03,2018-09-24,2014,Morgan Johansson,,0341628241813
0534948028412,KD,Kristdemokraterna,Skåne läns södra,1958,male,Magnus Sjödahl,Sjödahl,Magnus,Magnus,"",magnus.sjodahl@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0534948028412_max.jpg,http://data.riksdagen.se/person/0534948028412,2013-02-22,2014-09-29,2010,,,0534948028412
0831636664429,SD,Sverigedemokraterna,Värmlands län,1977,male,Mattias Karlsson,Karlsson,Mattias,Mattias,http://sverigedemokraterna.se/mattias-karlsson,mattias.karlsson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0831636664429_max.jpg,http://data.riksdagen.se/person/0831636664429,2014-09-29,2018-09-24,2014,,,0831636664429
0831636664429,SD,Sverigedemokraterna,Värmlands län,1977,male,Mattias Karlsson,Karlsson,Mattias,Mattias,http://sverigedemokraterna.se/mattias-karlsson,mattias.karlsson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0831636664429_max.jpg,http://data.riksdagen.se/person/0831636664429,2010-10-04,2014-09-29,2010,,,0831636664429
0199751900210,S,Socialdemokraterna,Skåne läns norra och östra,1965,female,Annelie Karlsson,Karlsson,Annelie,Annelie,http://www.socialdemokraterna.se/anneliekarlsson,annelie.karlsson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0199751900210_max.jpg,http://data.riksdagen.se/person/0199751900210,2014-09-29,2018-09-24,2014,,,0199751900210
0199751900210,S,Socialdemokraterna,Skåne läns norra och östra,1965,female,Annelie Karlsson,Karlsson,Annelie,Annelie,http://www.socialdemokraterna.se/anneliekarlsson,annelie.karlsson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0199751900210_max.jpg,http://data.riksdagen.se/person/0199751900210,2010-10-04,2014-09-29,2010,,,0199751900210
0538777624511,M,Moderata samlingspartiet,Skåne läns norra och östra,1955,male,Christer Akej,Akej,Christer,Christer,http://www.skanemoderaterna.se/caj,christer.akej@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0538777624511_max.jpg,http://data.riksdagen.se/person/0538777624511,2010-10-04,2014-09-29,2010,,,0538777624511
0442629549320,S,Socialdemokraterna,Hallands län,1985,male,Adnan Dibrani,Dibrani,Adnan,Adnan,http://www.socialdemokraterna.se/adnandibrani,adnan.dibrani@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0442629549320_max.jpg,http://data.riksdagen.se/person/0442629549320,2014-09-29,2018-09-24,2014,,,0442629549320
0442629549320,S,Socialdemokraterna,Hallands län,1985,male,Adnan Dibrani,Dibrani,Adnan,Adnan,http://www.socialdemokraterna.se/adnandibrani,adnan.dibrani@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0442629549320_max.jpg,http://data.riksdagen.se/person/0442629549320,2010-10-04,2014-09-29,2010,,,0442629549320
0176437434123,M,Moderata samlingspartiet,Hallands län,1981,female,Jenny Petersson,Petersson,Jenny,Jenny,http://www.jennypetersson.se/,jenny.petersson@riksdagen.se,"",http://twitter.com/jennypetersson,"",http://data.riksdagen.se/filarkiv/bilder/ledamot/0176437434123_max.jpg,http://data.riksdagen.se/person/0176437434123,2015-03-30,2018-09-24,2014,,,0176437434123
0176437434123,M,Moderata samlingspartiet,Hallands län,1981,female,Jenny Petersson,Petersson,Jenny,Jenny,http://www.jennypetersson.se/,jenny.petersson@riksdagen.se,"",http://twitter.com/jennypetersson,"",http://data.riksdagen.se/filarkiv/bilder/ledamot/0176437434123_max.jpg,http://data.riksdagen.se/person/0176437434123,2014-09-29,2014-11-02,2014,,,0176437434123
0176437434123,M,Moderata samlingspartiet,Hallands län,1981,female,Jenny Petersson,Petersson,Jenny,Jenny,http://www.jennypetersson.se/,jenny.petersson@riksdagen.se,"",http://twitter.com/jennypetersson,"",http://data.riksdagen.se/filarkiv/bilder/ledamot/0176437434123_max.jpg,http://data.riksdagen.se/person/0176437434123,2010-10-04,2014-09-29,2010,,,0176437434123
0934639939611,C,Centerpartiet,Hallands län,1960,male,Ola Johansson,Johansson,Ola,Ola,http://www.olajohansson.blogspot.com,ola.johansson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0934639939611_max.jpg,http://data.riksdagen.se/person/0934639939611,2014-09-29,2018-09-24,2014,,,0934639939611
0934639939611,C,Centerpartiet,Hallands län,1960,male,Ola Johansson,Johansson,Ola,Ola,http://www.olajohansson.blogspot.com,ola.johansson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0934639939611_max.jpg,http://data.riksdagen.se/person/0934639939611,2014-04-18,2014-09-29,2010,,,0934639939611
0934639939611,C,Centerpartiet,Hallands län,1960,male,Ola Johansson,Johansson,Ola,Ola,http://www.olajohansson.blogspot.com,ola.johansson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0934639939611_max.jpg,http://data.riksdagen.se/person/0934639939611,2010-10-04,2014-03-09,2010,,,0934639939611
0236051814311,SD,Sverigedemokraterna,Gävleborgs län,1965,male,Mikael Jansson,Jansson,Mikael,Mikael,"",mikael.jansson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0236051814311_max.jpg,http://data.riksdagen.se/person/0236051814311,2014-09-29,2018-09-24,2014,,,0236051814311
0236051814311,SD,Sverigedemokraterna,Gävleborgs län,1965,male,Mikael Jansson,Jansson,Mikael,Mikael,"",mikael.jansson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0236051814311_max.jpg,http://data.riksdagen.se/person/0236051814311,2010-10-04,2014-09-29,2010,,,0236051814311
0381918573217,M,Moderata samlingspartiet,Hallands län,1957,male,Michael Svensson,Svensson,Michael,Michael,"",michael.svensson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0381918573217_max.jpg,http://data.riksdagen.se/person/0381918573217,2014-09-29,2018-09-24,2014,,,0381918573217
0381918573217,M,Moderata samlingspartiet,Hallands län,1957,male,Michael Svensson,Svensson,Michael,Michael,"",michael.svensson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0381918573217_max.jpg,http://data.riksdagen.se/person/0381918573217,2010-10-04,2014-09-29,2010,,,0381918573217
0139948283718,MP,Miljöpartiet de gröna,Hallands län,1957,female,Agneta Börjesson,Börjesson,Agneta,Agneta,http://www.mp.se/om/agneta-borjesson,agneta.borjesson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0139948283718_max.jpg,http://data.riksdagen.se/person/0139948283718,2014-09-29,2018-09-24,2014,,,0139948283718
0139948283718,MP,Miljöpartiet de gröna,Hallands län,1957,female,Agneta Börjesson,Börjesson,Agneta,Agneta,http://www.mp.se/om/agneta-borjesson,agneta.borjesson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0139948283718_max.jpg,http://data.riksdagen.se/person/0139948283718,2010-10-04,2014-09-29,2010,,,0139948283718
0119766779312,C,Centerpartiet,Hallands län,1953,female,Helén Andersson,Andersson,Helén,Helén,"",helen.andersson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0119766779312_max.jpg,http://data.riksdagen.se/person/0119766779312,2014-03-10,2014-04-17,2010,Ola Johansson,,0119766779312
08188046917,M,Moderata samlingspartiet,Göteborgs kommun,1957,female,Susanna Haby,Haby,Susanna,Susanna,"",susanna.haby@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/08188046917_max.jpg,http://data.riksdagen.se/person/08188046917,2010-10-04,2014-09-29,2010,,,08188046917
083921164513,M,Moderata samlingspartiet,Göteborgs kommun,1966,male,Abdirizak Waberi,Waberi,Abdirizak,Abdirizak,http://www.waberi.se,abdirizak.waberi@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/083921164513_max.jpg,http://data.riksdagen.se/person/083921164513,2010-10-04,2014-09-29,2010,,,083921164513
082878762718,C,Centerpartiet,Västra Götalands läns östra,1957,male,Anders Flanking,Flanking,Anders,Anders,"",anders.flanking@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/082878762718_max.jpg,http://data.riksdagen.se/person/082878762718,2010-10-04,2011-10-11,2010,,,082878762718
0662364517619,S,Socialdemokraterna,Malmö kommun,1972,male,Luciano Astudillo,Astudillo,Luciano,Luciano,http://www.socialdemokraterna.se/lucianoastudillo,luciano.astudillo@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0662364517619_max.jpg,http://data.riksdagen.se/person/0662364517619,2010-12-01,2011-06-30,2010,Hillevi Larsson,,0662364517619
0662364517619,S,Socialdemokraterna,Malmö kommun,1972,male,Luciano Astudillo,Astudillo,Luciano,Luciano,http://www.socialdemokraterna.se/lucianoastudillo,luciano.astudillo@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0662364517619_max.jpg,http://data.riksdagen.se/person/0662364517619,2006-10-02,2010-10-04,2006,,,0662364517619
0662364517619,S,Socialdemokraterna,Malmö kommun,1972,male,Luciano Astudillo,Astudillo,Luciano,Luciano,http://www.socialdemokraterna.se/lucianoastudillo,luciano.astudillo@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0662364517619_max.jpg,http://data.riksdagen.se/person/0662364517619,2004-11-01,2006-10-02,2002,"",,0662364517619
0662364517619,S,Socialdemokraterna,Malmö kommun,1972,male,Luciano Astudillo,Astudillo,Luciano,Luciano,http://www.socialdemokraterna.se/lucianoastudillo,luciano.astudillo@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0662364517619_max.jpg,http://data.riksdagen.se/person/0662364517619,2002-12-21,2004-10-31,2002,Lars-Erik Lövdén,,0662364517619
0662364517619,S,Socialdemokraterna,Malmö kommun,1972,male,Luciano Astudillo,Astudillo,Luciano,Luciano,http://www.socialdemokraterna.se/lucianoastudillo,luciano.astudillo@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0662364517619_max.jpg,http://data.riksdagen.se/person/0662364517619,2002-09-30,2002-11-04,2002,Lars-Erik Lövdén,,0662364517619
0222234581210,C,Centerpartiet,Västra Götalands läns södra,1972,male,Claes Västerteg,Västerteg,Claes,Claes,http://www.centerpartiet.se/claes.vasterteg,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0222234581210_max.jpg,http://data.riksdagen.se/person/0222234581210,2007-04-01,2010-10-04,2006,,,0222234581210
0222234581210,C,Centerpartiet,Västra Götalands läns södra,1972,male,Claes Västerteg,Västerteg,Claes,Claes,http://www.centerpartiet.se/claes.vasterteg,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0222234581210_max.jpg,http://data.riksdagen.se/person/0222234581210,2006-10-02,2006-12-31,2006,,,0222234581210
0222234581210,C,Centerpartiet,Västra Götalands läns södra,1972,male,Claes Västerteg,Västerteg,Claes,Claes,http://www.centerpartiet.se/claes.vasterteg,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0222234581210_max.jpg,http://data.riksdagen.se/person/0222234581210,2002-09-30,2006-10-02,2002,,,0222234581210
0361964723211,S,Socialdemokraterna,Stockholms kommun,1973,male,Tomas Agenberg,Agenberg,Tomas,Tomas,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0361964723211_max.jpg,http://data.riksdagen.se/person/0361964723211,2004-11-01,2005-04-10,2002,Anders Ygeman,,0361964723211
0548314774911,S,Socialdemokraterna,Stockholms kommun,1973,female,Veronica Palm,Palm,Veronica,Veronica,"",veronica.palm@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0548314774911_max.jpg,http://data.riksdagen.se/person/0548314774911,2014-09-29,2015-09-30,2014,,,0548314774911
0548314774911,S,Socialdemokraterna,Stockholms kommun,1973,female,Veronica Palm,Palm,Veronica,Veronica,"",veronica.palm@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0548314774911_max.jpg,http://data.riksdagen.se/person/0548314774911,2010-10-04,2014-09-29,2010,,,0548314774911
0548314774911,S,Socialdemokraterna,Stockholms kommun,1973,female,Veronica Palm,Palm,Veronica,Veronica,"",veronica.palm@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0548314774911_max.jpg,http://data.riksdagen.se/person/0548314774911,2006-10-02,2010-10-04,2006,,,0548314774911
