id,sort_name,party,email,website,term,name,image,source
01032,Lahaye-Battheu Sabien,Open Vld,sabien.battheu@dekamer.be,http://www.sabien-lahaye-battheu.be,54,Sabien Lahaye-Battheu,http://www.lachambre.be/site/wwwroot/images/cv/01032.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01032&lactivity=54
01039,Bogaert Hendrik,CD&V,hendrik.bogaert@dekamer.be,http://www.hendrikbogaert.be,54,Hendrik Bogaert,http://www.lachambre.be/site/wwwroot/images/cv/01039.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01039&lactivity=54
01042,Lanjri Nahima,CD&V,nahima.lanjri@dekamer.be,http://www.nahima.be,54,Nahima Lanjri,http://www.lachambre.be/site/wwwroot/images/cv/01042.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01042&lactivity=54
01050,Massin Eric,PS,eric.massin@lachambre.be,"",54,Eric Massin,http://www.lachambre.be/site/wwwroot/images/cv/01050.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01050&lactivity=54
01051,Mathot Alain,PS,alain.mathot@lachambre.be,http://www.alainmathot.be,54,Alain Mathot,http://www.lachambre.be/site/wwwroot/images/cv/01051.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01051&lactivity=54
01056,Ducarme Denis,MR,denis.ducarme@lachambre.be,http://www.denisducarme.net,54,Denis Ducarme,http://www.lachambre.be/site/wwwroot/images/cv/01056.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01056&lactivity=54
01067,Detiège Maya,sp.a,maya.detiege@dekamer.be,http://www.mayadetiege.be,54,Maya Detiège,http://www.lachambre.be/site/wwwroot/images/cv/01067.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01067&lactivity=54
01070,Jiroflée Karin,sp.a,karin.jiroflee@dekamer.be,http://www.karinjiroflee.be,54,Karin Jiroflée,http://www.lachambre.be/site/wwwroot/images/cv/01070.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01070&lactivity=54
01076,Fonck Catherine,cdH,catherine.fonck@lachambre.be,"",54,Catherine Fonck,http://www.lachambre.be/site/wwwroot/images/cv/01076.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01076&lactivity=54
01083,Schepmans Françoise,MR,francoise.schepmans@lachambre.be,http://www.schepmans.be,54,Françoise Schepmans,http://www.lachambre.be/site/wwwroot/images/cv/01083.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01083&lactivity=54
01094,Brotcorne Christian,cdH,christian.brotcorne@lachambre.be,http://www.brotcorne.be,54,Christian Brotcorne,http://www.lachambre.be/site/wwwroot/images/cv/01094.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01094&lactivity=54
01102,Turtelboom Annemie,Open Vld,annemie.turtelboom@dekamer.be,http://www.annemieturtelboom.be,54,Annemie Turtelboom,http://www.lachambre.be/site/wwwroot/images/cv/01102.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01102&lactivity=54
01123,Gustin Luc,MR,luc.gustin@lachambre.be,"",54,Luc Gustin,http://www.lachambre.be/site/wwwroot/images/cv/1123.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01123&lactivity=54
01127,Geerts David,sp.a,david.geerts@dekamer.be,http://www.davidgeerts.be,54,David Geerts,http://www.lachambre.be/site/wwwroot/images/cv/01127.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01127&lactivity=54
01130,Muylle Nathalie,CD&V,nathalie.muylle@dekamer.be,http://www.nathalie.muylle.cdenv.be,54,Nathalie Muylle,http://www.lachambre.be/site/wwwroot/images/cv/01130.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01130&lactivity=54
01131,Van den Bergh Jef,CD&V,jef.vandenbergh@dekamer.be,http://www.jefvandenbergh.be,54,Jef Van den Bergh,http://www.lachambre.be/site/wwwroot/images/cv/01131.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01131&lactivity=54
01134,Delpérée Francis,cdH,francis.delperee@lachambre.be,http://www.delperee.be,54,Francis Delpérée,http://www.lachambre.be/site/wwwroot/images/cv/01134.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01134&lactivity=54
01139,Van Biesen Luk,Open Vld,luk.vanbiesen@dekamer.be,http://www.lukvanbiesen.be,54,Luk Van Biesen,http://www.lachambre.be/site/wwwroot/images/cv/01139.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01139&lactivity=54
01145,Lutgen Benoît,cdH,benoit.lutgen@lachambre.be,"",54,Benoît Lutgen,http://www.lachambre.be/site/wwwroot/images/cv/01145.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01145&lactivity=54
01149,Beke Wouter,CD&V,wouter.beke@dekamer.be,http://www.wouterbeke.be,54,Wouter Beke,http://www.lachambre.be/site/wwwroot/images/cv/01149.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01149&lactivity=54
01179,Lijnen Nele,Open Vld,nele.lijnen@dekamer.be,http://www.nelelijnen.be,54,Nele Lijnen,http://www.lachambre.be/site/wwwroot/images/cv/01179.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01179&lactivity=54
01183,De Coninck Monica,sp.a,monica.deconinck@dekamer.be,"",54,Monica De Coninck,http://www.lachambre.be/site/wwwroot/images/cv/01183.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01183&lactivity=54
01189,Almaci Meyrem,Ecolo-Groen,meyrem.almaci@dekamer.be,http://www.meyremalmaci.be,54,Meyrem Almaci,http://www.lachambre.be/site/wwwroot/images/cv/01189.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01189&lactivity=54
01190,Becq Sonja,CD&V,sonja.becq@dekamer.be,http://www.sonjabecq.be,54,Sonja Becq,http://www.lachambre.be/site/wwwroot/images/cv/01190.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01190&lactivity=54
01199,De Vriendt Wouter,Ecolo-Groen,wouter.de.vriendt@dekamer.be,http://www.wouterdevriendt.be,54,Wouter De Vriendt,http://www.lachambre.be/site/wwwroot/images/cv/01199.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01199&lactivity=54
01200,De Wever Bart,N-VA,bart.dewever@dekamer.be,"",54,Bart De Wever,http://www.lachambre.be/site/wwwroot/images/cv/01200.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01200&lactivity=54
01201,Dierick Leen,CD&V,leen.dierick@dekamer.be,"",54,Leen Dierick,http://www.lachambre.be/site/wwwroot/images/cv/01201.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01201&lactivity=54
01203,Flahaux Jean-Jacques,MR,jean-jacques.flahaux@lachambre.be,http://www.flahaux.be,54,Jean-Jacques Flahaux,http://www.lachambre.be/site/wwwroot/images/cv/01203.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01203&lactivity=54
01205,Gilkinet Georges,Ecolo-Groen,georges.gilkinet@lachambre.be,"",54,Georges Gilkinet,http://www.lachambre.be/site/wwwroot/images/cv/01205.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01205&lactivity=54
01207,Jadin Kattrin,MR,kattrin.jadin@lachambre.be,http://www.jadin.be,54,Kattrin Jadin,http://www.lachambre.be/site/wwwroot/images/cv/01207.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01207&lactivity=54
01209,Kitir Meryame,sp.a,meryame.kitir@dekamer.be,http://www.kitir.be,54,Meryame Kitir,http://www.lachambre.be/site/wwwroot/images/cv/01209.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01209&lactivity=54
01219,Smeyers Sarah,N-VA,sarah.smeyers@dekamer.be,http://www.sarahsmeyers.be,54,Sarah Smeyers,http://www.lachambre.be/site/wwwroot/images/cv/01219.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01219&lactivity=54
01222,Thiébaut Eric,PS,eric.thiebaut@lachambre.be,http://www.ericthiebaut.be,54,Eric Thiébaut,http://www.lachambre.be/site/wwwroot/images/cv/01222.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01222&lactivity=54
01227,Van Hecke Stefaan,Ecolo-Groen,stefaan.vanhecke@dekamer.be,http://www.stefaanvanhecke.be,54,Stefaan Van Hecke,http://www.lachambre.be/site/wwwroot/images/cv/01227.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01227&lactivity=54
01230,Van Cauter Carina,Open Vld,carina.vancauter@dekamer.be,http://www.carinavancauter.be,54,Carina Van Cauter,http://www.lachambre.be/site/wwwroot/images/cv/01230.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01230&lactivity=54
01231,Vercamer Stefaan,CD&V,stefaan.vercamer@dekamer.be,http://www.stefaanvercamer.be,54,Stefaan Vercamer,http://www.lachambre.be/site/wwwroot/images/cv/01231.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01231&lactivity=54
01236,Pas Barbara,VB,barbara.pas@dekamer.be,http://www.barbarapas.org,54,Barbara Pas,http://www.lachambre.be/site/wwwroot/images/cv/01236.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01236&lactivity=54
01239,Van de Velde Robert,N-VA,rob.vandevelde@dekamer.be,"",54,Robert Van de Velde,http://www.lachambre.be/site/wwwroot/images/cv/01239.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01239&lactivity=54
01240,Terwingen Raf,CD&V,raf.terwingen@dekamer.be,http://www.rafterwingen.be,54,Raf Terwingen,http://www.lachambre.be/site/wwwroot/images/cv/01240.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01240&lactivity=54
01259,Clarinval David,MR,david.clarinval@lachambre.be,http://www.davidclarinval.be,54,David Clarinval,http://www.lachambre.be/site/wwwroot/images/cv/01259.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01259&lactivity=54
01260,Luykx Peter,N-VA,peter.luykx@dekamer.be,http://www.peterluykx.be,54,Peter Luykx,http://www.lachambre.be/site/wwwroot/images/cv/01260.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01260&lactivity=54
01279,Fernandez Fernandez Julie,PS,julie.fernandez@lachambre.be,http://www.juliefernandez.be,54,Julie Fernandez Fernandez,http://www.lachambre.be/site/wwwroot/images/cv/01279.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01279&lactivity=54
01281,Matz Vanessa,cdH,vanessa.matz@lachambre.be,http://www.vanessamatz.be,54,Vanessa Matz,http://www.lachambre.be/site/wwwroot/images/cv/01281.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01281&lactivity=54
01284,Somers Ine,Open Vld,ine.somers@dekamer.be,http://www.inesomers.be,54,Ine Somers,http://www.lachambre.be/site/wwwroot/images/cv/01284.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01284&lactivity=54
01288,Blanchart Philippe,PS,philippe.blanchart@lachambre.be,http://www.philblanchart.be,54,Philippe Blanchart,http://www.lachambre.be/site/wwwroot/images/cv/01288.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01288&lactivity=54
01303,Hellings Benoit,Ecolo-Groen,benoit.hellings@lachambre.be,http://www.benoithellings.be,54,Benoit Hellings,http://www.lachambre.be/site/wwwroot/images/cv/01303.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=01303&lactivity=54
04491,Wilrycx Frank,Open Vld,frank.wilrycx@dekamer.be,http://www.frankwilrycx.be,54,Frank Wilrycx,http://www.lachambre.be/site/wwwroot/images/cv/04491.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=04491&lactivity=54
04726,Grosemans Karolien,N-VA,karolien.grosemans@dekamer.be,http://www.karolien-grosemans.be,54,Karolien Grosemans,http://www.lachambre.be/site/wwwroot/images/cv/04726.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=04726&lactivity=54
06018,Grovonius Gwenaëlle,PS,gwenaelle.grovonius@lachambre.be,http://www.gwenaellegrovonius.be,54,Gwenaëlle Grovonius,http://www.lachambre.be/site/wwwroot/images/cv/06018.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06018&lactivity=54
06022,Yüksel Veli,CD&V,veli.yuksel@dekamer.be,http://www.veliyuksel.be,54,Veli Yüksel,http://www.lachambre.be/site/wwwroot/images/cv/06022.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06022&lactivity=54
06025,Bracke Siegfried,N-VA,siegfried.bracke@dekamer.be,http://www.siegfriedbracke.be,54,Siegfried Bracke,http://www.lachambre.be/site/wwwroot/images/cv/06025.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06025&lactivity=54
06027,Dedecker Peter,N-VA,peter.dedecker@dekamer.be,http://peterdedecker.eu,54,Peter Dedecker,http://www.lachambre.be/site/wwwroot/images/cv/06027.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06027&lactivity=54
06030,Buysrogge Peter,N-VA,peter.buysrogge@dekamer.be,"",54,Peter Buysrogge,http://www.lachambre.be/site/wwwroot/images/cv/06030.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06030&lactivity=54
06047,Temmerman Karin,sp.a,karin.temmerman@dekamer.be,http://www.karintemmerman.be,54,Karin Temmerman,http://www.lachambre.be/site/wwwroot/images/cv/06047.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06047&lactivity=54
06086,Dumery Daphné,N-VA,daphne.dumery@dekamer.be,http://www.daphnedumery.be,54,Daphné Dumery,http://www.lachambre.be/site/wwwroot/images/cv/06086.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06086&lactivity=54
06088,Degroote Koenraad,N-VA,koenraad.degroote@dekamer.be,"",54,Koenraad Degroote,http://www.lachambre.be/site/wwwroot/images/cv/06088.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06088&lactivity=54
06106,Vanheste Ann,sp.a,ann.vanheste@dekamer.be,http://www.annvanheste.be,54,Ann Vanheste,http://www.lachambre.be/site/wwwroot/images/cv/06106.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06106&lactivity=54
06109,Top Alain,sp.a,alain.top@dekamer.be,"",54,Alain Top,http://www.lachambre.be/site/wwwroot/images/cv/06109.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06109&lactivity=54
06122,Smaers Griet,CD&V,griet.smaers@dekamer.be,http://www.grietsmaers.be,54,Griet Smaers,http://www.lachambre.be/site/wwwroot/images/cv/06122.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06122&lactivity=54
06128,Calvo Kristof,Ecolo-Groen,kristof.calvo@dekamer.be,"",54,Kristof Calvo,http://www.lachambre.be/site/wwwroot/images/cv/06128.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06128&lactivity=54
06141,De Wit Sophie,N-VA,sophie.dewit@dekamer.be,http://www.sophiedewit.be,54,Sophie De Wit,http://www.lachambre.be/site/wwwroot/images/cv/06141.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06141&lactivity=54
06142,Demir Zuhal,N-VA,zuhal.demir@dekamer.be,http://www.zuhaldemir.be,54,Zuhal Demir,http://www.lachambre.be/site/wwwroot/images/cv/06142.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06142&lactivity=54
06147,Wollants Bert,N-VA,bert.wollants@dekamer.be,http://www.bertwollants.be,54,Bert Wollants,http://www.lachambre.be/site/wwwroot/images/cv/06147.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06147&lactivity=54
06183,Penris Jan,VB,jan.penris@dekamer.be,http://www.vlaamsbelang.be,54,Jan Penris,http://www.lachambre.be/site/wwwroot/images/cv/06183.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06183&lactivity=54
06219,Thiéry Damien,MR,damien.thiery@lachambre.be,http://www.damienthiery.be,54,Damien Thiéry,http://www.lachambre.be/site/wwwroot/images/cv/06219.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06219&lactivity=54
06230,Van Vaerenbergh Kristien,N-VA,kristien.vanvaerenbergh@dekamer.be,http://www.kristienvanvaerenbergh.be,54,Kristien Van Vaerenbergh,http://www.lachambre.be/site/wwwroot/images/cv/06230.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06230&lactivity=54
06286,de Coster-Bauchau Sybille,MR,sybille.bauchau@lachambre.be,http://www.sybilledecoster-bauchau.be/,54,Sybille de Coster-Bauchau,http://www.lachambre.be/site/wwwroot/images/cv/06286.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06286&lactivity=54
06287,Scourneau Vincent,MR,vincent.scourneau@lachambre.be,http://www.vincentscourneau.be/,54,Vincent Scourneau,http://www.lachambre.be/site/wwwroot/images/cv/6287.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06287&lactivity=54
06325,Devin Laurent,PS,laurent.devin@lachambre.be,"",54,Laurent Devin,http://www.lachambre.be/site/wwwroot/images/cv/6325.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06325&lactivity=54
06326,Özen Özlem,PS,ozlem.ozen@lachambre.be,"",54,Özlem Özen,http://www.lachambre.be/site/wwwroot/images/cv/06326.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06326&lactivity=54
06383,Goffin Philippe,MR,philippe.goffin@lachambre.be,http://www.philippegoffin.be,54,Philippe Goffin,http://www.lachambre.be/site/wwwroot/images/cv/06383.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06383&lactivity=54
