id,name,sort_name,email,website,image
01134,Francis Delpérée,Delpérée Francis,francis.delperee@lachambre.be,http://www.delperee.be,http://www.lachambre.be/site/wwwroot/images/cv/01134.gif
01139,Luk Van Biesen,Van Biesen Luk,luk.vanbiesen@dekamer.be,http://www.lukvanbiesen.be,http://www.lachambre.be/site/wwwroot/images/cv/01139.gif
01145,Benoît Lutgen,Lutgen Benoît,benoit.lutgen@lachambre.be,"",http://www.lachambre.be/site/wwwroot/images/cv/01145.gif
01149,Wouter Beke,Beke Wouter,wouter.beke@dekamer.be,http://www.wouterbeke.be,http://www.lachambre.be/site/wwwroot/images/cv/01149.gif
01179,Nele Lijnen,Lijnen Nele,nele.lijnen@dekamer.be,http://www.nelelijnen.be,http://www.lachambre.be/site/wwwroot/images/cv/01179.gif
01183,Monica De Coninck,De Coninck Monica,monica.deconinck@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/01183.gif
01189,Meyrem Almaci,Almaci Meyrem,meyrem.almaci@dekamer.be,http://www.meyremalmaci.be,http://www.lachambre.be/site/wwwroot/images/cv/01189.gif
01190,Sonja Becq,Becq Sonja,sonja.becq@dekamer.be,http://www.sonjabecq.be,http://www.lachambre.be/site/wwwroot/images/cv/01190.gif
01199,Wouter De Vriendt,De Vriendt Wouter,wouter.de.vriendt@dekamer.be,http://www.wouterdevriendt.be,http://www.lachambre.be/site/wwwroot/images/cv/01199.gif
01200,Bart De Wever,De Wever Bart,bart.dewever@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/01200.gif
01201,Leen Dierick,Dierick Leen,leen.dierick@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/01201.gif
01203,Jean-Jacques Flahaux,Flahaux Jean-Jacques,jean-jacques.flahaux@lachambre.be,http://www.flahaux.be,http://www.lachambre.be/site/wwwroot/images/cv/01203.gif
01205,Georges Gilkinet,Gilkinet Georges,georges.gilkinet@lachambre.be,"",http://www.lachambre.be/site/wwwroot/images/cv/01205.gif
01207,Kattrin Jadin,Jadin Kattrin,kattrin.jadin@lachambre.be,http://www.jadin.be,http://www.lachambre.be/site/wwwroot/images/cv/01207.gif
01209,Meryame Kitir,Kitir Meryame,meryame.kitir@dekamer.be,http://www.kitir.be,http://www.lachambre.be/site/wwwroot/images/cv/01209.gif
01219,Sarah Smeyers,Smeyers Sarah,sarah.smeyers@dekamer.be,http://www.sarahsmeyers.be,http://www.lachambre.be/site/wwwroot/images/cv/01219.gif
01222,Eric Thiébaut,Thiébaut Eric,eric.thiebaut@lachambre.be,http://www.ericthiebaut.be,http://www.lachambre.be/site/wwwroot/images/cv/01222.gif
01227,Stefaan Van Hecke,Van Hecke Stefaan,stefaan.vanhecke@dekamer.be,http://www.stefaanvanhecke.be,http://www.lachambre.be/site/wwwroot/images/cv/01227.gif
01230,Carina Van Cauter,Van Cauter Carina,carina.vancauter@dekamer.be,http://www.carinavancauter.be,http://www.lachambre.be/site/wwwroot/images/cv/01230.gif
01231,Stefaan Vercamer,Vercamer Stefaan,stefaan.vercamer@dekamer.be,http://www.stefaanvercamer.be,http://www.lachambre.be/site/wwwroot/images/cv/01231.gif
01236,Barbara Pas,Pas Barbara,barbara.pas@dekamer.be,http://www.barbarapas.org,http://www.lachambre.be/site/wwwroot/images/cv/01236.gif
01238,Jan Jambon,Jambon Jan,jan.jambon@dekamer.be,http://www.janjambon.be,http://www.lachambre.be/site/wwwroot/images/cv/1238.gif
01239,Robert Van de Velde,Van de Velde Robert,rob.vandevelde@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/01239.gif
01240,Raf Terwingen,Terwingen Raf,raf.terwingen@dekamer.be,http://www.rafterwingen.be,http://www.lachambre.be/site/wwwroot/images/cv/01240.gif
01259,David Clarinval,Clarinval David,david.clarinval@lachambre.be,http://www.davidclarinval.be,http://www.lachambre.be/site/wwwroot/images/cv/01259.gif
01260,Peter Luykx,Luykx Peter,peter.luykx@dekamer.be,http://www.peterluykx.be,http://www.lachambre.be/site/wwwroot/images/cv/01260.gif
01279,Julie Fernandez Fernandez,Fernandez Fernandez Julie,julie.fernandez@lachambre.be,http://www.juliefernandez.be,http://www.lachambre.be/site/wwwroot/images/cv/01279.gif
01281,Vanessa Matz,Matz Vanessa,vanessa.matz@lachambre.be,http://www.vanessamatz.be,http://www.lachambre.be/site/wwwroot/images/cv/01281.gif
01284,Ine Somers,Somers Ine,ine.somers@dekamer.be,http://www.inesomers.be,http://www.lachambre.be/site/wwwroot/images/cv/01284.gif
01288,Philippe Blanchart,Blanchart Philippe,philippe.blanchart@lachambre.be,http://www.philblanchart.be,http://www.lachambre.be/site/wwwroot/images/cv/01288.gif
01297,Céline Fremault,Fremault Céline,celine.fremault@lachambre.be,"",http://www.lachambre.be/site/wwwroot/images/cv/1297.gif
01303,Benoit Hellings,Hellings Benoit,benoit.hellings@lachambre.be,http://www.benoithellings.be,http://www.lachambre.be/site/wwwroot/images/cv/01303.gif
01310,Zakia Khattabi,Khattabi Zakia,zakia.khattabi@lachambre.be,"",http://www.lachambre.be/site/wwwroot/images/cv/1310.gif
04491,Frank Wilrycx,Wilrycx Frank,frank.wilrycx@dekamer.be,http://www.frankwilrycx.be,http://www.lachambre.be/site/wwwroot/images/cv/4491.gif
04666,Theo Francken,Francken Theo,theo.francken@dekamer.be,http://www.theofrancken.eu,http://www.lachambre.be/site/wwwroot/images/cv/4666.gif
04726,Karolien Grosemans,Grosemans Karolien,karolien.grosemans@dekamer.be,http://www.karolien-grosemans.be,http://www.lachambre.be/site/wwwroot/images/cv/04726.gif
06018,Gwenaëlle Grovonius,Grovonius Gwenaëlle,gwenaelle.grovonius@lachambre.be,http://www.gwenaellegrovonius.be,http://www.lachambre.be/site/wwwroot/images/cv/06018.gif
06022,Veli Yüksel,Yüksel Veli,veli.yuksel@dekamer.be,http://www.veliyuksel.be,http://www.lachambre.be/site/wwwroot/images/cv/06022.gif
06025,Siegfried Bracke,Bracke Siegfried,siegfried.bracke@dekamer.be,http://www.siegfriedbracke.be,http://www.lachambre.be/site/wwwroot/images/cv/06025.gif
06027,Peter Dedecker,Dedecker Peter,peter.dedecker@dekamer.be,http://peterdedecker.eu,http://www.lachambre.be/site/wwwroot/images/cv/06027.gif
06030,Peter Buysrogge,Buysrogge Peter,peter.buysrogge@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/06030.gif
06047,Karin Temmerman,Temmerman Karin,karin.temmerman@dekamer.be,http://www.karintemmerman.be,http://www.lachambre.be/site/wwwroot/images/cv/06047.gif
06086,Daphné Dumery,Dumery Daphné,daphne.dumery@dekamer.be,http://www.daphnedumery.be,http://www.lachambre.be/site/wwwroot/images/cv/06086.gif
06088,Koenraad Degroote,Degroote Koenraad,koenraad.degroote@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/06088.gif
06106,Ann Vanheste,Vanheste Ann,ann.vanheste@dekamer.be,http://www.annvanheste.be,http://www.lachambre.be/site/wwwroot/images/cv/06106.gif
06109,Alain Top,Top Alain,alain.top@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/06109.gif
06122,Griet Smaers,Smaers Griet,griet.smaers@dekamer.be,http://www.grietsmaers.be,http://www.lachambre.be/site/wwwroot/images/cv/06122.gif
06128,Kristof Calvo,Calvo Kristof,kristof.calvo@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/06128.gif
06141,Sophie De Wit,De Wit Sophie,sophie.dewit@dekamer.be,http://www.sophiedewit.be,http://www.lachambre.be/site/wwwroot/images/cv/06141.gif
06142,Zuhal Demir,Demir Zuhal,zuhal.demir@dekamer.be,http://www.zuhaldemir.be,http://www.lachambre.be/site/wwwroot/images/cv/6142.gif
06147,Bert Wollants,Wollants Bert,bert.wollants@dekamer.be,http://www.bertwollants.be,http://www.lachambre.be/site/wwwroot/images/cv/06147.gif
06183,Jan Penris,Penris Jan,jan.penris@dekamer.be,http://www.vlaamsbelang.be,http://www.lachambre.be/site/wwwroot/images/cv/06183.gif
06219,Damien Thiéry,Thiéry Damien,damien.thiery@lachambre.be,http://www.damienthiery.be,http://www.lachambre.be/site/wwwroot/images/cv/06219.gif
06230,Kristien Van Vaerenbergh,Van Vaerenbergh Kristien,kristien.vanvaerenbergh@dekamer.be,http://www.kristienvanvaerenbergh.be,http://www.lachambre.be/site/wwwroot/images/cv/06230.gif
06286,Sybille de Coster-Bauchau,de Coster-Bauchau Sybille,sybille.bauchau@lachambre.be,http://www.sybilledecoster-bauchau.be/,http://www.lachambre.be/site/wwwroot/images/cv/06286.gif
06287,Vincent Scourneau,Scourneau Vincent,vincent.scourneau@lachambre.be,http://www.vincentscourneau.be/,http://www.lachambre.be/site/wwwroot/images/cv/6287.gif
06325,Laurent Devin,Devin Laurent,laurent.devin@lachambre.be,"",http://www.lachambre.be/site/wwwroot/images/cv/6325.gif
06326,Özlem Özen,Özen Özlem,ozlem.ozen@lachambre.be,"",http://www.lachambre.be/site/wwwroot/images/cv/06326.gif
06383,Philippe Goffin,Goffin Philippe,philippe.goffin@lachambre.be,http://www.philippegoffin.be,http://www.lachambre.be/site/wwwroot/images/cv/06383.gif
06385,Caroline Cassart-Mailleux,Cassart-Mailleux Caroline,caroline.mailleux@lachambre.be,http://www.caroline-cassart.be,http://www.lachambre.be/site/wwwroot/images/cv/06385.gif
06400,Steven Vandeput,Vandeput Steven,steven.vandeput@dekamer.be,http://www.stevenvandeput.be,http://www.lachambre.be/site/wwwroot/images/cv/6400.gif
06401,Veerle Wouters,Wouters Veerle,veerle.wouters@dekamer.be,http://www.veerlewouters.be,http://www.lachambre.be/site/wwwroot/images/cv/06401.gif
06423,Benoît Piedboeuf,Piedboeuf Benoît,benoit.piedboeuf@lachambre.be,http://www.benoitpiedboeuf.be,http://www.lachambre.be/site/wwwroot/images/cv/06423.gif
06435,Benoît Dispa,Dispa Benoît,benoit.dispa@lachambre.be,"",http://www.lachambre.be/site/wwwroot/images/cv/06435.gif
06447,Alexander De Croo,De Croo Alexander,alexander.decroo@dekamer.be,http://www.alexanderdecroo.be,http://www.lachambre.be/site/wwwroot/images/cv/6447.gif
06455,Fabienne Winckel,Winckel Fabienne,fabienne.winckel@lachambre.be,"",http://www.lachambre.be/site/wwwroot/images/cv/06455.gif
06456,Willy Demeyer,Demeyer Willy,willy.demeyer@lachambre.be,http://www.willydemeyer.be,http://www.lachambre.be/site/wwwroot/images/cv/06456.gif
06461,Ahmed Laaouej,Laaouej Ahmed,ahmed.laaouej@lachambre.be,http://www.laaouej.be,http://www.lachambre.be/site/wwwroot/images/cv/06461.gif
06497,Werner Janssen,Janssen Werner,werner.janssen@dekamer.be,http://www.wernerjanssen.be,http://www.lachambre.be/site/wwwroot/images/cv/06497.gif
06498,Wouter Raskin,Raskin Wouter,wouter.raskin@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/6498.gif
06536,Stéphane Crusnière,Crusnière Stéphane,stephane.crusniere@lachambre.be,"",http://www.lachambre.be/site/wwwroot/images/cv/6536.gif
06588,Peter De Roover,De Roover Peter,peter.deroover@dekamer.be,http://www.peterderoover.be,http://www.lachambre.be/site/wwwroot/images/cv/06588.gif
06589,Valerie Van Peel,Van Peel Valerie,valerie.vanpeel@dekamer.be,http://www.valerievanpeel.be,http://www.lachambre.be/site/wwwroot/images/cv/06589.gif
06590,Yoleen Van Camp,Van Camp Yoleen,yoleen.vancamp@dekamer.be,http://www.yoleenvancamp.be/,http://www.lachambre.be/site/wwwroot/images/cv/06590.gif
06591,Koen Metsu,Metsu Koen,koen.metsu@dekamer.be,http://www.koenmetsu.be,http://www.lachambre.be/site/wwwroot/images/cv/06591.gif
06592,Rita Bellens,Bellens Rita,rita.bellens@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/06592.gif
06593,Johan Klaps,Klaps Johan,johan.klaps@dekamer.be,http://www.johanklaps.be,http://www.lachambre.be/site/wwwroot/images/cv/6593.gif
06595,Wim Van der Donckt,Van der Donckt Wim,wim.vanderdonckt@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/06595.gif
06618,Philippe Pivin,Pivin Philippe,philippe.pivin@lachambre.be,http://www.pivin.be,http://www.lachambre.be/site/wwwroot/images/cv/06618.gif
06619,Sophie Wilmès,Wilmès Sophie,sophie.wilmes@lachambre.be,http://www.sophiewilmes.be,http://www.lachambre.be/site/wwwroot/images/cv/6619.gif
06620,Gautier Calomne,Calomne Gautier,gautier.calomne@lachambre.be,http://www.gautiercalomne.be,http://www.lachambre.be/site/wwwroot/images/cv/06620.gif
06627,Véronique Caprasse,Caprasse Véronique,veronique.caprasse@lachambre.be,"",http://www.lachambre.be/site/wwwroot/images/cv/06627.gif
06638,Gilles Vanden Burre,Vanden Burre Gilles,gilles.vandenburre@lachambre.be,http://www.ecolo.be,http://www.lachambre.be/site/wwwroot/images/cv/6638.gif
06645,Emir Kir,Kir Emir,emir.kir@lachambre.be,http://emirkir.be/,http://www.lachambre.be/site/wwwroot/images/cv/06645.gif
06647,Nawal Ben Hamou,Ben Hamou Nawal,nawal.benhamou@lachambre.be,http://www.nawalbenhamou.be/,http://www.lachambre.be/site/wwwroot/images/cv/06647.gif
06663,Benoît Friart,Friart Benoît,benoit.friart@lachambre.be,http://www.benoitfriart.be,http://www.lachambre.be/site/wwwroot/images/cv/06663.gif
06664,Richard Miller,Miller Richard,richard.miller@lachambre.be,http://millerrichard.be,http://www.lachambre.be/site/wwwroot/images/cv/6664.gif
06682,Daniel Senesael,Senesael Daniel,daniel.senesael@lachambre.be,http://www.danielsenesael.be,http://www.lachambre.be/site/wwwroot/images/cv/06682.gif
06701,Marco Van Hees,Van Hees Marco,marco.vanhees@lachambre.be,"",http://www.lachambre.be/site/wwwroot/images/cv/06701.gif
06712,Gilles Foret,Foret Gilles,gilles.foret@lachambre.be,http://www.gillesforet.eu,http://www.lachambre.be/site/wwwroot/images/cv/06712.gif
06731,Frédéric Daerden,Daerden Frédéric,frederic.daerden@lachambre.be,"",http://www.lachambre.be/site/wwwroot/images/cv/06731.gif
06749,Aldo Carcaci,Carcaci Aldo,aldo.carcaci@lachambre.be,"",http://www.lachambre.be/site/wwwroot/images/cv/06749.gif
06759,Raoul Hedebouw,Hedebouw Raoul,raoul.hedebouw@lachambre.be,http://www.ptb.be,http://www.lachambre.be/site/wwwroot/images/cv/06759.gif
06785,Annick Lambrecht,Lambrecht Annick,annick.lambrecht@dekamer.be,http://www.annicklambrecht.be,http://www.lachambre.be/site/wwwroot/images/cv/06785.gif
06793,Brecht Vermeulen,Vermeulen Brecht,brecht.vermeulen@dekamer.be,http://www.brechtvermeulen.be,http://www.lachambre.be/site/wwwroot/images/cv/06793.gif
06794,Jan Vercammen,Vercammen Jan,jan.vercammen@dekamer.be,http://www.jan-vercammen.be,http://www.lachambre.be/site/wwwroot/images/cv/06794.gif
06795,Rita Gantois,Gantois Rita,rita.gantois@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/06795.gif
06796,An Capoen,Capoen An,an.capoen@dekamer.be,http://www.ancapoen.be,http://www.lachambre.be/site/wwwroot/images/cv/06796.gif
06805,Franky Demon,Demon Franky,franky.demon@dekamer.be,http://www.frankydemon.be,http://www.lachambre.be/site/wwwroot/images/cv/06805.gif
06813,Anne Dedry,Dedry Anne,anne.dedry@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/06813.gif
06823,Tim Vandenput,Vandenput Tim,tim.vandenput@dekamer.be,http://www.timvandenput.be,http://www.lachambre.be/site/wwwroot/images/cv/06823.gif
06824,Dirk Janssens,Janssens Dirk,dirk.janssens@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/6824.gif
06840,Hendrik Vuye,Vuye Hendrik,hendrik.vuye@dekamer.be,http://www.hendrikvuye.be,http://www.lachambre.be/site/wwwroot/images/cv/6840.gif
06841,Jan Spooren,Spooren Jan,jan.spooren@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/06841.gif
06842,Inez De Coninck,De Coninck Inez,inez.deconinck@dekamer.be,http://www.inezdeconinck.be,http://www.lachambre.be/site/wwwroot/images/cv/06842.gif
06843,Renate Hufkens,Hufkens Renate,renate.hufkens@dekamer.be,http://www.renatehufkens.be,http://www.lachambre.be/site/wwwroot/images/cv/6843.gif
06850,Koen Geens,Geens Koen,koen.geens@dekamer.be,http://www.koengeens.be,http://www.lachambre.be/site/wwwroot/images/cv/6850.gif
06852,Els Van Hoof,Van Hoof Els,els.vanhoof@dekamer.be,http://www.elsvanhoof.be,http://www.lachambre.be/site/wwwroot/images/cv/6852.gif
06861,Evita Willaert,Willaert Evita,evita.willaert@dekamer.be,http://www.evitawillaert.be,http://www.lachambre.be/site/wwwroot/images/cv/06861.gif
06884,Egbert Lachaert,Lachaert Egbert,egbert.lachaert@dekamer.be,http://www.egbertlachaert.be,http://www.lachambre.be/site/wwwroot/images/cv/06884.gif
06885,Katja Gabriëls,Gabriëls Katja,katja.gabriels@dekamer.be,http://www.katjagabriels.be,http://www.lachambre.be/site/wwwroot/images/cv/6885.gif
06907,Christoph D'Haese,D'Haese Christoph,christoph.dhaese@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/06907.gif
06918,Sarah Claerhout,Claerhout Sarah,sarah.claerhout@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/6918.gif
06919,Vincent Van Peteghem,Van Peteghem Vincent,Vincent.VanPeteghem@dekamer.be,http://www.vincentvanpeteghem.be,http://www.lachambre.be/site/wwwroot/images/cv/6919.gif
06929,Stéphanie Thoron,Thoron Stéphanie,stephanie.thoron@lachambre.be,"",http://www.lachambre.be/site/wwwroot/images/cv/06929.gif
O1057,Emmanuel Burton,Burton Emmanuel,emmanuel.burton@lachambre.be,"",http://www.lachambre.be/site/wwwroot/images/cv/O1057.gif
O1388,Goedele Uyttersprot,Uyttersprot Goedele,goedele.uyttersprot@dekamer.be,http://www.goedeleuyttersprot.be,http://www.lachambre.be/site/wwwroot/images/cv/O1388.gif
O1846,Paul-Olivier Delannois,Delannois Paul-Olivier,paul.delannois@lachambre.be,"",http://www.lachambre.be/site/wwwroot/images/cv/O1846.gif
O2028,Michel de Lamotte,de Lamotte Michel,michel.delamotte@lachambre.be,http://www.micheldelamotte.be,http://www.lachambre.be/site/wwwroot/images/cv/O2028.gif
O2321,Veerle Heeren,Heeren Veerle,veerle.heeren@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/O2321.gif
O2466,Isabelle Poncelet,Poncelet Isabelle,isabelle.poncelet@lachambre.be,"",http://www.lachambre.be/site/wwwroot/images/cv/O2466.gif
O2516,Sébastian Pirlot,Pirlot Sébastian,sebastian.pirlot@lachambre.be,http://www.ps.be/pagetype1/ps/vos-elus/sebastian-pirlot.aspx,http://www.lachambre.be/site/wwwroot/images/cv/O2516.gif
O937,Patricia Ceysens,Ceysens Patricia,patricia.ceysens@dekamer.be,"",http://www.lachambre.be/site/wwwroot/images/cv/O937.gif
