id,name,image,source,faction,area,birth_date,start_date,end_date,area_id,term
1756664,Лавров Олег Леонидович,http://www.duma.gov.ru/upload/iblock/e1b/e1b2083135fc8843d3503a3302c3f80d.jpg,http://www.duma.gov.ru/structure/deputies/1756664/,ЛДПР,город Санкт-ПетербургАрхангельская областьЛенинградская область,1965-04-27,2016-09-18,,,7
1756665,Курдюмов Александр Борисович,http://www.duma.gov.ru/upload/iblock/0da/0daa12ca124391b198e7137d814ee9ff.jpg,http://www.duma.gov.ru/structure/deputies/1756665/,ЛДПР,все субъекты Российской Федерации,1967-11-26,2016-09-18,,,7
1756666,Кулик Геннадий Васильевич,http://www.duma.gov.ru/upload/iblock/20f/20fea0a6a984297ae47d5354ce10861e.jpg,http://www.duma.gov.ru/structure/deputies/1756666/,«ЕДИНАЯРОССИЯ»,Владимирская областьВоронежская областьЛипецкая областьРязанская область,1935-01-20,2016-09-18,,,7
1756667,Кулиева Василина Васильевна,http://www.duma.gov.ru/upload/iblock/8b8/8b8f12d6929b6a87eaaf393cf6e82515.jpg,http://www.duma.gov.ru/structure/deputies/1756667/,ЛДПР,Забайкальский крайЯрославская область,1981-11-20,2016-09-18,,0044,7
1756668,Крупенников Владимир Александрович,http://www.duma.gov.ru/upload/iblock/0c1/0c15274ec846ffb036ff7941090f77f5.jpg,http://www.duma.gov.ru/structure/deputies/1756668/,«ЕДИНАЯРОССИЯ»,город Москва,1969-09-01,2016-09-18,,,7
1756669,Крашенинников Павел Владимирович,http://www.duma.gov.ru/upload/iblock/ddf/ddfa19b434b327fed05da382a6d1e31f.jpg,http://www.duma.gov.ru/structure/deputies/1756669/,«ЕДИНАЯРОССИЯ»,Свердловская область,1964-06-21,2016-09-18,,,7
1756670,Кравец Александр Алексеевич,http://www.duma.gov.ru/upload/iblock/b47/b47d4c851979cf86b387109920a2bdd4.jpg,http://www.duma.gov.ru/structure/deputies/1756670/,КПР,Омская область,1950-01-31,2016-09-18,,,7
1756671,Коровников Александр Венидиктович,http://www.duma.gov.ru/upload/iblock/3cc/3cc79fdbef3cb55800b7c63e21696855.jpg,http://www.duma.gov.ru/structure/deputies/1756671/,«ЕДИНАЯРОССИЯ»,Новгородская область,1955-04-30,2016-09-18,,0134,7
1756672,Корниенко Алексей Викторович,http://www.duma.gov.ru/upload/iblock/364/3646132dda542075a4c446bcb35d0cbc.jpg,http://www.duma.gov.ru/structure/deputies/1756672/,КПР,Приморский крайХабаровский крайСахалинская областьЕврейская автономная область,1976-07-22,2016-09-18,,,7
1756673,Кононов Владимир Михайлович,http://www.duma.gov.ru/upload/iblock/45b/45b97a1f2de3fae4610adca831b21a26.jpg,http://www.duma.gov.ru/structure/deputies/1756673/,«ЕДИНАЯРОССИЯ»,Московская область,1958-03-13,2016-09-18,,,7
1756674,Коломейцев Николай Васильевич,http://www.duma.gov.ru/upload/iblock/d95/d95b8e0aa272b46524764dcc4e6faeff.jpg,http://www.duma.gov.ru/structure/deputies/1756674/,КПР,Ростовская область,1956-09-01,2016-09-18,,,7
1756675,Когогина Альфия Гумаровна,http://www.duma.gov.ru/upload/iblock/afb/afb091faef6d388d46b624f15ff79137.jpg,http://www.duma.gov.ru/structure/deputies/1756675/,«ЕДИНАЯРОССИЯ»,Республика Татарстан (Татарстан),1968-02-22,2016-09-18,,0029,7
1756676,Кобзон Иосиф Давыдович,http://www.duma.gov.ru/upload/iblock/4c0/4c043cc9d754bc01dedbc3396a4e9fe9.jpg,http://www.duma.gov.ru/structure/deputies/1756676/,«ЕДИНАЯРОССИЯ»,Республика БурятияЗабайкальский крайИркутская область,1937-09-11,2016-09-18,,,7
1756677,Кидяев Виктор Борисович,http://www.duma.gov.ru/upload/iblock/5cb/5cbb670b7ed6425767a48b264286a1f1.jpg,http://www.duma.gov.ru/structure/deputies/1756677/,«ЕДИНАЯРОССИЯ»,Республика Марий ЭлРеспублика МордовияЧувашская Республика – ЧувашияНижегородская область,1956-07-09,2016-09-18,,,7
1756678,Квитка Иван Иванович,http://www.duma.gov.ru/upload/iblock/274/2749e26182112b23b9d0eb5ca8f2e33c.jpg,http://www.duma.gov.ru/structure/deputies/1756678/,«ЕДИНАЯРОССИЯ»,Тюменская область,1967-05-04,2016-09-18,,0186,7
1756679,Кашин Владимир Иванович,http://www.duma.gov.ru/upload/iblock/7aa/7aa888c30eb86a33719355b82e7001d7.jpg,http://www.duma.gov.ru/structure/deputies/1756679/,КПР,все субъекты Российской Федерации,1948-08-10,2016-09-18,,,7
1756680,Качкаев Павел Рюрикович,http://www.duma.gov.ru/upload/iblock/e6d/e6d3ba4b9a3f608c21b0e72c7a284aeb.jpg,http://www.duma.gov.ru/structure/deputies/1756680/,«ЕДИНАЯРОССИЯ»,Республика Башкортостан,1951-10-04,2016-09-18,,0003,7
1756681,Катасонов Сергей Михайлович,http://www.duma.gov.ru/upload/iblock/0a9/0a9ebeaed97fa326c9916878fab61f3a.jpg,http://www.duma.gov.ru/structure/deputies/1756681/,ЛДПР,Оренбургская областьРеспублика КарелияПензенская область,1963-05-01,2016-09-18,,,7
1756682,Карпов Анатолий Евгеньевич,http://www.duma.gov.ru/upload/iblock/c78/c78f853261e768e85efaf86f9ecb350a.jpg,http://www.duma.gov.ru/structure/deputies/1756682/,«ЕДИНАЯРОССИЯ»,Тюменская областьХанты-Мансийский автономный округ – ЮграЯмало-Ненецкий автономный округ,1951-05-23,2016-09-18,,,7
1756683,Аршба Отари Ионович,http://www.duma.gov.ru/upload/iblock/d35/d3543f719dc156824639cfb8f438ceb1.jpg,http://www.duma.gov.ru/structure/deputies/1756683/,«ЕДИНАЯРОССИЯ»,Московская область,1955-04-12,2016-09-18,,,7
1756684,Абрамов Иван Николаевич,http://www.duma.gov.ru/upload/iblock/82a/82a15e0814398c3ee8544e740bc64bf7.jpg,http://www.duma.gov.ru/structure/deputies/1756684/,ЛДПР,Амурская область,1978-06-16,2016-09-18,,0071,7
1756685,Агаев Ваха Абуевич,http://www.duma.gov.ru/upload/iblock/c47/c47a37496a3f74c2869c9756edb3554c.jpg,http://www.duma.gov.ru/structure/deputies/1756685/,КПР,все субъекты Российской Федерации,1953-03-15,2016-09-18,,,7
1756686,Алферов Жорес Иванович,http://www.duma.gov.ru/upload/iblock/c0f/c0ff1d4da98719c2734eeabdb5a6ca96.jpg,http://www.duma.gov.ru/structure/deputies/1756686/,КПР,все субъекты Российской Федерации,1930-03-15,2016-09-18,,,7
1756687,Жириновский Владимир Вольфович,http://www.duma.gov.ru/upload/iblock/760/76065467849b5fd21f700e71f72c219f.jpg,http://www.duma.gov.ru/structure/deputies/1756687/,ЛДПР,все субъекты Российской Федерации,1946-04-25,2016-09-18,,,7
1756688,Азимов Рахим Азизбоевич,http://www.duma.gov.ru/upload/iblock/d4e/d4e8ba3f30a7780a64ee8984bc11be14.jpg,http://www.duma.gov.ru/structure/deputies/1756688/,«ЕДИНАЯРОССИЯ»,Кировская область,1964-08-16,2016-09-18,,0105,7
1756689,Алексеева Татьяна Олеговна,http://www.duma.gov.ru/upload/iblock/6d7/6d7d298b6c279c41e71303ea57dc2471.jpg,http://www.duma.gov.ru/structure/deputies/1756689/,«ЕДИНАЯРОССИЯ»,Кемеровская область,1962-12-16,2016-09-18,,0101,7
1756690,Аникеев Григорий Викторович,http://www.duma.gov.ru/upload/iblock/bcc/bccc728a5a6730ea239dd57ba50f8181.jpg,http://www.duma.gov.ru/structure/deputies/1756690/,«ЕДИНАЯРОССИЯ»,Владимирская область,1972-02-28,2016-09-18,,0080,7
1756691,Арефьев Николай Васильевич,http://www.duma.gov.ru/upload/iblock/c59/c59a03e7b0d14111d4806d500e1bdae8.jpg,http://www.duma.gov.ru/structure/deputies/1756691/,КПР,Республика КалмыкияАстраханская областьВолгоградская область,1949-03-11,2016-09-18,,,7
1756692,Аршинова Алёна Игоревна,http://www.duma.gov.ru/upload/iblock/479/479fdcd7f451f01c943f463511cc9ea3.jpg,http://www.duma.gov.ru/structure/deputies/1756692/,«ЕДИНАЯРОССИЯ»,Республика Марий ЭлРеспублика МордовияЧувашская Республика – ЧувашияНижегородская область,1985-03-03,2016-09-18,,,7
1756693,Аскендеров Заур Асевович,http://www.duma.gov.ru/upload/iblock/7b2/7b20cc9cd60eb28f7d528ef1cdb8237a.jpg,http://www.duma.gov.ru/structure/deputies/1756693/,«ЕДИНАЯРОССИЯ»,Республика Дагестан,1970-07-12,2016-09-18,,,7
1756694,Зюганов Геннадий Андреевич,http://www.duma.gov.ru/upload/iblock/6b5/6b55e3abb84490118b5adcc5eeceb233.jpg,http://www.duma.gov.ru/structure/deputies/1756694/,КПР,все субъекты Российской Федерации,1944-06-26,2016-09-18,,,7
1756695,Букачаков Родион Борисович,http://www.duma.gov.ru/upload/iblock/535/535d08accd17f2f4cbf888a8bc0c15ee.jpg,http://www.duma.gov.ru/structure/deputies/1756695/,«ЕДИНАЯРОССИЯ»,Республика Алтай,1963-09-13,2016-09-18,,0002,7
1756696,Афонин Юрий Вячеславович,http://www.duma.gov.ru/upload/iblock/1a4/1a4691088e71a4061403d2df4c8461b9.jpg,http://www.duma.gov.ru/structure/deputies/1756696/,КПР,Красноярский крайГород Москва,1977-03-22,2016-09-18,,,7
1756697,Афонский Владимир Игорьевич,http://www.duma.gov.ru/upload/iblock/ab2/ab2f2efa99f9b4f37e87b5f6d0b98b7e.jpg,http://www.duma.gov.ru/structure/deputies/1756697/,«ЕДИНАЯРОССИЯ»,Тульская область,1966-10-10,2016-09-18,,0184,7
1756698,Балыхин Григорий Артёмович,http://www.duma.gov.ru/upload/iblock/c30/c30d8e55568b5b29c822ce83ede3f977.jpg,http://www.duma.gov.ru/structure/deputies/1756698/,«ЕДИНАЯРОССИЯ»,Оренбургская областьСамарская областьУльяновская область,1946-11-19,2016-09-18,,,7
1756699,Бариев Марат Мансурович,http://www.duma.gov.ru/upload/iblock/33a/33a70e2f36bb396afdbcd2220af0af53.jpg,http://www.duma.gov.ru/structure/deputies/1756699/,«ЕДИНАЯРОССИЯ»,Республика Татарстан (Татарстан),1961-07-09,2016-09-18,,,7
1756700,Баталина Ольга Юрьевна,http://www.duma.gov.ru/upload/iblock/f0f/f0f1c0fad4e6a94dc0dff9a89bdb561d.jpg,http://www.duma.gov.ru/structure/deputies/1756700/,«ЕДИНАЯРОССИЯ»,Волгоградская областьПензенская областьСаратовская областьТамбовская область,1975-11-08,2016-09-18,,,7
1756701,Баталова Рима Акбердиновна,http://www.duma.gov.ru/upload/iblock/2f7/2f7b5263b5630945fbb0bb351afb9791.jpg,http://www.duma.gov.ru/structure/deputies/1756701/,«ЕДИНАЯРОССИЯ»,Республика Башкортостан,1964-01-01,2016-09-18,,,7
1756702,Белых Ирина Викторовна,http://www.duma.gov.ru/upload/iblock/89c/89c3366cb6d4b2fec7e6f1e804405be9.jpg,http://www.duma.gov.ru/structure/deputies/1756702/,«ЕДИНАЯРОССИЯ»,г.Москва,1964-08-16,2016-09-18,,0207,7
1756703,Богуславский Ирек Борисович,http://www.duma.gov.ru/upload/iblock/5c0/5c0962b14ab571393eb900d84f406277.jpg,http://www.duma.gov.ru/structure/deputies/1756703/,«ЕДИНАЯРОССИЯ»,Республика Татарстан (Татарстан),1967-09-09,2016-09-18,,,7
1756705,Борцов Николай Иванович,http://www.duma.gov.ru/upload/iblock/1a0/1a0270d60624a267b82d68f3ca0735ff.jpg,http://www.duma.gov.ru/structure/deputies/1756705/,«ЕДИНАЯРОССИЯ»,Липецкая область,1945-05-08,2016-09-18,,0114,7
1756706,Брыксин Александр Юрьевич,http://www.duma.gov.ru/upload/iblock/6e8/6e88596e617632e4da3eaba1b071e22f.jpg,http://www.duma.gov.ru/structure/deputies/1756706/,«ЕДИНАЯРОССИЯ»,Белгородская областьКурская областьОрловская область,1967-01-20,2016-09-18,,,7
1756707,Булавинов Вадим Евгеньевич,http://www.duma.gov.ru/upload/iblock/5ac/5ac802c9430a3a8a1c4430bf7c4aa7f2.jpg,http://www.duma.gov.ru/structure/deputies/1756707/,«ЕДИНАЯРОССИЯ»,Нижегородская область,1963-03-20,2016-09-18,,0132,7
1756708,Бурков Александр Леонидович,http://www.duma.gov.ru/upload/iblock/41e/41e2348c4c9c04d1184f6d82b1c832cf.jpg,http://www.duma.gov.ru/structure/deputies/1756708/,«СПРАВЕДЛИВАЯРОССИЯ»,Свердловская областьПермский крайХанты-Мансийский автономный округ - Югра (Тюменская область),1967-04-23,2016-09-18,,,7
1756709,Валеев Эрнест Абдулович,http://www.duma.gov.ru/upload/iblock/5a0/5a07b5ae138083546aa243c282bf841d.jpg,http://www.duma.gov.ru/structure/deputies/1756709/,«ЕДИНАЯРОССИЯ»,Тюменская область,1950-04-07,2016-09-18,,0185,7
1756710,Валенчук Олег Дорианович,http://www.duma.gov.ru/upload/iblock/a2e/a2e9411cdfa408ac26d10b2072c56e68.jpg,http://www.duma.gov.ru/structure/deputies/1756710/,«ЕДИНАЯРОССИЯ»,Кировская область,1960-09-14,2016-09-18,,0106,7
1756711,Валуев Николай Сергеевич,http://www.duma.gov.ru/upload/iblock/7df/7df270a904c5772f5f0207fd0aca86ba.jpg,http://www.duma.gov.ru/structure/deputies/1756711/,«ЕДИНАЯРОССИЯ»,Брянская областьКалужская областьСмоленская областьТульская область,1973-08-21,2016-09-18,,,7
1756712,Василенко Александр Борисович,http://www.duma.gov.ru/upload/iblock/64b/64b2ebf58cab27e4ade11ec022fe4b1a.jpg,http://www.duma.gov.ru/structure/deputies/1756712/,«ЕДИНАЯРОССИЯ»,Удмуртская РеспубликаПермский край,1948-10-21,2016-09-18,,,7
1756713,Васильев Александр Николаевич,http://www.duma.gov.ru/upload/iblock/6c8/6c8f3c150da6a8d0749c7927d12a7a28.jpg,http://www.duma.gov.ru/structure/deputies/1756713/,«ЕДИНАЯРОССИЯ»,Вологодская областьКалининградская областьНовгородская областьПсковская область,1982-03-30,2016-09-18,,,7
1756714,Васильев Владимир Абдуалиевич,http://www.duma.gov.ru/upload/iblock/1f8/1f887d72b230913262186c5e8900210a.jpg,http://www.duma.gov.ru/structure/deputies/1756714/,«ЕДИНАЯРОССИЯ»,Тверская область,1949-08-11,2016-09-18,,0180,7
1756715,Вострецов Сергей Алексеевич,http://www.duma.gov.ru/upload/iblock/6e8/6e8d1d209644ef330aa36098c5857505.jpg,http://www.duma.gov.ru/structure/deputies/1756715/,«ЕДИНАЯРОССИЯ»,г.Санкт-Петербург,1976-04-04,2016-09-18,,0212,7
1756716,Вторыгина Елена Андреевна,http://www.duma.gov.ru/upload/iblock/da2/da23c9571531a7254650bff9492e9420.jpg,http://www.duma.gov.ru/structure/deputies/1756716/,«ЕДИНАЯРОССИЯ»,Республика КомиАрхангельская областьКировская областьНенецкий автономный округ,1957-08-17,2016-09-18,,,7
1756717,Вяткин Дмитрий Федорович,http://www.duma.gov.ru/upload/iblock/272/2722dedfe23880f291f381889fa09db3.jpg,http://www.duma.gov.ru/structure/deputies/1756717/,«ЕДИНАЯРОССИЯ»,Курганская областьЧелябинская область,1974-05-21,2016-09-18,,,7
1756718,Гаврилов Сергей Анатольевич,http://www.duma.gov.ru/upload/iblock/b72/b72cefe338351c3c972e5c05370600c5.jpg,http://www.duma.gov.ru/structure/deputies/1756718/,КПР,Белгородская областьВоронежская область,1966-01-27,2016-09-18,,,7
1756719,Гаджиев Магомед Тажудинович,http://www.duma.gov.ru/upload/iblock/ad1/ad165bd7869448d49ff6d5c8275efb13.jpg,http://www.duma.gov.ru/structure/deputies/1756719/,«ЕДИНАЯРОССИЯ»,Республика Дагестан,1965-04-07,2016-09-18,,,7
1756720,Гаджиев Мурад Станиславович,http://www.duma.gov.ru/upload/iblock/056/0567a85d8e37395ba391b72d012a0d00.jpg,http://www.duma.gov.ru/structure/deputies/1756720/,«ЕДИНАЯРОССИЯ»,Республика Дагестан,1961-07-31,2016-09-18,,,7
1756721,Володин Вячеслав Викторович,http://www.duma.gov.ru/upload/iblock/059/0591d7471bee79280f8e8688d0a980d3.jpg,http://www.duma.gov.ru/structure/deputies/1756721/,«ЕДИНАЯРОССИЯ»,Волгоградская областьПензенская областьСаратовская областьТамбовская область,1964-02-04,2016-09-18,,,7
1756722,Гартунг Валерий Карлович,http://www.duma.gov.ru/upload/iblock/d7c/d7c61503d5a888b3f940fe05431e601b.jpg,http://www.duma.gov.ru/structure/deputies/1756722/,«СПРАВЕДЛИВАЯРОССИЯ»,Челябинская областьОренбургская областьСамарская область,1960-11-12,2016-09-18,,,7
1756723,Геккиев Заур Далхатович,http://www.duma.gov.ru/upload/iblock/af5/af5b55fd260cb7f43ca4fa3c531c23a7.jpg,http://www.duma.gov.ru/structure/deputies/1756723/,«ЕДИНАЯРОССИЯ»,Кабардино-Балкарская Республика,1961-02-12,2016-09-18,,,7
1756724,Герасименко Николай Федорович,http://www.duma.gov.ru/upload/iblock/fc4/fc494bff454fe9fafadfeab25947a941.jpg,http://www.duma.gov.ru/structure/deputies/1756724/,«ЕДИНАЯРОССИЯ»,Республика АлтайАлтайский крайКемеровская областьТомская область,1950-12-01,2016-09-18,,,7
1756725,Гильмутдинов Ильдар Ирекович,http://www.duma.gov.ru/upload/iblock/8e3/8e310ec9b51a38da6f4e0e7034bbf500.jpg,http://www.duma.gov.ru/structure/deputies/1756725/,«ЕДИНАЯРОССИЯ»,Республика Татарстан (Татарстан),1962-09-03,2016-09-18,,0027,7
1756726,Говорин Николай Васильевич,http://www.duma.gov.ru/upload/iblock/e9d/e9d98829692dc48cc55d2bbc07265c36.jpg,http://www.duma.gov.ru/structure/deputies/1756726/,«ЕДИНАЯРОССИЯ»,Забайкальский край,1952-12-29,2016-09-18,,0043,7
1756727,Говорухин Станислав Сергеевич,http://www.duma.gov.ru/upload/iblock/897/897e138b14ebfe3af0d98cfad8f3811a.jpg,http://www.duma.gov.ru/structure/deputies/1756727/,«ЕДИНАЯРОССИЯ»,город Москва,1936-03-29,2016-09-18,,,7
1756728,Голушко Андрей Иванович,http://www.duma.gov.ru/upload/iblock/cbb/cbbaf761bcab6fa4b951c63aed9c7322.jpg,http://www.duma.gov.ru/structure/deputies/1756728/,«ЕДИНАЯРОССИЯ»,Омская область,1964-12-01,2016-09-18,,0141,7
1756729,Гончар Николай Николаевич,http://www.duma.gov.ru/upload/iblock/da4/da4754673aa5d0d4a661f2ccfb469e63.jpg,http://www.duma.gov.ru/structure/deputies/1756729/,«ЕДИНАЯРОССИЯ»,г.Москва,1946-10-18,2016-09-18,,0208,7
1756730,Адучиев Батор Канурович,http://www.duma.gov.ru/upload/iblock/585/585608ab71a280e48f9a984987fc1a8d.jpg,http://www.duma.gov.ru/structure/deputies/1756730/,«ЕДИНАЯРОССИЯ»,Республика КалмыкияСтавропольский крайАстраханская областьРостовская область,1963-01-27,2016-09-18,,,7
1756731,Альшевских Андрей Геннадьевич,http://www.duma.gov.ru/upload/iblock/c07/c078adea94201bb338433ec9e0015ada.jpg,http://www.duma.gov.ru/structure/deputies/1756731/,«ЕДИНАЯРОССИЯ»,Свердловская область,1972-05-14,2016-09-18,,0168,7
1756733,Антонова Лидия Николаевна,http://www.duma.gov.ru/upload/iblock/515/515540073e58ab3152ed9be5b3a85bb5.jpg,http://www.duma.gov.ru/structure/deputies/1756733/,«ЕДИНАЯРОССИЯ»,Московская область,1950-05-15,2016-09-18,,0121,7
1756740,Антошкин Николай Тимофеевич,http://www.duma.gov.ru/upload/iblock/21e/21ef55a4cb6e951d0533be64163a5a5c.jpg,http://www.duma.gov.ru/structure/deputies/1756740/,«ЕДИНАЯРОССИЯ»,город Москва,1942-12-19,2016-09-18,,,7
1756742,Байгускаров Зариф Закирович,http://www.duma.gov.ru/upload/iblock/7f7/7f7cf0249e8c02785c9a58d6323a9539.jpg,http://www.duma.gov.ru/structure/deputies/1756742/,«ЕДИНАЯРОССИЯ»,Республика Башкортостан,1967-06-30,2016-09-18,,0007,7
1756744,Бальбек Руслан Исмаилович,http://www.duma.gov.ru/upload/iblock/c9e/c9ec1856e48380effc30fcaffe4c12a4.jpg,http://www.duma.gov.ru/structure/deputies/1756744/,«ЕДИНАЯРОССИЯ»,Республика Крымгород Севастополь,1977-08-28,2016-09-18,,,7
1756747,Барышев Андрей Викторович,http://www.duma.gov.ru/upload/iblock/a37/a377fbea091fe7a0ade21307aa06309e.jpg,http://www.duma.gov.ru/structure/deputies/1756747/,«ЕДИНАЯРОССИЯ»,Челябинская область,1966-02-02,2016-09-18,,0189,7
1756749,Бахарев Константин Михайлович,http://www.duma.gov.ru/upload/iblock/2a5/2a5851f5bf2156110d302f0264f4ce8d.jpg,http://www.duma.gov.ru/structure/deputies/1756749/,«ЕДИНАЯРОССИЯ»,Республика Крым,1972-10-20,2016-09-18,,0020,7
1756751,Бахметьев Виталий Викторович,http://www.duma.gov.ru/upload/iblock/264/264a9796e1e3e003e328e4a2b150602f.jpg,http://www.duma.gov.ru/structure/deputies/1756751/,«ЕДИНАЯРОССИЯ»,Челябинская область,1961-08-12,2016-09-18,,0192,7
1756752,Белеков Иван Итулович,http://www.duma.gov.ru/upload/iblock/ebd/ebde792650a452d36db2af6783f13f25.jpg,http://www.duma.gov.ru/structure/deputies/1756752/,«ЕДИНАЯРОССИЯ»,Республика АлтайАлтайский крайКемеровская областьТомская область,1953-03-20,2016-09-18,,,7
1756753,Белик Дмитрий Анатольевич,http://www.duma.gov.ru/upload/iblock/94b/94b4c4094a3454363397b22ad71d9a6b.jpg,http://www.duma.gov.ru/structure/deputies/1756753/,«ЕДИНАЯРОССИЯ»,Город Севастополь,1969-10-17,2016-09-18,,0219,7
1756754,Белоусов Вадим Владимирович,http://www.duma.gov.ru/upload/iblock/cf3/cf33b7db20b5ec0c6b8c3dc4f28ce5ab.jpg,http://www.duma.gov.ru/structure/deputies/1756754/,«СПРАВЕДЛИВАЯРОССИЯ»,Удмуртская РеспубликаКировская областьТамбовская область,1960-10-02,2016-09-18,,,7
1756755,Бугера Михаил Евгеньевич,http://www.duma.gov.ru/upload/iblock/edf/edfd918b3a078429fb3b95c341c6003a.jpg,http://www.duma.gov.ru/structure/deputies/1756755/,«ЕДИНАЯРОССИЯ»,Республика Башкортостан,1961-01-14,2016-09-18,,,7
1756756,Березуцкий Юрий Николаевич,http://www.duma.gov.ru/upload/iblock/4c0/4c057e48c9750ff7ee876e6f7e0b18c4.jpg,http://www.duma.gov.ru/structure/deputies/1756756/,«ЕДИНАЯРОССИЯ»,Камчатский крайХабаровский крайАмурская областьМагаданская областьЕврейская автономная областьЧукотский автономный округ,1956-08-08,2016-09-18,,,7
