id,name,party,party_id,district,image,website,email,twitter,identifier__represent
1809,Cheryl Gallant,Conservative,conservative,Renfrew—Nipissing—Pembroke,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/GallantCheryl_CPC.jpg,http://cherylgallant.com,cheryl.gallant@parl.gc.ca,https://twitter.com/cherylgallant,1809
1813,Dominic LeBlanc,Liberal,liberal,Beauséjour,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/LeBlancDominic_Lib.jpg,http://dominicleblanc.ca,dominic.leblanc@parl.gc.ca,,1813
1817,John McCallum,Liberal,liberal,Markham—Thornhill,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/McCallumJohn_Lib.jpg,http://johnmccallum.ca,john.mccallum@parl.gc.ca,https://twitter.com/JohnMcCallumLPC,1817
1825,Joe Peschisolido,Liberal,liberal,Steveston—Richmond East,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/37/PeschC.jpg,,Joe.Peschisolido@parl.gc.ca,https://twitter.com/jpeschisolido,1825
1827,Scott Reid,Conservative,conservative,Lanark—Frontenac—Kingston,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ReidScott_CPC.jpg,,scott.reid@parl.gc.ca,https://twitter.com/ScottReidCPC,1827
1832,Kevin Sorenson,Conservative,conservative,Battle River—Crowfoot,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/SorensonKevin_CPC.jpg,,kevin.sorenson@parl.gc.ca,https://twitter.com/KevinASorenson,1832
198,Denis Paradis,Liberal,liberal,Brome—Missisquoi,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/38/Paradd.JPG,,Denis.Paradis@parl.gc.ca,https://twitter.com/DenisParadisPLC,198
232,Christine Moore,NDP,ndp,Abitibi—Témiscamingue,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/MooreChristine_NDP.jpg,,Christine.Moore@parl.gc.ca,https://twitter.com/MooreNpd,232
23915,Guy Caron,NDP,ndp,Rimouski-Neigette—Témiscouata—Les Basques,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/CaronGuy_NDP.jpg,,Guy.Caron@parl.gc.ca,https://twitter.com/GuyCaronNPD,23915
25446,Dean Allison,Conservative,conservative,Niagara West,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/AllisonDean_CPC.jpg,,dean.allison@parl.gc.ca,https://twitter.com/DeanAllisonMP,25446
25447,Rona Ambrose,Conservative,conservative,Sturgeon River—Parkland,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/AmbroseRona_CPC.jpg,,rona.ambrose@parl.gc.ca,https://twitter.com/RonaAmbrose,25447
25449,Yasmin Ratansi,Liberal,liberal,Don Valley East,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/40/RatansiYasmin_LIB.jpg,,Yasmin.Ratansi@parl.gc.ca,https://twitter.com/Yasmin_Ratansi,25449
25451,Pablo Rodriguez,Liberal,liberal,Honoré-Mercier,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/40/RodriguezPablo_LIB.jpg,,Pablo.Rodriguez@parl.gc.ca,https://twitter.com/Rodriguez_Pab,25451
25452,Anthony Rota,Liberal,liberal,Nipissing—Timiskaming,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/40/RotaAnthony_LIB.jpg,,Anthony.Rota@parl.gc.ca,https://twitter.com/AnthonyRota,25452
25453,Francis Scarpaleggia,Liberal,liberal,Lac-Saint-Louis,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ScarpaleggiaFrancis_Lib.jpg,,francis.scarpaleggia@parl.gc.ca,https://twitter.com/ScarpaleggiaLSL,25453
25454,Andrew Scheer,Conservative,conservative,Regina—Qu'Appelle,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ScheerAndrew_CPC.jpg,,andrew.scheer@parl.gc.ca,,25454
25456,Scott Simms,Liberal,liberal,Coast of Bays—Central—Notre Dame,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/SimmsScott_Lib.jpg,,scott.simms@parl.gc.ca,https://twitter.com/Scott_Simms,25456
25461,David Tilson,Conservative,conservative,Dufferin—Caledon,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/TilsonDavidAllan_CPC.jpg,,david.tilson@parl.gc.ca,https://twitter.com/davidtilson,25461
25462,Brad Trost,Conservative,conservative,Saskatoon—University,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/TrostBradley_CPC.jpg,,brad.trost@parl.gc.ca,https://twitter.com/BradTrostCPC,25462
25465,Peter Van Loan,Conservative,conservative,York—Simcoe,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/VanLoanPeter_CPC.jpg,,peter.vanloan@parl.gc.ca,https://twitter.com/PeterVanLoan,25465
25467,Mark Warawa,Conservative,conservative,Langley—Aldergrove,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/WarawaMark_CPC.jpg,http://markwarawa.com,mark.warawa@parl.gc.ca,https://twitter.com/MPmarkwarawa,25467
25468,Borys Wrzesnewskyj,Liberal,liberal,Etobicoke Centre,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/40/WrzesnewskyjBoris_LIB.jpg,,Borys.Wrzesnewskyj@parl.gc.ca,https://twitter.com/VoteBorys,25468
25470,Charlie Angus,NDP,ndp,Timmins—James Bay,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/AngusCharlie_NDP.jpg,,charlie.angus@parl.gc.ca,https://twitter.com/CharlieAngusNDP,25470
25471,Navdeep Bains,Liberal,liberal,Mississauga—Malton,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/40/BainsNavdeep_Lib.jpg,,Navdeep.Bains@parl.gc.ca,https://twitter.com/NavdeepSBains,25471
25475,James Bezan,Conservative,conservative,Selkirk—Interlake—Eastman,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/BezanJames_CPC.jpg,,james.bezan@parl.gc.ca,https://twitter.com/jamesbezan,25475
25483,Gordon Brown,Conservative,conservative,Leeds—Grenville—Thousand Islands and Rideau Lakes,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/BrownGordon_CPC.jpg,,gord.brown@parl.gc.ca,https://twitter.com/gordbrown,25483
25486,Colin Carrie,Conservative,conservative,Oshawa,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/CarrieColin_CPC.jpg,,colin.carrie@parl.gc.ca,https://twitter.com/ColinCarrie,25486
25488,Michael Chong,Conservative,conservative,Wellington—Halton Hills,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ChongMichaelD_CPC.jpg,,michael.chong@parl.gc.ca,https://twitter.com/MichaelChongMP,25488
25489,David Christopherson,NDP,ndp,Hamilton Centre,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ChristophersonDavid_NDP.jpg,http://davidchristopherson.ca,david.christopherson@parl.gc.ca,https://twitter.com/DaveChrisMP,25489
25493,Nathan Cullen,NDP,ndp,Skeena—Bulkley Valley,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/CullenNathan_NDP.jpg,http://nathancullen.ca,nathan.cullen@parl.gc.ca,https://twitter.com/nathancullen,25493
25501,Diane Finley,Conservative,conservative,Haldimand—Norfolk,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/FinleyDiane_CPC.jpg,,diane.finley@parl.gc.ca,,25501
25508,Mark Holland,Liberal,liberal,Ajax,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/40/HollandMark_LIB.jpg,,Mark.Holland@parl.gc.ca,https://twitter.com/markhollandlib,25508
25516,Guy Lauzon,Conservative,conservative,Stormont—Dundas—South Glengarry,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/LauzonGuy_CPC.jpg,,guy.lauzon@parl.gc.ca,,25516
25520,Tom Lukiwski,Conservative,conservative,Moose Jaw—Lake Centre—Lanigan,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/LukiwskiTom_CPC.jpg,,tom.lukiwski@parl.gc.ca,,25520
25522,Larry Miller,Conservative,conservative,Bruce—Grey—Owen Sound,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/MillerLarry_CPC.jpg,,larry.miller@parl.gc.ca,https://twitter.com/LarryMillerMP,25522
25524,Pierre Poilievre,Conservative,conservative,Carleton,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/PoilievrePierre_CPC.jpg,,pierre.poilievre@parl.gc.ca,https://twitter.com/PierrePoilievre,25524
26684,Thomas Mulcair,NDP,ndp,Outremont,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/MulcairThomasJ_NDP.jpg,,thomas.mulcair@parl.gc.ca,https://twitter.com/ThomasMulcair,26684
2897,Elizabeth May,Green Party,green_party,Saanich—Gulf Islands,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/MayElizabeth_GP.jpg,,Elizabeth.May@parl.gc.ca,https://twitter.com/ElizabethMay,2897
30552,Kevin Lamoureux,Liberal,liberal,Winnipeg North,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/LamoureuxKevin_Lib.jpg,,kevin.lamoureux@parl.gc.ca,https://twitter.com/Kevin_Lamoureux,30552
30812,Alice Wong,Conservative,conservative,Richmond Centre,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/WongAlice_CPC.jpg,,alice.wong@parl.gc.ca,,30812
31098,Sukh Dhaliwal,Liberal,liberal,Surrey—Newton,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/40/DhaliwalSukh_LIB.jpg,,Sukh.Dhaliwal@parl.gc.ca,https://twitter.com/sukhdhaliwal,31098
31119,Terry Duguid,Liberal,liberal,Winnipeg South,,,Terry.Duguid@parl.gc.ca,https://twitter.com/TerryDuguid,31119
31289,Carol Hughes,NDP,ndp,Algoma—Manitoulin—Kapuskasing,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/HughesCarol_NDP.jpg,,carol.hughes@parl.gc.ca,https://twitter.com/CarolHughesMP,31289
31664,Bev Shipley,Conservative,conservative,Lambton—Kent—Middlesex,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ShipleyBev_CPC.jpg,http://bevshipley.ca,bev.shipley@parl.gc.ca,https://twitter.com/BevShipleyMP,31664
31701,Kennedy Stewart,NDP,ndp,Burnaby South,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/StewartKennedy_NDP.jpg,,Kennedy.Stewart@parl.gc.ca,https://twitter.com/kennedystewart,31701
31715,David Sweet,Conservative,conservative,Flamborough—Glanbrook,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/SweetDavid_CPC.jpg,,david.sweet@parl.gc.ca,https://twitter.com/DavidSweetMP,31715
31765,Dave Van Kesteren,Conservative,conservative,Chatham-Kent—Leamington,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/VanKesterenDavid_CPC.jpg,http://davevankesteren.ca,dave.vankesteren@parl.gc.ca,,31765
31796,Erin Weir,NDP,ndp,Regina—Lewvan,,http://erinweir.com,Erin.Weir@parl.gc.ca,https://twitter.com/Erin_Weir,31796
33,Lawrence MacAulay,Liberal,liberal,Cardigan,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/MacAulayLawrenceA_Lib.jpg,,lawrence.macaulay@parl.gc.ca,https://twitter.com/L_MacAulay,33
35309,Maxime Bernier,Conservative,conservative,Beauce,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/BernierMaxime_CPC.jpg,http://maximebernier.com,maxime.bernier@parl.gc.ca,https://twitter.com/MaximeBernier,35309
35320,Sylvie Boucher,Conservative,conservative,Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/40/BoucherSylvie_CPC.jpg,,Sylvie.Boucher@parl.gc.ca,https://twitter.com/SylviePCC2015,35320
35351,François Choquette,NDP,ndp,Drummond,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ChoquetteFrancois_NDP.jpg,http://francoischoquette.ndp.ca,Francois.Choquette@parl.gc.ca,https://twitter.com/F_Choquette,35351
35389,Steven Blaney,Conservative,conservative,Bellechasse—Les Etchemins—Lévis,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/BlaneySteven_CPC.jpg,http://stevenblaney.ca,steven.blaney@parl.gc.ca,https://twitter.com/StevenBlaneyPCC,35389
35397,Jacques Gourde,Conservative,conservative,Lévis—Lotbinière,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/GourdeJacques_CPC.jpg,,jacques.gourde@parl.gc.ca,https://twitter.com/JacquesGourde,35397
35539,Phil McColeman,Conservative,conservative,Brantford—Brant,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/McColemanPhil_CPC.jpg,,phil.mccoleman@parl.gc.ca,https://twitter.com/Phil4Brant,35539
35600,Ben Lobb,Conservative,conservative,Huron—Bruce,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/LobbBen_CPC.jpg,,ben.lobb@parl.gc.ca,https://twitter.com/BenLobbMP,35600
35607,Harold Albrecht,Conservative,conservative,Kitchener—Conestoga,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/AlbrechtHarold_CPC.jpg,,harold.albrecht@parl.gc.ca,https://twitter.com/Albrecht4KitCon,35607
35699,Peter Kent,Conservative,conservative,Thornhill,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/KentPeter_CPC.jpg,,peter.kent@parl.gc.ca,https://twitter.com/KentThornhillMP,35699
35724,Bruce Stanton,Conservative,conservative,Simcoe North,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/StantonRonaldBruce_CPC.jpg,,bruce.stanton@parl.gc.ca,https://twitter.com/bruce_stanton,35724
35857,Mike Lake,Conservative,conservative,Edmonton—Wetaskiwin,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/LakeMike_CPC.jpg,,mike.lake@parl.gc.ca,https://twitter.com/MikeLakeMP,35857
35873,Linda Duncan,NDP,ndp,Edmonton Strathcona,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/DuncanLindaFrancis_NDP.jpg,http://lindaduncanmp.ca,linda.duncan@parl.gc.ca,https://twitter.com/LindaDuncanMP,35873
35886,Chris Warkentin,Conservative,conservative,Grande Prairie—Mackenzie,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/WarkentinChris_CPC.jpg,http://chriswarkentin.com,chris.warkentin@parl.gc.ca,https://twitter.com/chriswarkentin,35886
35897,Blaine Calkins,Conservative,conservative,Red Deer—Lacombe,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/CalkinsBlaine_CPC.jpg,,blaine.calkins@parl.gc.ca,https://twitter.com/blainecalkinsmp,35897
35904,Ed Fast,Conservative,conservative,Abbotsford,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/FastEdward_CPC.jpg,,ed.fast@parl.gc.ca,https://twitter.com/HonEdFast,35904
35950,Joyce Murray,Liberal,liberal,Vancouver Quadra,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/MurrayJoyce_Lib.jpg,http://joycemurray.ca,joyce.murray@parl.gc.ca,https://twitter.com/joycemurray,35950
36037,Niki Ashton,NDP,ndp,Churchill—Keewatinook Aski,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/AshtonNiki_NDP.jpg,,niki.ashton@parl.gc.ca,https://twitter.com/nikiashton,36037
376,Mario Beaulieu,Bloc Québécois,bloc_québécois,La Pointe-de-l'Île,,,Mario.Beaulieu@parl.gc.ca,https://twitter.com/Mario_Beaulieu,376
38633,Denis Lebel,Conservative,conservative,Lac-Saint-Jean,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/LebelDenis_CPC.jpg,,denis.lebel@parl.gc.ca,https://twitter.com/DenisLebelPCC,38633
413,Louis Plamondon,Bloc Québécois,bloc_québécois,Bécancour—Nicolet—Saurel,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/PlamondonLouis_BQ.jpg,,louis.plamondon@parl.gc.ca,,413
43,Wayne Easter,Liberal,liberal,Malpeque,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/EasterArnoldWayne_Lib.jpg,,wayne.easter@parl.gc.ca,https://twitter.com/WayneEaster,43
460,Stéphane Dion,Liberal,liberal,Saint-Laurent,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/DionStéphane_Lib.jpg,,stephane.dion@parl.gc.ca,https://twitter.com/HonStephaneDion,460
48292,Jim Eglinski,Conservative,conservative,Yellowhead,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/EglinskiJim_CPC.jpg,,Jim.Eglinski@parl.gc.ca,https://twitter.com/JimEglinski,48292
51,Bill Casey,Liberal,liberal,Cumberland—Colchester,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/40/CaseyBill_IND.jpg,,Bill.Casey@parl.gc.ca,https://twitter.com/billcaseyns,51
53569,Brigitte Sansoucy,NDP,ndp,Saint-Hyacinthe—Bagot,,,Brigitte.Sansoucy@parl.gc.ca,https://twitter.com/bsansoucynpd,53569
54325,Lisa Raitt,Conservative,conservative,Milton,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/RaittLisa_CPC.jpg,,lisa.raitt@parl.gc.ca,https://twitter.com/lraitt,54325
54434,Adam Vaughan,Liberal,liberal,Spadina—Fort York,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/VaughanAdam_Lib.jpg,,Adam.Vaughan@parl.gc.ca,https://twitter.com/TOAdamVaughan,54434
58519,Judy Foote,Liberal,liberal,Bonavista—Burin—Trinity,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/FooteJudy_Lib.jpg,,judy.foote@parl.gc.ca,https://twitter.com/JudyFooteMP,58519
58621,Alexandra Mendès,Liberal,liberal,Brossard—Saint-Lambert,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/40/MendesAlexandra_LIB.jpg,,Alexandra.Mendes@parl.gc.ca,https://twitter.com/AlexandraBrStL,58621
58707,Pierre Breton,Liberal,liberal,Shefford,,,Pierre.Breton@parl.gc.ca,https://twitter.com/pierrebretonplc,58707
58733,Justin Trudeau,Liberal,liberal,Papineau,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/TrudeauJustin_Lib.jpg,,justin.trudeau@parl.gc.ca,https://twitter.com/JustinTrudeau,58733
58775,Alexandre Boulerice,NDP,ndp,Rosemont—La Petite-Patrie,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/BoulericeAlexandre_NPD.jpg,,Alexandre.Boulerice@parl.gc.ca,https://twitter.com/alexboulerice,58775
58806,Eva Nassif,Liberal,liberal,Vimy,,,Eva.Nassif@parl.gc.ca,https://twitter.com/EvaNassifVimy,58806
58858,Robert Oliphant,Liberal,liberal,Don Valley West,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/40/OliphantRobert_Lib.jpg,,Rob.Oliphant@parl.gc.ca,https://twitter.com/Rob_Oliphant,58858
58877,Kirsty Duncan,Liberal,liberal,Etobicoke North,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/DuncanKirsty_Lib.jpg,,kirsty.duncan@parl.gc.ca,https://twitter.com/KirstyDuncanMP,58877
58878,Bob Saroya,Conservative,conservative,Markham—Unionville,,,Bob.Saroya@parl.gc.ca,https://twitter.com/BobSaroya,58878
59110,Candice Bergen,Conservative,conservative,Portage—Lisgar,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/HoeppnerCandice_CPC.jpg,,candice.bergen@parl.gc.ca,https://twitter.com/CandiceBergenMP,59110
59148,Randy Hoback,Conservative,conservative,Prince Albert,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/HobackRandy_CPC.jpg,,randy.hoback@parl.gc.ca,https://twitter.com/MPRandyHoback,59148
59156,Kelly Block,Conservative,conservative,Carlton Trail—Eagle Creek,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/BlockKelly_CPC.jpg,,kelly.block@parl.gc.ca,https://twitter.com/KellyBlockmp,59156
59226,Earl Dreeshen,Conservative,conservative,Red Deer—Mountain View,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/DreeshenEarl_CPC.jpg,,earl.dreeshen@parl.gc.ca,https://twitter.com/earl_dreeshen,59226
59235,Blake Richards,Conservative,conservative,Banff—Airdrie,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/RichardsBlake_CPC.jpg,,blake.richards@parl.gc.ca,https://twitter.com/BlakeRichardsMP,59235
59265,Cathy McLeod,Conservative,conservative,Kamloops—Thompson—Cariboo,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/McLeodCathy_CPC.jpg,,cathy.mcleod@parl.gc.ca,https://twitter.com/Cathy_McLeod,59265
59293,Ron McKinnon,Liberal,liberal,Coquitlam—Port Coquitlam,,,Ron.McKinnon@parl.gc.ca,https://twitter.com/RonMcKinnonLib,59293
59325,Don Davies,NDP,ndp,Vancouver Kingsway,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/DaviesDon_NDP.jpg,,don.davies@parl.gc.ca,https://twitter.com/DonDavies,59325
60078,Murray Rankin,NDP,ndp,Victoria,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/MurrayRankin_NDP.jpg,,Murray.Rankin@parl.gc.ca,https://twitter.com/MurrayRankin,60078
63592,Fin Donnelly,NDP,ndp,Port Moody—Coquitlam,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/DonnellyFin_NDP.jpg,http://findonnelly.ca,fin.donnelly@parl.gc.ca,https://twitter.com/FinDonnelly,63592
63908,Bernard Généreux,Conservative,conservative,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/40/GenereuxBernard.jpg,,Bernard.Genereux@parl.gc.ca,https://twitter.com/GenereuxBernard,63908
69488,Robert Sopuck,Conservative,conservative,Dauphin—Swan River—Neepawa,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/SopuckRobert_CPC.jpg,http://robertsopuck.ca,robert.sopuck@parl.gc.ca,https://twitter.com/RobertSopuck,69488
709,Robert Nault,Liberal,liberal,Kenora,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/37/NaultR.JPG,,Bob.Nault@parl.gc.ca,https://twitter.com/VoteBobNault,709
71270,Sean Casey,Liberal,liberal,Charlottetown,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/CaseySean_Lib.jpg,,Sean.Casey@parl.gc.ca,https://twitter.com/SeanCaseyLPC,71270
71337,Angelo Iacono,Liberal,liberal,Alfred-Pellan,,,Angelo.Iacono@parl.gc.ca,https://twitter.com/AngeloIacono,71337
