id,name,party,party_id,district,image,website,email,twitter,identifier__represent
1795,David Anderson,Conservative,conservative,Cypress Hills—Grasslands,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/AndersonDavid_CPC.jpg,http://davidanderson.ca,david.anderson@parl.gc.ca,https://twitter.com/DavidAndersonSK,1795
1796,Larry Bagnell,Liberal,liberal,Yukon,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BagnellLarry_Lib.jpg,http://lbagnell.liberal.ca,Larry.Bagnell@parl.gc.ca,,1796
1804,Rodger Cuzner,Liberal,liberal,Cape Breton—Canso,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/CuznerRodger_Lib.jpg,http://rcuzner.liberal.ca,rodger.cuzner@parl.gc.ca,,1804
1806,Mark Eyking,Liberal,liberal,Sydney—Victoria,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/EykingMark_Lib.jpg,http://markeyking.liberal.ca,mark.eyking@parl.gc.ca,,1806
1809,Cheryl Gallant,Conservative,conservative,Renfrew—Nipissing—Pembroke,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/GallantCheryl_CPC.jpg,http://cherylgallant.com,cheryl.gallant@parl.gc.ca,https://twitter.com/cherylgallant,1809
1813,Dominic LeBlanc,Liberal,liberal,Beauséjour,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LeblancDominic_Lib.jpg,http://dominicleblanc.ca,dominic.leblanc@parl.gc.ca,,1813
1817,John McCallum,Liberal,liberal,Markham—Thornhill,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/42/McCallumJohn_LIB.jpg,http://johnmccallum.ca,john.mccallum@parl.gc.ca,,1817
1825,Joe Peschisolido,Liberal,liberal,Steveston—Richmond East,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/PeschisolidoJoe_Lib.jpg,http://joepeschisolido.ca,Joe.Peschisolido@parl.gc.ca,,1825
1827,Scott Reid,Conservative,conservative,Lanark—Frontenac—Kingston,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ReidScott_CPC.jpg,http://scottreid.ca,scott.reid@parl.gc.ca,,1827
1832,Kevin Sorenson,Conservative,conservative,Battle River—Crowfoot,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/SorensonKevin_CPC.jpg,http://kevinsorenson.ca,kevin.sorenson@parl.gc.ca,,1832
198,Denis Paradis,Liberal,liberal,Brome—Missisquoi,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ParadisDenis_Lib.jpg,http://dparadis.liberal.ca/en,Denis.Paradis@parl.gc.ca,,198
232,Christine Moore,NDP,ndp,Abitibi—Témiscamingue,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MooreChristine_NPD.jpg,http://christinemoore.ndp.ca,Christine.Moore@parl.gc.ca,,232
23915,Guy Caron,NDP,ndp,Rimouski-Neigette—Témiscouata—Les Basques,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/CaronGuy_NDP.jpg,http://guycaron.ndp.ca,Guy.Caron@parl.gc.ca,,23915
25446,Dean Allison,Conservative,conservative,Niagara West,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/AllisonDean_CPC.jpg,http://deanallison.ca,dean.allison@parl.gc.ca,,25446
25447,Rona Ambrose,Conservative,conservative,Sturgeon River—Parkland,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/AmbroseRona_CPC.jpg,http://ronaambrose.com,rona.ambrose@parl.gc.ca,https://twitter.com/RonaAmbrose,25447
25449,Yasmin Ratansi,Liberal,liberal,Don Valley East,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/RatansiYasmin_LIB.jpg,http://yratansi.liberal.ca,Yasmin.Ratansi@parl.gc.ca,,25449
25451,Pablo Rodriguez,Liberal,liberal,Honoré-Mercier,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/RodriguezPablo_Lib.jpg,http://https://www.pablorodriguez.ca/en,Pablo.Rodriguez@parl.gc.ca,,25451
25452,Anthony Rota,Liberal,liberal,Nipissing—Timiskaming,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/RotaAnthony_Lib.jpg,http://www.arota.ca,Anthony.Rota@parl.gc.ca,,25452
25453,Francis Scarpaleggia,Liberal,liberal,Lac-Saint-Louis,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ScarpaleggiaFrancis_Lib.jpg,http://scarpaleggia.ca,francis.scarpaleggia@parl.gc.ca,,25453
25454,Andrew Scheer,Conservative,conservative,Regina—Qu'Appelle,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ScheerAndrew_CPC.jpg,http://www.andrewmp.ca,andrew.scheer@parl.gc.ca,,25454
25456,Scott Simms,Liberal,liberal,Coast of Bays—Central—Notre Dame,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/SimmsScott_Lib.jpg,http://ssimms.liberal.ca,scott.simms@parl.gc.ca,,25456
25461,David Tilson,Conservative,conservative,Dufferin—Caledon,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/TilsonDavid_CPC.jpg,http://davidtilson.ca,david.tilson@parl.gc.ca,,25461
25462,Brad Trost,Conservative,conservative,Saskatoon—University,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/TrostBrad_CPC.jpg,http://bradtrost.ca,brad.trost@parl.gc.ca,,25462
25465,Peter Van Loan,Conservative,conservative,York—Simcoe,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/VanLoanPeter_CPC.jpg,http://petervanloan.com,peter.vanloan@parl.gc.ca,,25465
25467,Mark Warawa,Conservative,conservative,Langley—Aldergrove,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/WarawaMark_CPC.jpg,http://markwarawa.com,mark.warawa@parl.gc.ca,https://twitter.com/MPmarkwarawa,25467
25468,Borys Wrzesnewskyj,Liberal,liberal,Etobicoke Centre,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/WrzesnewskyjBorys_Lib.jpg,http://bwrzesnewskyj.liberal.ca,Borys.Wrzesnewskyj@parl.gc.ca,https://twitter.com/BorysWrz,25468
25470,Charlie Angus,NDP,ndp,Timmins—James Bay,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/AngusCharlie_NDP.jpg,http://charlieangus.ndp.ca,charlie.angus@parl.gc.ca,,25470
25471,Navdeep Bains,Liberal,liberal,Mississauga—Malton,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BainsNavdeep_Lib.jpg,http://www.navdeepbains.mp,Navdeep.Bains@parl.gc.ca,,25471
25475,James Bezan,Conservative,conservative,Selkirk—Interlake—Eastman,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BezanJames_CPC.jpg,http://jamesbezan.com,james.bezan@parl.gc.ca,,25475
25483,Gordon Brown,Conservative,conservative,Leeds—Grenville—Thousand Islands and Rideau Lakes,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BrownGordon_CPC.jpg,http://gordbrownmp.ca,gord.brown@parl.gc.ca,,25483
25486,Colin Carrie,Conservative,conservative,Oshawa,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/CarrieColin_CPC.jpg,http://colincarriemp.ca,colin.carrie@parl.gc.ca,https://twitter.com/ColinCarrie,25486
25488,Michael Chong,Conservative,conservative,Wellington—Halton Hills,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ChongMichael_CPC.jpg,http://michaelchong.ca,michael.chong@parl.gc.ca,,25488
25489,David Christopherson,NDP,ndp,Hamilton Centre,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ChristophersonDavid_NDP.jpg,http://davidchristopherson.ca,david.christopherson@parl.gc.ca,,25489
25493,Nathan Cullen,NDP,ndp,Skeena—Bulkley Valley,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/CullenNathan_NDP.jpg,http://nathancullen.ca,nathan.cullen@parl.gc.ca,,25493
25501,Diane Finley,Conservative,conservative,Haldimand—Norfolk,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/FinleyDiane_CPC.jpg,http://dianefinley.ca,diane.finley@parl.gc.ca,,25501
25508,Mark Holland,Liberal,liberal,Ajax,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/HollandMark_Lib.jpg,http://markhollandmp.ca,Mark.Holland@parl.gc.ca,,25508
25516,Guy Lauzon,Conservative,conservative,Stormont—Dundas—South Glengarry,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LauzonGuy_CPC.jpg,http://guylauzon.ca,guy.lauzon@parl.gc.ca,,25516
25520,Tom Lukiwski,Conservative,conservative,Moose Jaw—Lake Centre—Lanigan,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LukiwskiTom_CPC.jpg,http://tomlukiwski.ca,tom.lukiwski@parl.gc.ca,,25520
25522,Larry Miller,Conservative,conservative,Bruce—Grey—Owen Sound,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MillerLarry_CPC.jpg,http://www.larrymiller.ca,larry.miller@parl.gc.ca,https://twitter.com/LarryMillerMP,25522
25524,Pierre Poilievre,Conservative,conservative,Carleton,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/PoilievrePierre_CPC.jpg,http://pierremp.ca,pierre.poilievre@parl.gc.ca,,25524
26684,Thomas Mulcair,NDP,ndp,Outremont,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MulcairThomas_NDP.jpg,,thomas.mulcair@parl.gc.ca,,26684
2897,Elizabeth May,Green Party,green_party,Saanich—Gulf Islands,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MayElizabeth_GP.jpg,http://elizabethmaymp.ca,Elizabeth.May@parl.gc.ca,,2897
30552,Kevin Lamoureux,Liberal,liberal,Winnipeg North,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LamoureuxKevin_Lib.jpg,http://www.mpkevin.ca,kevin.lamoureux@parl.gc.ca,,30552
30812,Alice Wong,Conservative,conservative,Richmond Centre,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/WongAlice_CPC.jpg,http://alicewong.ca,alice.wong@parl.gc.ca,,30812
31098,Sukh Dhaliwal,Liberal,liberal,Surrey—Newton,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/DhaliwalSukh_Lib.jpg,http://sdhaliwal.liberal.ca,Sukh.Dhaliwal@parl.gc.ca,,31098
31119,Terry Duguid,Liberal,liberal,Winnipeg South,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/DuguidTerry_Lib.jpg,http://tduguid.liberal.ca,Terry.Duguid@parl.gc.ca,,31119
31289,Carol Hughes,NDP,ndp,Algoma—Manitoulin—Kapuskasing,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/HughesCarol_NDP.jpg,http://carolhughes.ndp.ca,carol.hughes@parl.gc.ca,,31289
31664,Bev Shipley,Conservative,conservative,Lambton—Kent—Middlesex,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ShipleyBev_CPC.jpg,http://bevshipley.ca,bev.shipley@parl.gc.ca,https://twitter.com/BevShipleyMP,31664
31701,Kennedy Stewart,NDP,ndp,Burnaby South,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/StewartKennedy_NDP.jpg,http://kennedystewart.ndp.ca,Kennedy.Stewart@parl.gc.ca,,31701
31715,David Sweet,Conservative,conservative,Flamborough—Glanbrook,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/SweetDavid_CPC.jpg,http://davidsweet.ca,david.sweet@parl.gc.ca,,31715
31765,Dave Van Kesteren,Conservative,conservative,Chatham-Kent—Leamington,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/VanKesterenDave_CPC.jpg,,dave.vankesteren@parl.gc.ca,,31765
31796,Erin Weir,NDP,ndp,Regina—Lewvan,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/WeirErin_NDP.jpg,http://erinweir.com,Erin.Weir@parl.gc.ca,,31796
33,Lawrence MacAulay,Liberal,liberal,Cardigan,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MacAulayLawrence_Lib.jpg,http://lawrencemacaulay.liberal.ca,lawrence.macaulay@parl.gc.ca,,33
35309,Maxime Bernier,Conservative,conservative,Beauce,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BernierMaxime_CPC.jpg,,maxime.bernier@parl.gc.ca,,35309
35320,Sylvie Boucher,Conservative,conservative,Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BoucherSylvie_CPC.jpg,,Sylvie.Boucher@parl.gc.ca,,35320
35351,François Choquette,NDP,ndp,Drummond,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ChoquetteFrançois_NDP.jpg,http://francoischoquette.ndp.ca,Francois.Choquette@parl.gc.ca,,35351
35389,Steven Blaney,Conservative,conservative,Bellechasse—Les Etchemins—Lévis,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BlaneySteven_CPC.jpg,http://stevenblaney.ca,steven.blaney@parl.gc.ca,,35389
35397,Jacques Gourde,Conservative,conservative,Lévis—Lotbinière,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/GourdeJaques_CPC.jpg,http://jacquesgourde.ca,jacques.gourde@parl.gc.ca,,35397
35539,Phil McColeman,Conservative,conservative,Brantford—Brant,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/McColemanPhil_CPC.jpg,http://philmccolemanmp.ca,phil.mccoleman@parl.gc.ca,https://twitter.com/Phil4Brant,35539
35600,Ben Lobb,Conservative,conservative,Huron—Bruce,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LobbBen_CPC.jpg,http://benlobb.com,ben.lobb@parl.gc.ca,,35600
35607,Harold Albrecht,Conservative,conservative,Kitchener—Conestoga,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/AlbrechtHarold_CPC.jpg,http://haroldalbrechtmp.ca,harold.albrecht@parl.gc.ca,https://twitter.com/Albrecht4KitCon,35607
35699,Peter Kent,Conservative,conservative,Thornhill,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/KentPeter_CPC.jpg,http://peterkent.ca,peter.kent@parl.gc.ca,https://twitter.com/KentThornhillMP,35699
35724,Bruce Stanton,Conservative,conservative,Simcoe North,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/StantonBruce_CPC.jpg,http://brucestantonmp.ca,bruce.stanton@parl.gc.ca,https://twitter.com/bruce_stanton,35724
35857,Mike Lake,Conservative,conservative,Edmonton—Wetaskiwin,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LakeMike_CPC.jpg,http://mikelake.ca,mike.lake@parl.gc.ca,https://twitter.com/MikeLakeMP,35857
35873,Linda Duncan,NDP,ndp,Edmonton Strathcona,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/DuncanLinda_NDP.jpg,http://lindaduncanmp.ca,linda.duncan@parl.gc.ca,,35873
35886,Chris Warkentin,Conservative,conservative,Grande Prairie—Mackenzie,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/WarkentinChris_CPC.jpg,http://chriswarkentin.com,chris.warkentin@parl.gc.ca,,35886
35897,Blaine Calkins,Conservative,conservative,Red Deer—Lacombe,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/CalkinsBlaine_CPC.jpg,http://blainecalkinsmp.ca,blaine.calkins@parl.gc.ca,https://twitter.com/blainecalkinsmp,35897
35904,Ed Fast,Conservative,conservative,Abbotsford,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/FastEd_CPC.jpg,http://edfast.ca,ed.fast@parl.gc.ca,,35904
35950,Joyce Murray,Liberal,liberal,Vancouver Quadra,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MurrayJoyce_Lib.jpg,,joyce.murray@parl.gc.ca,,35950
36037,Niki Ashton,NDP,ndp,Churchill—Keewatinook Aski,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/AshtonNiki_NDP.jpg,http://nikiashton.ndp.ca,niki.ashton@parl.gc.ca,,36037
376,Mario Beaulieu,Bloc Québécois,bloc_québécois,La Pointe-de-l'Île,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BeaulieuMario_BQ.jpg,,Mario.Beaulieu@parl.gc.ca,,376
38633,Denis Lebel,Conservative,conservative,Lac-Saint-Jean,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LebelDenis_CPC.jpg,http://www.denislebel.ca,denis.lebel@parl.gc.ca,,38633
413,Louis Plamondon,Bloc Québécois,bloc_québécois,Bécancour—Nicolet—Saurel,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/PlamondonLouis_BQ.jpg,http://louisplamondon.com,louis.plamondon@parl.gc.ca,,413
43,Wayne Easter,Liberal,liberal,Malpeque,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/EasterWayne_Lib.jpg,http://wayneeaster.com,wayne.easter@parl.gc.ca,,43
460,Stéphane Dion,Liberal,liberal,Saint-Laurent,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/42/DionStéphane_Lib.jpg,http://sdion.liberal.ca/en,stephane.dion@parl.gc.ca,,460
48292,Jim Eglinski,Conservative,conservative,Yellowhead,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/EglinskiJim_CPC.jpg,http://jimeglinski.ca,Jim.Eglinski@parl.gc.ca,,48292
51,Bill Casey,Liberal,liberal,Cumberland—Colchester,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/CaseyBill_Lib.jpg,http://billcasey.ca,Bill.Casey@parl.gc.ca,,51
53569,Brigitte Sansoucy,NDP,ndp,Saint-Hyacinthe—Bagot,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/SansoucyBrigitte_NDP.jpg,http://brigittesansoucy.ndp.ca,Brigitte.Sansoucy@parl.gc.ca,,53569
54325,Lisa Raitt,Conservative,conservative,Milton,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/RaittLisa_CPC.jpg,http://lisaraittmp.ca,lisa.raitt@parl.gc.ca,https://twitter.com/lraitt,54325
54434,Adam Vaughan,Liberal,liberal,Spadina—Fort York,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/VaughanAdam_Lib.jpg,http://www.adamvaughanmp.ca,Adam.Vaughan@parl.gc.ca,,54434
58519,Judy Foote,Liberal,liberal,Bonavista—Burin—Trinity,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/FooteJudy_Lib.jpg,http://www.judyfoote.ca,judy.foote@parl.gc.ca,,58519
58621,Alexandra Mendès,Liberal,liberal,Brossard—Saint-Lambert,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MendesAlexandra_Lib.jpg,,Alexandra.Mendes@parl.gc.ca,,58621
58707,Pierre Breton,Liberal,liberal,Shefford,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BretonPierre_Lib.jpg,http://pbreton.liberal.ca/en,Pierre.Breton@parl.gc.ca,,58707
58733,Justin Trudeau,Liberal,liberal,Papineau,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/TrudeauJustin_LIB.jpg,,justin.trudeau@parl.gc.ca,,58733
58775,Alexandre Boulerice,NDP,ndp,Rosemont—La Petite-Patrie,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BoulericeAlexandre_NDP.jpg,http://www.boulerice.org,Alexandre.Boulerice@parl.gc.ca,,58775
58806,Eva Nassif,Liberal,liberal,Vimy,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/NassifEva_Lib.jpg,http://enassif.liberal.ca/en,Eva.Nassif@parl.gc.ca,,58806
58858,Robert Oliphant,Liberal,liberal,Don Valley West,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/OliphantRobert_Lib.jpg,http://roboliphantmp.ca,Rob.Oliphant@parl.gc.ca,,58858
58877,Kirsty Duncan,Liberal,liberal,Etobicoke North,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/DuncanKirsty_Lib.jpg,http://kirstyduncan.liberal.ca,kirsty.duncan@parl.gc.ca,,58877
58878,Bob Saroya,Conservative,conservative,Markham—Unionville,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/SaroyaBob_CPC.jpg,http://bobsaroya.ca,Bob.Saroya@parl.gc.ca,https://twitter.com/BobSaroya,58878
59110,Candice Bergen,Conservative,conservative,Portage—Lisgar,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BergenCandice_CPC.jpg,http://candicebergen.ca,candice.bergen@parl.gc.ca,https://twitter.com/CandiceBergenMP,59110
59148,Randy Hoback,Conservative,conservative,Prince Albert,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/HobackRandy_CPC.jpg,http://mprandyhoback.ca,randy.hoback@parl.gc.ca,,59148
59156,Kelly Block,Conservative,conservative,Carlton Trail—Eagle Creek,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BlockKelly_CPC.jpg,http://kellyblockmp.ca,kelly.block@parl.gc.ca,,59156
59226,Earl Dreeshen,Conservative,conservative,Red Deer—Mountain View,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/DreeshenEarl_CPC.jpg,http://earldreeshen.ca,earl.dreeshen@parl.gc.ca,https://twitter.com/earl_dreeshen,59226
59235,Blake Richards,Conservative,conservative,Banff—Airdrie,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/RichardsBlake_CPC.jpg,http://blakerichards.ca,blake.richards@parl.gc.ca,https://twitter.com/BlakeRichardsMP,59235
59265,Cathy McLeod,Conservative,conservative,Kamloops—Thompson—Cariboo,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/McLeodCathy_CPC.jpg,http://www.cathymcleod.ca,cathy.mcleod@parl.gc.ca,,59265
59293,Ron McKinnon,Liberal,liberal,Coquitlam—Port Coquitlam,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/McKinnonRon_Lib.jpg,http://ronmckinnon.org,Ron.McKinnon@parl.gc.ca,,59293
59325,Don Davies,NDP,ndp,Vancouver Kingsway,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/DaviesDon_NDP.jpg,http://dondavies.ca,don.davies@parl.gc.ca,,59325
60078,Murray Rankin,NDP,ndp,Victoria,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/RankinMurray_NDP.jpg,,Murray.Rankin@parl.gc.ca,,60078
63592,Fin Donnelly,NDP,ndp,Port Moody—Coquitlam,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/DonnellyFin_NDP.jpg,http://findonnelly.ca,fin.donnelly@parl.gc.ca,,63592
63908,Bernard Généreux,Conservative,conservative,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/GénéreuxBernard_CPC.jpg,http://www.bernardgenereux.ca/en,Bernard.Genereux@parl.gc.ca,,63908
69488,Robert Sopuck,Conservative,conservative,Dauphin—Swan River—Neepawa,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/SopuckRobert_CPC.jpg,http://robertsopuck.ca,robert.sopuck@parl.gc.ca,https://twitter.com/RobertSopuck,69488
709,Robert Nault,Liberal,liberal,Kenora,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/NaultRobert_Lib.jpg,http://bnault.liberal.ca,Bob.Nault@parl.gc.ca,,709
