id,name,area,party,email,image,gender,term,source
95,JORDAN Rudolph,Section des îles-sous-le-Vent,Tahoera'a huiraatira,rudolph.jordan@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/JORDAN-Rudolph.jpg,m,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=95
131,LEBOUCHER Michel,Section 3 des îles du vent,Tahoera'a huiraatira,michel.leboucher@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/LEBOUCHER-michel.jpg,m,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=131
69,MAAMAATUAIAHUTAPU Victor,Section des îles Tuamotu de l'ouest,Union Pour La Démocratie,victor.m@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/MAAMAATUAIAHUTAPU-Victor.jpg,m,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=69
126,MOUTAME Thomas,Section des îles-sous-le-Vent,Tahoera'a huiraatira,thomas.moutame@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/MOUTAME-Thomas.jpg,m,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=126
77,PEREZ Antonio,Section 2 des îles du vent,Rassemblement pour une majorité autonomiste,antonio.perez@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/PEREZ-Antonio.jpg,m,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=77
101,RAIOHA Jacques,Section des Gambier et des îles Tuamotu de l'est,Tahoera'a huiraatira,jacques.raioha@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/RAIOHA-Jacques.jpg,m,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=101
136,RIVETA Frédéric,Section des îles Australes,Rassemblement pour une majorité autonomiste,"",http://www.assemblee.pf/_bdd/photos_elus/300x400/RIVETA-Frederic.jpg,m,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=136
79,SCHYLE Philip,Section 1 des îles du vent,Rassemblement pour une majorité autonomiste,philip.schyle@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/SCHYLE-Philip.jpg,m,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=79
108,TAAE Puta'i,Section 2 des îles du vent,Rassemblement pour une majorité autonomiste,putai.taae@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/TAAE-putai.jpg,m,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=108
70,TEMARU Oscar,Section 3 des îles du vent,Union Pour La Démocratie,oscar.temaru@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/TEMARU-Oscar.jpg,m,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=70
111,TEMAURI Jean,Section 3 des îles du vent,Tahoera'a huiraatira,jean.temauri@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/TEMAURI-Jean.jpg,m,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=111
135,TEMEHARO René,Section 1 des îles du vent,Rassemblement pour une majorité autonomiste,"",http://www.assemblee.pf/_bdd/photos_elus/300x400/TEMEHARO-Rene.jpg,m,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=135
113,TERIITAHI Moehau,Section des îles Tuamotu de l'ouest,Rassemblement pour une majorité autonomiste,moehau.teriitahi@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/TERIITAHI-Moehau.jpg,m,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=113
81,TONG SANG Gaston (vice-président),Section des îles-sous-le-Vent,Rassemblement pour une majorité autonomiste,gaston.tongsang@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/TONG-SANG-Gaston.jpg,m,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=81
115,TOROMONA John,Section 1 des îles du vent,Rassemblement pour une majorité autonomiste,john.toromona@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/TOROMONA-John.jpg,m,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=115
73,TUHEIAVA Richard,Section 1 des îles du vent,Union Pour La Démocratie,richard.tuheiava@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/TUHEIAVA-Richard.jpg,m,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=73
128,TUIHANI Marcel,Section 2 des îles du vent,Tahoera'a huiraatira,president@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/TUIHANI-Marcel.jpg,m,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=128
134,TUMAHAI Ronald,Section 3 des îles du vent,Rassemblement pour une majorité autonomiste,ronald.tumahai@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/TUMAHAI-Ronald.jpg,m,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=134
83,AMARU Patricia,Section des îles-sous-le-Vent,Tahoera'a huiraatira,patricia.amaru@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/AMARU-Patricia.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=83
84,ARO Dylma,Section 3 des îles du vent,Rassemblement pour une majorité autonomiste,dylma.aro@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/ARO-Dylma.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=84
74,BOUTEAU Nicole,Section 1 des îles du vent,Rassemblement pour une majorité autonomiste,nicole.bouteau@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/BOUTEAU-Nicole.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=74
86,BRUANT Virginie,Section 1 des îles du vent,Rassemblement pour une majorité autonomiste,virginie.bruant@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/BRUANT-Virginie.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=86
61,CROSS Valentina,Section 2 des îles du vent,Union Pour La Démocratie,valentina.cross@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/CROSS-Valentina.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=61
65,FLORES-TAHIATA Chantal,Section des îles Australes,Union Pour La Démocratie,chantal.tahiata@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/FLORES-TAHIATA-Chantal.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=65
66,FREBAULT Joëlle,Section des îles Marquises,Rassemblement pour une majorité autonomiste,joelle.frebault@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/FREBAULT-Joelle.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=66
67,GALENON Minarii,Section 1 des îles du vent,Union Pour La Démocratie,chantal.galenon@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/GALENON-Minarii.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=67
94,IRITI Teura (Présidente),Section 1 des îles du vent,Tahoera'a huiraatira,teura.iriti@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/IRITI-Teura.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=94
96,LUCAS Béatrice,Section 2 des îles du vent,Rassemblement pour une majorité autonomiste,beatrix.lucas@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/LUCAS-Beatrix.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=96
97,MANUTAHI LEVY-AGAMI Sandra,Section 2 des îles du vent,Tahoera'a huiraatira,sandra.levy-agami@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/MANUTAHI-LEVY-AGAMI-Sandra.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=97
75,MARAEA Emma,Section des îles-sous-le-Vent,Rassemblement pour une majorité autonomiste,emma.maraea@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/MARAEA-Emma.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=75
98,MATEHAU-NUUPURE Juliette,Section 2 des îles du vent,Tahoera'a huiraatira,juliette.nuupure@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/MATEHAU-NUUPURE-juliette.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=98
76,MERCERON Armelle,Section 2 des îles du vent,Rassemblement pour une majorité autonomiste,armelle.merceron@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/MERCERON-Armelle.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=76
99,PERRY-FRIEDMAN Vaiata,Section 1 des îles du vent,Tahoera'a huiraatira,vaiata.friedman@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/PERRY-FRIEDMAN-Vaiata.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=99
100,PUHETINI Sylvana (Présidente),Section 1 des îles du vent,Rassemblement pour une majorité autonomiste,sylvana.puhetini@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/PUHETINI-Sylvana.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=100
102,RICHETON Monique,Section des Gambier et des îles Tuamotu de l'est,Tahoera'a huiraatira,monique.richeton@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/RICHETON-Monique.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=102
104,SACHET Isabelle,Section 3 des îles du vent,Rassemblement pour une majorité autonomiste,isabelle.sachet@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/SACHET-Isabelle.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=104
105,SAGE Maina,Section 3 des îles du vent,Rassemblement pour une majorité autonomiste,maina.sage@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/SAGE-Maina.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=105
106,SALMON-AMARU Loïs (Vice-présidente),Section 2 des îles du vent,Tahoera'a huiraatira,lois.amaru@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/AMARU-Lois.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=106
80,TARAHU-ATUAHIVA Teura,Section 3 des îles du vent,Rassemblement pour une majorité autonomiste,teura.tarahu@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/TARAHU-Teura.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=80
109,TATA Jeanine,Section des îles Marquises,Rassemblement pour une majorité autonomiste,jeanine.tata@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/TATA-Jeanine.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=109
110,TEAHE Teapehu,Section des îles Tuamotu de l'ouest,Rassemblement pour une majorité autonomiste,teapehu.teahe@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/TEAHE-Teapehu.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=110
114,TETUANUI Lana,Section des îles-sous-le-Vent,Rassemblement pour une majorité autonomiste,lana.tetuanui@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/TETUANUI-Lana.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=114
71,TEURA Justine,Section des îles-sous-le-Vent,Union Pour La Démocratie,justine.teura@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/TEURA-Justine.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=71
72,TEVAHITUA Éliane,Section 3 des îles du vent,Union Pour La Démocratie,eliane.tevahitua@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/TEVAHITUA-Eliane.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=72
130,TINORUA-RIJKAART Alice,Section 1 des îles du vent,Tahoera'a huiraatira,alice.tinorua@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/TINORUA-Alice.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=130
116,TURQUEM Sandrine,Section 3 des îles du vent,Tahoera'a huiraatira,sandrine.turquem@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/TURQUEM-Sandrine.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=116
117,VAIHO-FAATOA Gilda,Section des Gambier et des îles Tuamotu de l'est,Tahoera'a huiraatira,gilda.vaiho-faatoa@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/VAIHO-FAATOA-Gilda.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=117
118,VANAA Élise,Section 3 des îles du vent,Tahoera'a huiraatira,elise.vanaa@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/VANAA-Elise.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=118
119,VIRIAMU Yolande,Section des îles Australes,Tahoera'a huiraatira,yolande.viriamu@assemblee.pf,http://www.assemblee.pf/_bdd/photos_elus/300x400/VIRIAMU-Yolande.jpg,f,2013,http://www.assemblee.pf/en/representants/vos-representants/trouvez-un-representant?rep=119
